9.590083890724083737e-01,4.583443677433476352e-28,3.780720552803217699e-02,9.757609770424846879e-29,2.832586337860962516e-03,1.362299526189150067e-29,3.006576717677014884e-04,1.836700627999121713e-30,4.186522694854388765e-05,5.331706955620038440e-31
4.644129177937494032e-28,8.675241112139168154e-01,2.943090037011468047e-28,1.139193024102272273e-01,7.713512382499668961e-29,1.550350785410033704e-02,1.094359155999233482e-29,2.456303412347078316e-03,1.166946390391108732e-30,4.600960487576588880e-04
3.780720552803209372e-02,3.059876378728940033e-28,6.919753437270306229e-01,2.415338661984056377e-29,2.091685769075251888e-01,2.305539307670532456e-29,4.685792146820186299e-02,1.099643914035817206e-29,1.057482840975952632e-02,4.620263800003823105e-30
9.833903054766548096e-29,1.139193024102270746e-01,2.366805952780340493e-29,4.564019086527020264e-01,5.972861547819326214e-29,2.842541820883977000e-01,5.818549404826857169e-29,9.948413905953247538e-02,2.401993877176385925e-29,3.103905659356154256e-02
2.832586337860980730e-03,8.196782052790963993e-29,2.091685769075249945e-01,5.455986870796578845e-29,2.188817464113395894e-01,9.776307116071144987e-29,2.958083090907816515e-01,3.940147082220756280e-29,1.593783237709925082e-01,7.202365290309973089e-30
1.248709316921369608e-29,1.550350785410031622e-02,2.163540015764015786e-29,2.842541820883972004e-01,9.599664648148761194e-29,5.244296199989257473e-02,3.688106125551880338e-29,2.269428074507849058e-01,8.897722334117194985e-29,1.947541918792880244e-01
3.006576717677012715e-04,1.154663449503315034e-29,4.685792146820186299e-02,5.603646280343262617e-29,2.958083090907814294e-01,3.629214257123762884e-29,3.616299869149619799e-03,8.600401812991126252e-29,1.113271668627580924e-01,7.969311416570177968e-29
2.205568833354574021e-30,2.456303412347064872e-03,1.146567375220156413e-29,9.948413905953223946e-02,4.076392902567783134e-29,2.269428074507848780e-01,8.826420194427599782e-29,5.357540338732675461e-02,1.584170953539925894e-29,2.058856760119833276e-02
4.186522694854379956e-05,1.089235017045142314e-30,1.057482840975952285e-02,2.427514662421479423e-29,1.593783237709923695e-01,8.773405684521138302e-29,1.113271668627579813e-01,1.706086616296996958e-29,1.219878979537800390e-01,2.086682007175603419e-29
6.656301349061387756e-31,4.600960487576602432e-04,5.591652526915982322e-30,3.103905659356149399e-02,8.007616853410814805e-30,1.947541918792877746e-01,7.582553720736747127e-29,2.058856760119830848e-02,1.936575267217531542e-29,1.289275922209248693e-01
