8.643988744868484897e-01,1.223889959438746455e-01,1.183381817773053110e-02,2.188193736689935786e-03,2.415491624949650756e-04,3.701335542464713111e-05,4.553161699154395430e-06,6.284446655337189700e-07,8.217527800749284907e-08,1.078385886394261361e-08,1.456574706183241579e-09,1.870660673765188544e-10,2.561243538689520983e-11,3.270649900226386920e-12,4.482823104925498908e-13,5.739194926634530822e-14,7.817211845420848946e-15,1.007021200703683573e-15,1.358440189414551077e-16,1.762861575591163267e-17,2.382921897771973563e-18,2.833486656813316595e-19
1.212558341577845561e-01,6.310398208111364093e-01,2.102189336325429037e-01,2.955530694018127652e-02,7.723297604257823093e-03,1.067587145218957135e-03,1.988310079217135858e-04,2.877713925919590638e-05,4.543664693247951049e-06,6.738862452334812358e-07,9.804972577600448615e-08,1.465968955388609424e-08,2.048769523496732829e-09,3.051502649112382135e-10,4.188206734020423756e-11,6.164457100216728298e-12,8.407468942824295145e-13,1.217720865015057979e-13,1.659430348193379788e-14,2.362781649574455894e-15,3.279672187244456303e-16,4.091030245819089259e-17
1.281424465035990376e-02,2.062102719080604607e-01,4.448719924340977516e-01,2.681293623534612425e-01,4.859214362133097015e-02,1.691450218711847836e-02,2.815824590111520604e-03,6.197905147777061936e-04,1.035392993592176034e-04,1.840528245255021743e-05,3.060789082620590950e-06,4.887873173832705830e-07,8.026835079394464136e-08,1.212301967759038689e-08,1.953187899293396375e-09,2.866946492706087344e-10,4.511951037280189766e-11,6.530992997481302423e-12,1.002256717646294824e-12,1.441190600988544329e-13,2.193551021823483824e-14,2.833068733931077632e-15
2.312026182427900055e-03,3.190082922149244105e-02,2.603165212539981788e-01,3.031798566142209217e-01,3.007416643790925548e-01,6.567647819945117427e-02,2.941169808876747602e-02,5.744920533890119328e-03,1.464073837016344236e-03,2.783398183998611781e-04,5.500420450000088088e-05,1.016368880020235852e-05,1.766537366079304693e-06,3.165938868919812991e-07,5.137006488898516892e-08,8.909628989729714828e-09,1.392566619157325796e-09,2.334590817760169263e-10,3.573799826494508288e-11,5.793074319971988448e-12,8.963390959406215250e-13,1.237780751522643448e-13
2.657522803294132870e-04,8.127562100074110091e-03,5.223732132481039014e-02,2.888847213595125418e-01,2.021977932124055244e-01,3.125763656158192516e-01,7.872548496812481478e-02,4.439581820539063167e-02,9.990855486236287220e-03,2.901905719261430126e-03,6.211613216109077842e-04,1.350605655531413171e-04,2.752857788183157785e-05,5.170990907187831533e-06,1.005941170936228510e-06,1.744706690115393066e-07,3.243981339244456675e-08,5.378784415397840199e-09,9.571417706084890420e-10,1.545064813376379063e-10,2.694877719926493351e-11,3.813232088083117391e-12
4.104290372271512900e-05,1.168055628750884782e-03,1.772883385521513075e-02,7.024794429500559600e-02,2.969769145424644430e-01,1.373014918777612225e-01,3.079682728218482990e-01,8.668387774827591985e-02,6.076007760906441957e-02,1.554949527519379135e-02,5.083517881807934902e-03,1.215189338456597367e-03,2.882286554665655382e-04,6.442091467786190421e-05,1.299917824474002500e-05,2.732494502684062383e-06,5.043607406094575520e-07,1.001712077758629897e-07,1.755643752646561128e-08,3.303673463576587660e-09,5.783945487438453913e-10,8.982141265737482505e-11
5.114756485189125672e-06,2.199052187167030632e-04,3.062230028117522620e-03,3.070609997754528836e-02,8.367336304689636239e-02,2.893128825346873989e-01,1.032401518152257780e-01,2.909850070333340200e-01,8.934137481293785710e-02,7.727428193032345738e-02,2.228041843707154537e-02,8.114967042934590619e-03,2.152805334589137469e-03,5.529597073648752272e-04,1.348729832062373654e-04,2.908355852645437410e-05,6.580411069197576312e-06,1.287689541793664830e-06,2.722373953323230880e-07,5.025453314506663024e-08,1.026971536089243316e-08,1.610252854986311502e-09
7.225053184450163790e-07,3.216211990888349659e-05,6.837334226755635569e-04,6.206607478085769160e-03,4.616976208131666481e-02,9.139668122577825071e-02,2.701912915616727084e-01,9.439055678572119690e-02,2.653538106390744278e-01,8.713808879455021972e-02,9.272608451041955413e-02,2.992662777518310946e-02,1.203893907050980483e-02,3.527600181965833553e-03,9.750375441515627805e-04,2.585132948431668456e-04,5.930039698598547134e-05,1.439478576165544016e-05,2.975356616118648658e-06,6.663369714356183977e-07,1.348576517320403964e-07,2.403227063409114049e-08
9.445988421789511249e-08,5.211256361482242082e-06,1.151046791377975816e-04,1.611079724249981238e-03,1.071662581086845270e-02,6.294763861383731451e-02,9.324034911251544155e-02,2.434292122141519243e-01,1.050149541384929469e-01,2.344006025939393556e-01,8.096998621119541606e-02,1.060349647281705471e-01,3.814474287275044367e-02,1.682262998705546381e-02,5.425351197182630598e-03,1.604788947613225089e-03,4.610101448860678573e-04,1.120507366566813332e-04,2.908740468050627625e-05,6.319679392623356559e-06,1.557863765101344422e-06,2.751510719167077527e-07
1.274474672350386028e-08,7.712428757859424059e-07,2.105920408563566879e-05,3.077214294990782877e-04,3.185475624767011675e-03,1.654944061130437377e-02,7.975965297646617214e-02,8.974870675182566870e-02,2.123217088242818351e-01,1.295065205587694335e-01,2.010042125758312592e-01,7.200506754902957773e-02,1.163366420544185570e-01,4.654060978562319512e-02,2.235375034598297700e-02,7.914966366476464468e-03,2.493141380398292660e-03,7.740491021005279715e-04,1.985788637650028098e-04,5.475232335747765543e-05,1.324597784959898476e-05,2.783457410492640284e-06
