8.587833589674725987e-01,1.212239034423831796e-01,1.416271273033280383e-02,3.228141178458890804e-03,9.559798254648484150e-04,6.495529981674086090e-04,2.278139984764810430e-04,3.227397506106038385e-04,7.523030239144858804e-05,1.630609854924835176e-04,2.783827527993532145e-05,8.066723852831188084e-05,1.162821916156787572e-05,3.929465276857513518e-05,5.496969985575942507e-06,1.893038010452705681e-05,2.862729790826555070e-06,9.014442440790990113e-06,1.591501226201947402e-06,4.821392508609271270e-06,8.534911223040836055e-07,6.168519560353631717e-07
1.195732031006930263e-01,6.226225931412915360e-01,2.073982277832191190e-01,3.203828125231574647e-02,9.806363431112345708e-03,2.428579634529452139e-03,2.022130392909344838e-03,5.933631174384395787e-04,1.258578429163204971e-03,2.293333929601742418e-04,7.835491131379381750e-04,9.865920412176998832e-05,4.607769659277207103e-04,4.870501315105062412e-05,2.598662977811813679e-04,2.798188001396489583e-05,1.421139585743920897e-04,1.771260069726055488e-05,7.577486465250651837e-05,1.340754598308337049e-05,4.366930623978186978e-05,1.838092211608781045e-06
1.561615226893276615e-02,2.025760947044279447e-01,4.357077327552038026e-01,2.630540408455220303e-01,4.908859017186136681e-02,1.847183786851521251e-02,3.910237742372174585e-03,2.967147697257720585e-03,7.176549050718497927e-04,2.200507684631725861e-03,2.889665813280629285e-04,1.717440372453943103e-03,1.351772261443081919e-04,1.217306731022582342e-03,7.835111928587549807e-05,8.029172539382376222e-04,5.834190266862068660e-05,5.001286051395985527e-04,4.942565363224058579e-05,3.450129310128115050e-04,3.739801996042178730e-05,5.067763222095862565e-05
3.023453476682208194e-03,3.500012208982034023e-02,2.553158174486331866e-01,2.967991213387964344e-01,2.942999807388967382e-01,6.470054433778273106e-02,2.941533100496484740e-02,6.244709014580327594e-03,2.903110536047625104e-03,7.138651293214217861e-04,2.092403165632123092e-03,2.247904948557069972e-04,2.141723567016842657e-03,8.563641764250143839e-05,1.893913266447408948e-03,4.809787708439711889e-05,1.494098131232733575e-03,5.595392368667888620e-05,1.082041145509488522e-03,8.754286911708114289e-05,8.318466030678025279e-04,1.381945394725663522e-05
1.296736447370722221e-03,9.270495421049084611e-03,5.301380235144205477e-02,2.832233816081199951e-01,1.986336820175443607e-01,3.061904037756556507e-01,7.737955508506404179e-02,4.358232281570053462e-02,1.022577340766793463e-02,3.134577373038534027e-03,1.030723552847814285e-03,1.028261098568279122e-03,2.810559557585474446e-04,1.498325477773743098e-03,9.307902016171632560e-05,1.798550636022912610e-03,1.771680168003904535e-05,1.774017748400553898e-03,2.769552125374388139e-05,1.835886816066877383e-03,5.752153572786906964e-05,3.270395974694242469e-04
4.950138427476960491e-04,3.232513869859279885e-03,1.842222871101179688e-02,6.923318258283442383e-02,2.909153896657972749e-01,1.350063774849391829e-01,3.019608610918872449e-01,8.514360400592363431e-02,6.008831692889668452e-02,1.555555173261632604e-02,5.160062372599095656e-03,1.637473337200970889e-03,3.607909737552220109e-04,4.863191560481507775e-04,4.357417200636946116e-04,2.817982863037860595e-04,9.282387275004555603e-04,1.297530372036982411e-04,1.302516794750595069e-03,6.207599540577439913e-05,1.695591856854323370e-03,1.139436828555991393e-05
3.966869773189077037e-04,1.404348928955187871e-03,4.830341647064463791e-03,3.067772672838398745e-02,8.226129800513237722e-02,2.831766356972154064e-01,1.014901431909001339e-01,2.849683334924674738e-01,8.770693926597518397e-02,7.645061215095605434e-02,2.194204822156636814e-02,8.688497812143095717e-03,2.329636131164374013e-03,8.415521020687287629e-04,5.146546493328033696e-04,6.992887733628166611e-05,4.270340684838834044e-04,1.423570897249273502e-04,3.423826973758047976e-04,6.409144887396926206e-04,2.809105461517638343e-04,1.751645846177580178e-04
2.535516924765474295e-04,1.113769178494242737e-03,2.052707231258895249e-03,7.011895310870546079e-03,4.566931844487752412e-02,8.987014040046974184e-02,2.645382267766387407e-01,9.274979756236631512e-02,2.595346131094096731e-01,8.571359004742767906e-02,9.106163246229861952e-02,2.952631235588108055e-02,1.256527665220720860e-02,3.501358134272048329e-03,1.722168270263774951e-03,3.513055457675230784e-04,4.802916599112175625e-04,2.882601163126298645e-04,1.430037150903117798e-04,4.301647058814738475e-04,5.804875421274225170e-05,1.039104156516418753e-04
1.581591413724202008e-04,8.947855203297961149e-04,1.440699359907963387e-03,2.465348562451032816e-03,1.100907567990374106e-02,6.204331258125853760e-02,9.162580026074848560e-02,2.384883836701020554e-01,1.028951965968878668e-01,2.294334087408153866e-01,7.961196801662460965e-02,1.037242181559529935e-01,3.783507434477478837e-02,1.671476166511146055e-02,5.591316904806419713e-03,2.203112233184857834e-03,5.071800189526096429e-04,8.359510981294797274e-04,5.711679803165875383e-05,5.097577288859210260e-04,2.485588309887872905e-04,6.305479610743184552e-05
1.355148568408421109e-04,5.515069416691064080e-04,1.425470394072471348e-03,1.281187630121221081e-03,3.536958036447578231e-03,1.662192708220442544e-02,7.836240425984535019e-02,8.832033411636110165e-02,2.079203884571622085e-01,1.268288467867295655e-01,1.969937065632605955e-01,7.049480404680585899e-02,1.140035617835411796e-01,4.591238867045526612e-02,2.189945018756699058e-02,8.297074045287232066e-03,2.565688702538822686e-03,1.054242890995238900e-03,6.637424780416805023e-04,1.793509545564211797e-04,9.082044853810627288e-04,2.546076861416104987e-05
6.696278860338738517e-05,6.004709729252372032e-04,8.605170691440358621e-04,1.283869699964906765e-03,1.324182850410269684e-03,5.829547026187284139e-03,2.329615519952402472e-02,9.355387829801145583e-02,8.062509886171688456e-02,1.757433331110711261e-01,1.594975932306916533e-01,1.641169139239845864e-01,6.027994713458102033e-02,1.207669955495891956e-01,5.350036576079576778e-02,2.809341171186068020e-02,1.115842378279358754e-02,3.648341798866245114e-03,1.819539929464016829e-03,4.377008739926424867e-04,3.450960947557441894e-04,5.057110168636427220e-05
7.102356504089922952e-05,2.804389172667374336e-04,1.213209366364311967e-03,8.139543891438254328e-04,7.493761048201753828e-04,1.843596240591724358e-03,9.125700365374139408e-03,3.099495653794506408e-02,1.065771950201884755e-01,6.979162890350271153e-02,1.444151708444840199e-01,1.956546617895589257e-01,1.330150822281530310e-01,5.015901489694316040e-02,1.232360840605060404e-01,6.094311507601943290e-02,3.467728260781696714e-02,1.450560294746417941e-02,5.528168473512994410e-03,2.137603251014366917e-03,5.793488228093785029e-04,4.826858056746966669e-04
