9.890646041090627172e-01,1.087538530204800770e-02,5.979083923165038906e-05,2.191459187719901851e-07,6.024116862830089845e-10,1.324778820628337602e-12,2.427795591658039025e-15,3.813590622349182018e-18,5.241602422887722177e-21,6.403856028573499953e-24,7.041441119239583556e-27,7.038641720421334777e-30,6.449523148322340175e-33,5.455119215366379714e-36,4.284461087869105237e-39,3.140689020624736453e-42,2.158365279635430289e-45,1.396034069854501121e-48,8.527927600245656478e-52,4.935258398125531956e-55,2.713312983894072307e-58,1.420694145535539915e-61,7.100646668337600024e-65,3.394611349958750219e-68,1.555244985520172196e-71,6.840357398835749195e-75,2.892846822021942531e-78,1.178098672017608035e-81,4.626404775638533470e-85,1.754145534431535865e-88,6.429309903368816314e-92,2.280461048423826890e-95,7.835968343500487312e-99
1.087538530204800770e-02,9.674334151834299567e-01,2.151226468492572694e-02,1.780600518290644094e-04,8.717710054917998458e-07,2.998825209982309954e-09,7.919566071804489117e-12,1.694122080571277236e-14,3.042491697473149864e-17,4.705922281188636344e-20,6.389780888840909865e-23,7.730107958806394548e-26,8.430898300604609027e-29,8.370202781104611704e-32,7.625175121500428048e-35,6.417273018126233237e-38,5.018198037362665901e-41,3.664475994569693536e-44,2.509792209501107798e-47,1.618431388517983993e-50,9.859666527773193345e-54,5.691991912908567785e-57,3.122403616404730492e-60,1.631587585755463650e-63,8.139603774059853861e-67,3.884693037241185257e-70,1.776988961436484712e-73,7.804325982023687291e-77,3.296086003677149645e-80,1.340640173404501732e-83,5.258579724295509199e-87,1.991672434945298130e-90,7.292461196830240702e-94
5.979083923165038906e-05,2.151226468492572694e-02,9.461583451566321079e-01,3.191391089278204640e-02,3.535119864988349155e-04,2.167455309198375524e-06,8.956935879962934179e-09,2.761695371935401966e-11,6.755211794972938801e-14,1.365359688909130965e-16,2.347214554146533123e-19,3.506654404249468164e-22,4.628796195537362327e-25,5.470044962402654485e-28,5.849234010647735700e-31,5.709901157754931098e-34,5.126294221457710832e-37,4.259607421999771133e-40,3.293763281602427716e-43,2.381390406025745192e-46,1.616558648180201664e-49,1.034126929787654143e-52,6.254635929380377772e-56,3.587175641231923660e-59,1.956033478847530134e-62,1.016518376095091112e-65,5.045659528147532597e-69,2.396906434046918855e-72,1.091715888423828321e-75,4.775571700756223228e-79,2.009435580374468665e-82,8.144824721006764025e-86,3.184415658933852539e-89
2.191459187719901851e-07,1.780600518290644094e-04,3.191391089278204640e-02,9.252350471755563799e-01,4.208356311988930426e-02,5.848676482012818032e-04,4.311084615898147038e-06,2.080762938568299692e-08,7.337539077110716088e-11,2.020199370264000180e-13,4.538692917155745110e-16,8.585431438622709438e-19,1.399578211716257598e-21,2.001802992268281772e-24,2.548011066028800351e-27,2.919671115562245258e-30,3.040498456518820983e-33,2.900642403232165416e-36,2.552252597181462213e-39,2.083352236137598583e-42,1.585654450955087299e-45,1.130281614493716936e-48,7.575260699888923274e-52,4.790200387243431163e-55,2.866872505555474179e-58,1.628469672230292460e-61,8.801755016281616214e-65,4.537099745007982909e-68,2.235220823678397693e-71,1.054465955953362607e-74,4.771821592465689568e-78,2.074842438617444688e-81,8.681445522233294794e-85
6.024116862830089845e-10,8.717710054917998458e-07,3.535119864988349155e-04,4.208356311988930426e-02,9.046592161859892123e-01,5.202442728710230530e-02,8.708645410275905148e-04,7.502908857116644939e-06,4.143222417520806564e-08,1.644896016951644879e-10,5.034634849975497903e-13,1.244710315377935970e-15,2.569337488334100046e-18,4.538628680901854092e-21,6.992306922149959740e-24,9.537535204665864238e-27,1.165893316553975617e-29,1.290182510904848779e-32,1.303375856895675556e-35,1.210654076839082823e-38,1.040328893059145301e-41,8.314517421817628485e-45,6.209355089506003493e-48,4.350986395268576972e-51,2.871111019338517370e-54,1.790004563822906235e-57,1.057493387592805762e-60,5.935741662973860791e-64,3.173176551775938751e-67,1.619164645729039768e-70,7.902054303432511976e-74,3.695257643153868498e-77,1.658615427685667544e-80
1.324778820628337602e-12,2.998825209982309954e-09,2.167455309198375524e-06,5.848676482012818032e-04,5.202442728710230530e-02,8.844265886018204403e-01,6.173967631640793485e-02,1.210256512265258256e-03,1.193859999367673084e-05,7.424986962300455915e-08,3.277732662935953065e-10,1.104139957687008163e-12,2.979093557716376074e-15,6.663956383434401857e-18,1.268021765303335331e-20,2.093499058439858720e-23,3.046419120954277212e-26,3.957332787328503185e-29,4.637362530764126955e-32,4.945568326389927828e-35,4.835961567685711607e-38,4.363730120695283060e-41,3.653918870786968153e-44,2.852997931324043745e-47,2.086177452980747481e-50,1.434052442704452945e-53,9.298720924954751685e-57,5.705005151353285790e-60,3.320970003009384422e-63,1.838823701071845865e-66,9.706771990783832388e-70,4.895283834788685376e-73,2.363107707752559153e-76
2.427795591658039025e-15,7.919566071804489117e-12,8.956935879962934179e-09,4.311084615898147038e-06,8.708645410275905148e-04,6.173967631640793485e-02,8.645329419764709034e-01,7.123245040357638336e-02,1.601813597644289417e-03,1.780930937846016910e-05,1.232050986315365773e-07,5.987142958847366643e-10,2.201340994530269573e-12,6.436957963013611903e-15,1.551123741894184619e-17,3.163083412053261203e-20,5.571504193261258472e-23,8.615704348489974648e-26,1.185191769917202290e-28,1.466191713955674046e-31,1.646106235290934124e-34,1.690260496441568207e-37,1.597964865466072597e-40,1.398957899922304253e-43,1.139878500405322170e-46,8.682849584747107145e-50,6.207720626199693151e-53,4.180242246106799961e-56,2.659790522617544103e-59,1.603664914339239694e-62,9.186031992079773173e-66,5.010924178778457910e-69,2.608691836082755808e-72
3.813590622349182018e-18,1.694122080571277236e-14,2.761695371935401966e-11,2.080762938568299692e-08,7.502908857116644939e-06,1.210256512265258256e-03,7.123245040357638336e-02,8.449740946765293970e-01,8.050585728892546700e-02,2.044321867756630426e-03,2.530172460188662086e-05,1.927555333200347586e-07,1.022603037796378298e-09,4.075356098713839044e-12,1.283851858067048964e-14,3.315713887152651511e-17,7.214004671063736682e-20,1.350374505432806876e-22,2.211406900004140649e-25,3.211507514092529286e-28,4.182539414059832806e-31,4.931079380457904984e-34,5.304946575671424888e-37,5.243664711772508094e-40,4.790567775362602052e-43,4.066283280193310410e-46,3.221512680938354148e-49,2.391899396916953655e-52,1.670425666024225466e-55,1.100859757495013419e-58,6.866552775439119331e-62,4.064521801235750042e-65,2.288770902632753678e-68
5.241602422887722177e-21,3.042491697473149864e-17,6.755211794972938801e-14,7.337539077110716088e-11,4.143222417520806564e-08,1.193859999367673084e-05,1.601813597644289417e-03,8.050585728892546700e-02,8.257459055575855356e-01,8.956297252620895599e-02,2.536583275641385825e-03,3.459812582382186438e-05,2.878597424630968958e-07,1.655633737340343132e-09,7.109454362535684945e-12,2.400602466412768578e-14,6.615220084187483398e-17,1.529604278128856143e-19,3.032267858536350419e-22,5.242466038398343368e-25,8.015187035876045539e-28,1.096192029370060740e-30,1.354058842391726468e-33,1.523075989382341661e-36,1.571064593201379674e-39,1.495223573341414357e-42,1.320012600487871437e-45,1.086065128190099761e-48,8.362881912347663517e-52,6.049240745308202656e-55,4.124277317384840115e-58,2.658351359064691970e-61,1.624378722738354666e-64
6.403856028573499953e-24,4.705922281188636344e-20,1.365359688909130965e-16,2.020199370264000180e-13,1.644896016951644879e-10,7.424986962300455915e-08,1.780930937846016910e-05,2.044321867756630426e-03,8.956297252620895599e-02,8.068442736422457573e-01,9.840683974964123393e-02,3.077415505528368744e-03,4.587644159560451076e-05,4.139652493510155534e-07,2.565979583626187395e-09,1.181183603009333878e-11,4.255999806883023848e-14,1.246487227104201389e-16,3.052479284972023597e-19,6.388654407891835177e-22,1.162857255767963159e-24,1.867046403000789174e-27,2.675371309482762638e-30,3.455299400660743389e-33,4.055953691814319418e-36,4.358423143982432706e-39,4.314257688867498265e-42,3.955454582316793246e-45,3.375154252014558268e-48,2.691884691869119232e-51,2.014398123032567588e-54,1.419226237832386344e-57,9.443255845545157151e-61
7.041441119239583556e-27,6.389780888840909865e-23,2.347214554146533123e-19,4.538692917155745110e-16,5.034634849975497903e-13,3.277732662935953065e-10,1.232050986315365773e-07,2.530172460188662086e-05,2.536583275641385825e-03,9.840683974964123393e-02,7.882651378003214804e-01,1.070404709390673365e-01,3.665651822732620118e-03,5.931030417585855249e-05,5.769966887529145586e-07,3.834841662777880033e-09,1.883950601670082713e-11,7.215297054256096965e-14,2.238191955476914372e-16,5.786951871556740498e-19,1.275175795046290782e-21,2.437524224989576188e-24,4.100552849732742808e-27,6.143687537008974247e-30,8.280560182610070160e-33,1.012594714684383601e-35,1.131724118992819839e-38,1.163426459641919786e-41,1.106245429813560374e-44,9.777185290837443126e-48,8.067197631906999314e-51,6.238392368544743516e-54,4.537181880950049632e-57
7.038641720421334777e-30,7.730107958806394548e-26,3.506654404249468164e-22,8.585431438622709438e-19,1.244710315377935970e-15,1.104139957687008163e-12,5.987142958847366643e-10,1.927555333200347586e-07,3.459812582382186438e-05,3.077415505528368744e-03,1.070404709390673365e-01,7.700044764311736456e-01,1.154668466832915741e-01,4.300140924692537857e-03,7.506910434373647342e-05,7.833441116729004521e-07,5.557472139342201017e-09,2.902402208678282244e-11,1.177436641242368662e-13,3.856515742635300863e-16,1.049858162422611402e-18,2.429557973156453783e-21,4.866112202952485216e-24,8.559376713485568279e-27,1.338335070838582609e-29,1.879186152862600330e-32,2.390115864385718664e-35,2.774274702963253286e-38,2.957831001198505770e-41,2.913089606381478961e-44,2.663573127872992586e-47,2.271102228247235962e-50,1.812991028093149998e-53
6.449523148322340175e-33,8.430898300604609027e-29,4.628796195537362327e-25,1.399578211716257598e-21,2.569337488334100046e-18,2.979093557716376074e-15,2.201340994530269573e-12,1.022603037796378298e-09,2.878597424630968958e-07,4.587644159560451076e-05,3.665651822732620118e-03,1.154668466832915741e-01,7.520583071482036530e-01,1.236889164415748976e-01,4.979746793144327298e-03,9.331804571321690661e-05,1.039851436598523015e-06,7.844171983921192974e-09,4.339907096942593776e-11,1.859144853907061017e-13,6.411809193442237061e-16,1.833209207759474962e-18,4.445281058380007515e-21,9.309617437219796226e-24,1.708978772630098812e-26,2.783817546929584312e-29,4.065599912912305226e-32,5.370368464124713826e-35,6.464933144985764604e-38,7.139358080101411956e-41,7.274294495236403317e-44,6.873331169034516930e-47,6.049930463748821203e-50
5.455119215366379714e-36,8.370202781104611704e-32,5.470044962402654485e-28,2.001802992268281772e-24,4.538628680901854092e-21,6.663956383434401857e-18,6.436957963013611903e-15,4.075356098713839044e-12,1.655633737340343132e-09,4.139652493510155534e-07,5.931030417585855249e-05,4.300140924692537857e-03,1.236889164415748976e-01,7.344226864654775921e-01,1.317095988033111231e-01,5.703348547425470851e-03,1.142181985520567233e-04,1.353805045949853479e-06,1.082126356232317651e-08,6.322982626331683162e-11,2.852351317076944425e-13,1.033220783228971484e-15,3.095527129030420041e-18,7.848996938577403131e-21,1.715547684169401983e-23,3.280936401145862373e-26,5.558887364705059293e-29,8.431556486272322221e-32,1.155104697555882927e-34,1.440311586935563678e-37,1.645531145473865524e-40,1.732631608557333815e-43,1.690036483070278796e-46
4.284461087869105237e-39,7.625175121500428048e-35,5.849234010647735700e-31,2.548011066028800351e-27,6.992306922149959740e-24,1.268021765303335331e-20,1.551123741894184619e-17,1.283851858067048964e-14,7.109454362535684945e-12,2.565979583626187395e-09,5.769966887529145586e-07,7.506910434373647342e-05,4.979746793144327298e-03,1.317095988033111231e-01,7.170937094864693329e-01,1.395317817458946452e-01,6.469840298900040275e-03,1.379265531089783170e-04,1.732922526446465706e-06,1.463203839880747085e-08,9.004404255049463053e-11,4.266750359433614183e-13,1.619661462927904293e-15,5.074316766810403196e-18,1.342850743587144609e-20,3.057861283717923625e-23,6.082856439824023481e-26,1.070386634856759466e-28,1.683838456089910805e-31,2.389427595936251719e-34,3.082388843151271712e-37,3.639223994115622510e-40,3.955716632092659634e-43
3.140689020624736453e-42,6.417273018126233237e-38,5.709901157754931098e-34,2.919671115562245258e-30,9.537535204665864238e-27,2.093499058439858720e-23,3.163083412053261203e-20,3.315713887152651511e-17,2.400602466412768578e-14,1.181183603009333878e-11,3.834841662777880033e-09,7.833441116729004521e-07,9.331804571321690661e-05,5.703348547425470851e-03,1.395317817458946452e-01,7.000675095949128179e-01,1.471583228907892560e-01,7.278131006498634280e-03,1.645960724526495192e-04,2.185341552118539744e-06,1.943768042329696205e-08,1.256648407012266070e-10,6.240673052835291652e-13,2.477405889584034147e-15,8.101037102891823435e-18,2.233607190839643023e-20,5.290574400138564750e-23,1.093061178554418894e-25,1.994915428076884963e-28,3.250646980402159336e-31,4.772285414240963885e-34,6.362028189865281379e-37,7.754191311238006695e-40
2.158365279635430289e-45,5.018198037362665901e-41,5.126294221457710832e-37,3.040498456518820983e-33,1.165893316553975617e-29,3.046419120954277212e-26,5.571504193261258472e-23,7.214004671063736682e-20,6.615220084187483398e-17,4.255999806883023848e-14,1.883950601670082713e-11,5.557472139342201017e-09,1.039851436598523015e-06,1.142181985520567233e-04,6.469840298900040275e-03,1.471583228907892560e-01,6.833402581477501236e-01,1.545920497578084640e-01,8.127144333365820400e-03,1.943757448259922187e-04,2.719608908697144850e-06,2.541816500974990775e-08,1.722451399104082864e-10,8.946267398391737050e-13,3.707017478521933898e-15,1.263000768776745525e-17,3.622349888043703500e-20,8.911473258700807053e-23,1.909619638098706457e-25,3.610102289120429965e-28,6.086024489792424814e-31,9.233591030322272422e-34,1.270759294299678678e-36
1.396034069854501121e-48,3.664475994569693536e-44,4.259607421999771133e-40,2.900642403232165416e-36,1.290182510904848779e-32,3.957332787328503185e-29,8.615704348489974648e-26,1.350374505432806876e-22,1.529604278128856143e-19,1.246487227104201389e-16,7.215297054256096965e-14,2.902402208678282244e-11,7.844171983921192974e-09,1.353805045949853479e-06,1.379265531089783170e-04,7.278131006498634280e-03,1.545920497578084640e-01,6.669081641701614105e-01,1.618357600176200117e-01,9.015818504607919781e-03,2.274106355193352292e-04,3.344669658127608242e-06,3.277313411021793359e-08,2.323036925592290503e-10,1.259524447651904057e-12,5.438157721087582429e-15,1.927395820648357441e-17,5.741632609952864428e-20,1.465080413374554635e-22,3.252072789160492069e-25,6.360757051332589963e-28,1.108176801783403330e-30,1.735698076787131194e-33
8.527927600245656478e-52,2.509792209501107798e-47,3.293763281602427716e-43,2.552252597181462213e-39,1.303375856895675556e-35,4.637362530764126955e-32,1.185191769917202290e-28,2.211406900004140649e-25,3.032267858536350419e-22,3.052479284972023597e-19,2.238191955476914372e-16,1.177436641242368662e-13,4.339907096942593776e-11,1.082126356232317651e-08,1.732922526446465706e-06,1.645960724526495192e-04,8.127144333365820400e-03,1.618357600176200117e-01,6.507674740526662172e-01,1.688922217424830563e-01,9.943106166134181231e-03,2.638419382659044346e-04,4.069856441958644417e-06,4.172274778647045999e-08,3.087626785444590519e-10,1.744521504474605230e-12,7.835894663438007642e-15,2.884728512932053064e-17,8.913556325194898228e-20,2.356078427327491526e-22,5.410946892437351964e-25,1.093742097439710280e-27,1.967202578326250957e-30
4.935258398125531956e-55,1.618431388517983993e-50,2.381390406025745192e-46,2.083352236137598583e-42,1.210654076839082823e-38,4.945568326389927828e-35,1.466191713955674046e-31,3.211507514092529286e-28,5.242466038398343368e-25,6.388654407891835177e-22,5.786951871556740498e-19,3.856515742635300863e-16,1.859144853907061017e-13,6.322982626331683162e-11,1.463203839880747085e-08,2.185341552118539744e-06,1.943757448259922187e-04,9.015818504607919781e-03,1.688922217424830563e-01,6.349144712502859944e-01,1.757641736552294220e-01,1.090797424458416799e-02,3.038070261631226261e-04,4.904878922368586200e-06,5.250851243843745580e-08,4.049868162616371107e-10,2.380664039325024564e-12,1.110796668854735162e-14,4.241818251782268032e-17,1.357767547829503771e-19,3.713300771622605954e-22,8.813442671222332451e-25,1.839196793087641628e-27
2.713312983894072307e-58,9.859666527773193345e-54,1.616558648180201664e-49,1.585654450955087299e-45,1.040328893059145301e-41,4.835961567685711607e-38,1.646106235290934124e-34,4.182539414059832806e-31,8.015187035876045539e-28,1.162857255767963159e-24,1.275175795046290782e-21,1.049858162422611402e-18,6.411809193442237061e-16,2.852351317076944425e-13,9.004404255049463053e-11,1.943768042329696205e-08,2.719608908697144850e-06,2.274106355193352292e-04,9.943106166134181231e-03,1.757641736552294220e-01,6.193454759837490053e-01,1.824543253765008033e-01,1.190940380833451114e-02,3.474395021231725818e-04,5.859813359598792222e-06,6.539408602611171370e-08,5.248239479676997162e-10,3.205042060272599129e-12,1.551308919720959777e-14,6.137092106372512182e-17,2.032575211332062453e-19,5.745059101408337153e-22,1.407763632041579474e-24
1.420694145535539915e-61,5.691991912908567785e-57,1.034126929787654143e-52,1.130281614493716936e-48,8.314517421817628485e-45,4.363730120695283060e-41,1.690260496441568207e-37,4.931079380457904984e-34,1.096192029370060740e-30,1.867046403000789174e-27,2.437524224989576188e-24,2.429557973156453783e-21,1.833209207759474962e-18,1.033220783228971484e-15,4.266750359433614183e-13,1.256648407012266070e-10,2.541816500974990775e-08,3.344669658127608242e-06,2.638419382659044346e-04,1.090797424458416799e-02,1.824543253765008033e-01,6.040568449427334841e-01,1.889653576702501059e-01,1.294638992957798142e-02,3.948692488562493587e-04,6.945092324572890212e-06,8.066606057895867452e-08,6.726470577832295589e-10,4.261614269216091126e-12,2.137039487287951394e-14,8.747966021765522190e-17,2.994462593646275814e-19,8.738317142983434284e-22
7.100646668337600024e-65,3.122403616404730492e-60,6.254635929380377772e-56,7.575260699888923274e-52,6.209355089506003493e-48,3.653918870786968153e-44,1.597964865466072597e-40,5.304946575671424888e-37,1.354058842391726468e-33,2.675371309482762638e-30,4.100552849732742808e-27,4.866112202952485216e-24,4.445281058380007515e-21,3.095527129030420041e-18,1.619661462927904293e-15,6.240673052835291652e-13,1.722451399104082864e-10,3.277313411021793359e-08,4.069856441958644417e-06,3.038070261631226261e-04,1.190940380833451114e-02,1.889653576702501059e-01,5.890449709911320664e-01,1.952999226875183625e-01,1.401794154746803696e-02,4.462224783899161390e-04,8.171494545489011219e-06,9.863472228430721112e-08,8.533976811245263739e-10,5.602101049534764149e-12,2.907010121493471797e-14,1.229952927068528745e-16,4.346863326329982614e-19
