7.414185927506905527e-01,1.828036572014886396e-01,5.258249729335271599e-02,1.473350523653180373e-02,5.036772211655676616e-03,1.898942558281647075e-03,8.205411019658666750e-04,3.579777389366054722e-04,1.666433685116937183e-04,7.907874167666175444e-05,4.059872461675958030e-05,2.142057380318649918e-05,1.324091631824016248e-05
2.009919029084763498e-01,4.016753085185439387e-01,2.275684053376891836e-01,1.007264636553983905e-01,3.897473095025513756e-02,1.576371019452531275e-02,7.310865708250277595e-03,3.311086898733945315e-03,1.677738843250987065e-03,8.010391570790837074e-04,4.687092907421071893e-04,2.576700690728203711e-04,1.802263223966555066e-04
3.913400143288817135e-02,2.754897387072861581e-01,2.284412332132988721e-01,2.087810149348196254e-01,1.230861809610469537e-01,6.356238497975694179e-02,2.892830883155061983e-02,1.435142683921859091e-02,7.750537468436469353e-03,3.598516052108583461e-03,2.004726088026413493e-03,1.292229822422621532e-03,1.045886971165371857e-03
1.439389179092005755e-02,8.000074936522959257e-02,2.663317150755932228e-01,1.644616234672776067e-01,1.720303629224566588e-01,1.243316917694104184e-01,8.382907464517168339e-02,3.985565909242134996e-02,2.281088114962186164e-02,1.038533388745571315e-02,5.855069680755518868e-03,3.360414305902481667e-03,3.235172182747134834e-03
2.213209329808694514e-03,4.292738368599851445e-02,1.074551105999336509e-01,2.137159609771780711e-01,1.589748808578262396e-01,1.357304935042759064e-01,1.113201786607415089e-01,9.270792676667613530e-02,5.462841019418760574e-02,2.493658680306735237e-02,1.133092486012645880e-02,6.467013110527315353e-03,6.615502498176767734e-03
1.352797309489777106e-03,8.328904253733296348e-03,7.571246237673255608e-02,1.196044458819970069e-01,1.515945380466348358e-01,1.718514522593608262e-01,1.064464456616144999e-01,9.704341006405031722e-02,9.851444367203392172e-02,6.128465625743232531e-02,3.222242713280894233e-02,1.421281050045812046e-02,9.861372784138594527e-03
2.353402441574479012e-04,5.827297349649456469e-03,1.856111737976717802e-02,9.923571684505094748e-02,1.188470168829113133e-01,1.017352511599738663e-01,1.829346393286558625e-01,7.479935388580646882e-02,7.383229442513930540e-02,9.735379579700270680e-02,6.842523310394124647e-02,4.299561857565491196e-02,2.358705082336953404e-02
1.572723293286160757e-04,1.316995592349248703e-03,1.402842992664443851e-02,3.176165175216798253e-02,1.101099765453215501e-01,1.073163219183968647e-01,7.607466281249045115e-02,1.883426734227729993e-01,6.144608766624976015e-02,5.312526312130498585e-02,8.913167354901935235e-02,7.570681274178107933e-02,6.159311981995599372e-02
4.641984364514007940e-05,8.009185046599086614e-04,3.828970601469756062e-03,2.348359834998994117e-02,4.525093890054646822e-02,1.088135469560977259e-01,8.866109162439125835e-02,7.011733457299158812e-02,1.853128813799682362e-01,6.017950231098663505e-02,3.194867075631734055e-02,8.648148091966079143e-02,1.022364091840271549e-01
1.946765916356028113e-05,3.241172812430446548e-04,2.244898592966001333e-03,8.561456071697459008e-03,3.396625703904185278e-02,5.735230634629755880e-02,1.058297062846107195e-01,6.580771662064197058e-02,7.202818314906622721e-02,1.659048132312909984e-01,8.414187672803644102e-02,2.967236939793525125e-02,9.259191701029362287e-02
9.366993085573573088e-06,1.455014353473043775e-04,1.024830513508610428e-03,4.780025913034399200e-03,1.189084245402710453e-02,3.846121227715763174e-02,6.027827241714972528e-02,8.816303043518272653e-02,3.719931719409149545e-02,8.933664500382215712e-02,2.194765807143428393e-01,5.205245918988507525e-02,4.186437212393195884e-02
4.432524886116683213e-06,8.734333447741448187e-05,5.718621665299767872e-04,2.949557069728735593e-03,8.746740041804498475e-03,1.948479864615801013e-02,5.013597457108946720e-02,7.724537923559209041e-02,9.842868231185906980e-02,4.312438485767385032e-02,5.368571434723035107e-02,1.292424736317081269e-01,1.068181528152322909e-02
1.881892074445622953e-06,2.813080846569333436e-05,3.658474936862437773e-04,1.155034818723876550e-03,6.498501009159328087e-03,1.179945514293734982e-02,2.859152084594317883e-02,6.420793061308237293e-02,1.077738037493140705e-01,1.072296064430020707e-01,5.791083969822648225e-02,5.548508370427140957e-02,2.083779027878775864e-02
