8.019988427256747876e-01,1.475893418324215889e-01,3.741418501497315030e-02,1.053327628422263962e-02,2.609253830821718460e-03,7.105634418053941286e-04,1.743465865758511246e-04,4.822924538214267369e-05,1.130117868115046816e-05,3.338429027064432136e-06,7.328758823421959898e-07,2.381595353681172007e-07,4.875378924841271733e-08,1.761776046542210083e-08,3.389017913030601108e-09,1.346316778166860319e-09,2.593363321669123639e-10,9.803643931269316510e-11
1.526363570232603939e-01,5.083095549483405140e-01,2.123316091937496319e-01,8.019205022055389542e-02,3.263857117323409884e-02,1.011360525826836276e-02,3.446470808369286529e-03,9.823550941595712762e-04,3.212111742224140680e-04,8.358669377493894211e-05,2.836220911730381297e-05,6.711883508431957957e-06,2.461197619896033149e-06,5.323662720957361351e-07,2.142718708705699873e-07,4.282761949974677774e-08,1.918335180258034039e-08,4.091043945149070421e-09
3.392730187813672305e-02,2.274450869564483557e-01,3.107801599902765832e-01,2.208050333509587182e-01,1.092821926447264252e-01,6.157583370745926821e-02,2.290123396519071902e-02,9.567848765086603771e-03,3.102898045321331524e-03,1.185480509754123935e-03,3.381601377175385463e-04,1.308468865399135838e-04,3.307915738810304496e-05,1.362038828291640041e-05,3.093015650378348959e-06,1.375019868307212535e-06,3.010569119209360841e-07,1.275148042596194805e-07
9.396450558618877485e-03,7.480122698756490329e-02,2.447680603095211405e-01,1.978436588030457466e-01,1.956769423807094288e-01,1.173757555398465269e-01,9.024115198461429843e-02,3.916718732113613766e-02,1.982046932119137239e-02,7.202509951910433458e-03,3.189253841616902438e-03,9.870764744565156679e-04,4.331518315584595696e-04,1.161111498149944489e-04,5.348628688718846675e-05,1.262053439568711657e-05,6.376082518726734931e-06,1.571859138589517929e-06
2.332059106301641142e-03,2.950309411920445588e-02,1.054527382612628628e-01,2.243175066788429539e-01,1.522359599421941323e-01,1.549853823009680887e-01,1.062857476009255731e-01,1.119171869272818504e-01,5.558669934942198076e-02,3.385689766625479130e-02,1.363368096070319974e-02,6.957080234798075982e-03,2.317734280247636409e-03,1.148606243892915995e-03,3.245839582558807113e-04,1.656968593934260588e-04,4.309845013666126879e-05,2.071038398173029928e-05
5.961694138897914892e-04,9.269114368492273326e-03,5.630754238996119043e-02,1.181458530083161762e-01,1.838684708868094930e-01,1.529952509873353239e-01,1.118859837243106753e-01,8.346729661796566113e-02,1.221275848748571563e-01,6.849990707110739652e-02,5.010908947167420913e-02,2.219318797410436278e-02,1.299961426970437997e-02,4.633939532764632871e-03,2.585599294431738596e-03,7.619147227670272551e-04,4.463689968472761582e-04,1.335040870127384869e-04
1.528078354002377856e-04,2.923019178389034238e-03,2.156114603397144697e-02,8.333100494240527900e-02,1.129693225566379966e-01,1.380317478229375061e-01,1.783383989764270317e-01,7.483697609198668166e-02,5.835000937057668868e-02,1.195138187113922446e-01,7.511895245789219910e-02,6.605354064825835758e-02,3.204923806161699001e-02,2.148938941389060692e-02,8.166270856936894487e-03,5.072088160186149705e-03,1.668717215752746948e-03,9.392643144766054395e-04
4.009429879753455207e-05,8.764171644406990079e-04,8.193918515850457523e-03,3.797620181239327181e-02,1.041666683814136407e-01,9.530008860874472632e-02,9.738570730978451939e-02,2.087556744889188243e-01,4.814887071709345739e-02,3.917072050246847570e-02,1.057989734912204993e-01,7.435441894570921084e-02,7.880141947651342349e-02,4.188191291305157216e-02,3.207736675247040148e-02,1.285969004054761736e-02,9.310503513076641424e-03,3.629977501260608051e-03
9.878392127903701220e-06,2.696926151877052265e-04,2.817942980095134754e-03,1.712218871564161887e-02,5.570316237715736141e-02,1.143520596517014903e-01,7.286034548829208035e-02,6.814387757505026288e-02,2.296197206744009234e-01,3.279751127305995106e-02,3.085118946552477259e-02,8.502078572719858063e-02,6.707616872812377506e-02,8.586159296355422299e-02,5.017552666297896147e-02,4.323139011126244519e-02,1.994403354459473032e-02,1.409528267911515712e-02
2.830164557047580904e-06,7.396653419984030404e-05,1.004380042663807846e-03,6.660251952913942911e-03,2.947398342635748625e-02,7.129745500013645598e-02,1.123730671356991673e-01,5.297854673230437822e-02,5.241070368467790758e-02,2.327105546916073409e-01,2.737485915009663789e-02,3.422878993567826655e-02,6.245651318203214453e-02,5.576220075187045960e-02,8.552278256133635792e-02,5.478345877884114451e-02,5.698316586641100079e-02,3.277411014357204527e-02
6.538968705469948989e-07,2.423365386154059843e-05,3.027526894030239165e-04,2.724478732674605677e-03,1.284441812603810164e-02,4.392117538674970845e-02,8.176566958469824731e-02,9.976406108754996838e-02,4.058409814051551490e-02,4.894885624006659053e-02,2.164583200899304338e-01,2.914454879322256331e-02,4.640281143343702452e-02,4.345729872783491571e-02,4.295030203387177614e-02,7.567272734230941211e-02,6.157556839247277369e-02,6.384419364168290867e-02
2.093464514159309715e-07,6.037788647702646048e-06,1.125868824148179960e-04,8.936347325539262948e-04,5.988632457136149057e-03,2.132130602673993833e-02,5.824418878153109908e-02,8.539923582680926384e-02,8.036971496550357474e-02,3.732851789545540283e-02,5.430628604340036886e-02,1.858290554615354695e-01,3.426874617729662453e-02,6.073262512252743800e-02,3.128497848270520715e-02,3.102115131160452371e-02,6.832503632724154508e-02,7.643872677905784452e-02
4.528282814519789217e-08,2.174703003298932855e-06,2.997719071840123051e-05,3.750765642283372409e-04,2.121311281275781169e-03,1.127200014495574609e-02,3.145516314842797950e-02,6.989486501656574924e-02,8.238462257384351894e-02,5.946611157036454931e-02,4.181517866281545676e-02,6.281365102263156142e-02,1.466726847135760570e-01,3.835086776787458018e-02,7.730483092343050366e-02,2.987066989879067630e-02,2.700553192051462215e-02,5.088185721017084856e-02
1.617812902773342945e-08,4.969473710574008342e-07,1.208946917786639732e-05,1.059364316886978331e-04,1.000543447836815814e-03,4.289308486885922561e-03,1.878059868613361771e-02,4.217572716215005346e-02,7.691396123003094165e-02,7.496627919460627232e-02,4.392477889066553204e-02,4.669252421968596301e-02,7.161065722432566338e-02,9.597830152967454231e-02,5.581453438824708624e-02,1.040064052772714659e-01,2.612718857034283804e-02,1.273807234429857188e-02
3.310117033782162526e-09,1.971665981720332705e-07,2.895655318725232137e-06,4.759279189501810722e-05,2.971062706745854990e-04,2.256935932603318200e-03,7.591657351230525486e-03,2.799440129430853103e-02,5.095808866378148672e-02,7.525538823342910189e-02,5.921000460438112512e-02,3.725741753638156517e-02,5.778223637168013183e-02,1.078809979584033352e-01,7.236251455800207788e-02,7.448469446554649431e-02,7.360966597261554833e-02,1.648975855350548470e-02
1.293428624270307922e-09,4.199600959255605350e-08,1.270547948443619132e-06,1.186772836503960745e-05,1.481991628490903412e-04,7.008098494809152351e-04,4.450351527299630135e-03,1.201198598841798915e-02,3.774664557144445654e-02,5.586256895369526299e-02,6.381098409238787628e-02,4.591153142564680101e-02,2.752103329876712245e-02,1.220244170745378859e-01,7.671954178882435527e-02,9.437917915331066332e-02,6.371332369394722139e-02,5.303463485021694956e-02
2.621171920750888740e-10,1.839975847769790384e-08,2.916651260355602615e-07,5.920943524352652265e-06,4.053835967899457947e-05,4.069056432361111797e-04,1.576558941989390610e-03,8.595321597268803376e-03,2.026785970364511705e-02,5.672116257109705018e-02,7.865520991563156039e-02,8.486063967830857757e-02,6.459036118030878071e-02,1.761715552633461024e-02,6.026855928134192131e-02,2.880247732800990390e-02,2.145445116584316497e-02,8.434454394119703102e-03
1.056691775062681441e-10,4.330665535427816532e-09,1.322865848388496809e-07,1.595128333215479416e-06,2.070718817649619869e-05,1.310362901335223608e-04,9.163915397879664020e-04,3.539257863231590022e-03,1.386381805411547249e-02,3.363974369685240884e-02,6.815895611169639490e-02,9.592606714207087271e-02,7.392296488160650381e-02,4.199707452436549776e-02,3.158106442435758276e-02,2.862529153118282751e-02,3.239295906977541356e-02,4.109697826447259415e-03
