8.211787299583124256e-01,8.217256476778143914e-02,6.582877440969979455e-02,1.439377571209937701e-02,1.022240206742466677e-02,2.638609246354970371e-03,2.076225857132010886e-03,5.886831239892504003e-04,4.943647195248607662e-04,1.558806661711537001e-04,1.292022647638213278e-04,4.522549470202060125e-05,3.547792620099866770e-05,1.351581670241276346e-05,9.928499747819434848e-06,4.051640558758508946e-06,2.798101029468823600e-06,1.202452164411224582e-06,7.873936519453824929e-07,3.529495311085390004e-07,2.191306193233392365e-07,1.024937486544939048e-07,6.128988047364322471e-08,2.928732870501804158e-08,1.687858994398805721e-08,8.330778556622763676e-09,4.454561622476556162e-09,2.292272510994868940e-09,1.605121362518997191e-09
1.009059366836221189e-01,5.506268320856474441e-01,1.158920502860352891e-01,1.310014981638628062e-01,4.004814088729112542e-02,3.349404918841527440e-02,1.036711345577666886e-02,9.293471782847772047e-03,2.886483702331109954e-03,2.778868701658733596e-03,9.202697244960429462e-04,8.755613442948888920e-04,3.179366199157686746e-04,2.822128731673826914e-04,1.113134068341212110e-04,9.108569625149639799e-05,3.850643868654314659e-05,2.909105232114148857e-05,1.300611901236401899e-05,9.192958258106892063e-06,4.258094218554438898e-06,2.850803286951373158e-06,1.383257791445558647e-06,8.745012447247651327e-07,4.359794360590716898e-07,2.674875420361486124e-07,1.320008405080983719e-07,7.701067844917267522e-08,5.605430969821209343e-08
4.934148284842884008e-02,1.668314603964852205e-01,3.098910441198407528e-01,1.215626431610255798e-01,1.534315828227512113e-01,6.819489535710147876e-02,6.009633825081556191e-02,2.326619040678003930e-02,2.205406342482222476e-02,7.663178823099931619e-03,8.099430616914643846e-03,2.830933865108715454e-03,3.039934556003392411e-03,1.134889276890803291e-03,1.139735746645082577e-03,4.622814680545132664e-04,4.239356751995493875e-04,1.830911472189032457e-04,1.528975017119855247e-04,7.036383858388325918e-05,5.383611501253044178e-05,2.608544124201311339e-05,1.881051102603331605e-05,9.374251856525357818e-06,6.225001537982331717e-06,3.336392064585738479e-06,2.029120731594205582e-06,1.125609439753671396e-06,9.241332345287545296e-07
1.788747450769988603e-02,9.934707876570580964e-02,1.825879122634062324e-01,1.541969071072236408e-01,1.143389974220873351e-01,1.310432082462444359e-01,9.261370678338205764e-02,7.650639965676737930e-02,4.012696529503020915e-02,3.651507079909931119e-02,1.500082564834655935e-02,1.623051875500437780e-02,6.113401088990777499e-03,7.148146355998768846e-03,2.748568531864818091e-03,3.098613780656741135e-03,1.288459554723704083e-03,1.311656638612390203e-03,5.825712722338983367e-04,5.370245195451189358e-04,2.524191750592326639e-04,2.108981405837976946e-04,1.068222013231970335e-04,8.158121412322991996e-05,4.197051550212205451e-05,3.055233290248333207e-05,1.623907354626615517e-05,1.064871785064009132e-05,9.055453620103311605e-06
5.416450771015743175e-03,5.636357634071530870e-02,1.190349440383970392e-01,1.567929408489857623e-01,8.903561054139023934e-02,9.758007537844669288e-02,8.807498943477060083e-02,1.086826918686071841e-01,7.615348588306494748e-02,5.964733040513303663e-02,4.721102055015814758e-02,2.514141037460771236e-02,2.505192817467350591e-02,1.071549645808143533e-02,1.273518954340742415e-02,5.160726238860944941e-03,6.389369798737175137e-03,2.651102770882445350e-03,3.034934685925755847e-03,1.369282824325497062e-03,1.418903221025185138e-03,6.700769949314878092e-04,6.310053565249954194e-04,3.155565282136252770e-04,2.586534139430863156e-04,1.443890796241713813e-04,1.097863163841305596e-04,6.089115065892858043e-05,6.034639232619179190e-05
3.455634871766745560e-03,1.859310816704536767e-02,1.003551597140816126e-01,1.051287203205235055e-01,1.152508400672764832e-01,8.464687212569295405e-02,7.201310847914613178e-02,5.151122519473085720e-02,1.108204838096351896e-01,6.201388807614541948e-02,7.918312227413183690e-02,5.093668124889305648e-02,3.856635240651323793e-02,3.218906493869432700e-02,1.692135458653653765e-02,1.848454791540362491e-02,8.309376681464442430e-03,1.042904255832978640e-02,4.460946157692429782e-03,5.601775932559391498e-03,2.563782885642811819e-03,2.893987543804373268e-03,1.439040069971288032e-03,1.453041011611595551e-03,7.270568488538939811e-04,6.723273049568717283e-04,3.800426096255230001e-04,2.966031698220488312e-04,2.798161420035906954e-04
6.754154293361350680e-04,1.565759623241000723e-02,3.598038380014789706e-02,1.294001735336512415e-01,7.334985366573724963e-02,8.056182793330209091e-02,1.023683872654547050e-01,4.470744809383200846e-02,3.605949143116198019e-02,9.588195684523388718e-02,4.272402874540667111e-02,9.360889061497393304e-02,4.767248481165203833e-02,5.440366430192301872e-02,3.618180664504563188e-02,2.574170843919427326e-02,2.308961235882518725e-02,1.207564008747349926e-02,1.412426241697935930e-02,6.503618705178803444e-03,8.860695160218687305e-03,3.787637284731805790e-03,4.955241503887044055e-03,2.332694722945935929e-03,2.689470895446952493e-03,1.386530759280350366e-03,1.520571356494734416e-03,7.489023853334650805e-04,9.387055055246837105e-04
7.724726292127677852e-04,3.299299655963134834e-03,3.786174191615773038e-02,5.093318545087380939e-02,1.338014995142683683e-01,4.351670203286149563e-02,5.853947588316341100e-02,1.132987439903710841e-01,2.706266070409254001e-02,4.288684065559594805e-02,6.806281997792834604e-02,2.578809090661347836e-02,9.570937393198136744e-02,4.040271719507070036e-02,6.929580844094085368e-02,3.733144852874537012e-02,3.757961899549799867e-02,2.638606718688048941e-02,1.767404532538455544e-02,1.697344744672901404e-02,9.128098527817700425e-03,1.127545660147954466e-02,5.278687972314274890e-03,7.088925303983764636e-03,3.199694937727174879e-03,4.127154360389562876e-03,2.281197210193519707e-03,2.431570541891922479e-03,2.216073318445786929e-03
8.828786517021670844e-05,4.486958178904003683e-03,8.948545965752112419e-03,6.381330099944558520e-02,5.786048102476871319e-02,1.194354050325476257e-01,2.898513350195562957e-02,4.301793215949815258e-02,1.053063287153720717e-01,2.461052745676898384e-02,6.287944022867228422e-02,4.093797642315476909e-02,1.822538164356003049e-02,8.104715286350026859e-02,3.073022575607550419e-02,7.764247515821183498e-02,3.555270191911509559e-02,4.913311651485569725e-02,2.857448323966353676e-02,2.563566829716414086e-02,1.960596275548318751e-02,1.218512111194678879e-02,1.239518989207612394e-02,6.423001325806376900e-03,9.151811230172796768e-03,3.790862841471514741e-03,6.230645197030854239e-03,2.402178809635972453e-03,3.964976490954363365e-03
1.884728542177991099e-04,5.669362107257622328e-04,1.354436243455719134e-02,1.772061783430518150e-02,8.351130946985339809e-02,5.466461072895526657e-02,9.943828716038813353e-02,3.355119767891368704e-02,2.807448831572022241e-02,7.901769692771247466e-02,3.125412310251972359e-02,8.556822201026675900e-02,2.197614848166143039e-02,2.084846073680812761e-02,5.783325098563382727e-02,2.088359233604649562e-02,7.561071487335130348e-02,3.285114831047548922e-02,5.860409537060568691e-02,3.028157755626050343e-02,3.523734513571338128e-02,2.174575848491904981e-02,1.808295386578359989e-02,1.378991893519229336e-02,8.612314758923263897e-03,9.671627997183912182e-03,4.999382949195311024e-03,6.880508270175497883e-03,4.472600641313859843e-03
