6.774085820356610110e-01,2.603072164087941176e-01,5.215054482715478223e-02,9.389042867771759185e-03,1.557103219067195593e-03,2.391041406937251636e-04,3.602300093416453350e-05,5.221694451587587397e-06,7.562118406135733267e-07,1.084362473849384523e-07,1.561172510803785413e-08,2.261616628846761306e-09,3.289660068731998598e-10,4.832717310268100477e-11,7.114253286731778809e-12,1.054273006788255501e-12,1.562090305683147158e-13,2.318995564944352198e-14,3.436593245711092536e-15,5.085007793203429214e-16,7.503914056569470867e-17,1.103687216356580355e-17,1.617375511790353588e-18,2.366054391698737064e-19,3.438077303099298742e-20,4.950004005312290526e-21
2.597027058218813189e-01,2.586041028141302656e-01,3.335676942666959688e-01,1.127752352056659302e-01,2.877959562507485802e-02,6.232836140877978832e-03,1.177664778283151392e-03,2.113892942100797250e-04,3.552264231306791664e-05,5.854563151985912130e-06,9.414466814341823459e-07,1.501338373134092088e-07,2.387547297524971940e-08,3.779758294070355428e-09,6.006097642482089848e-10,9.505954013123023829e-11,1.507465063574531663e-11,2.379734268573736050e-12,3.749971998856707720e-13,5.879257582890199997e-14,9.175570639740250984e-15,1.424486464690114379e-15,2.197280705131559913e-16,3.380986395138566991e-17,5.150892129133629088e-18,7.773115294618225810e-19
5.257152427957198504e-02,3.317093232102462097e-01,7.542324207347107790e-02,3.081272729624150442e-01,1.596915403494617303e-01,5.448042963102529140e-02,1.485607493892083381e-02,3.363066628407606826e-03,7.053682876820425215e-04,1.353634196329711375e-04,2.508575088835190848e-05,4.480307052067435544e-06,7.850170745195209859e-07,1.361249803236530526e-07,2.331949908258539023e-08,3.988306538799706489e-09,6.757491278540432895e-10,1.142415857213998657e-10,1.915077935283145109e-11,3.193738724300485255e-12,5.283322978287102107e-13,8.676667491811751733e-14,1.413102413816819778e-14,2.289117742117387889e-15,3.670360455901339419e-16,5.801639056812586570e-17
9.536271381176441783e-03,1.134479467766274230e-01,3.050552168226393634e-01,2.936682431884192826e-02,2.408791368639252028e-01,1.845789323239300783e-01,8.140923795816756847e-02,2.731557974814780715e-02,7.270332364950874218e-03,1.756202313163764345e-03,3.804341545186151578e-04,7.851730872127398906e-05,1.545296737346961224e-05,2.954863768204940615e-06,5.555425717849941028e-07,1.024747984483890977e-07,1.878322014422930354e-08,3.394111976893346304e-09,6.096875093546814176e-10,1.082102195965375168e-10,1.904762524294223225e-11,3.317131106644768772e-12,5.715489514319083294e-13,9.779053929301533068e-14,1.652982671984612759e-14,2.749387687669696124e-15
1.585453885583617195e-03,2.921517123596473892e-02,1.601940636657558370e-01,2.369988269345563170e-01,5.396736600903023762e-02,1.662589402927063253e-01,1.874321955609906665e-01,1.048460207502952823e-01,4.266777045903577537e-02,1.317100339625044796e-02,3.624141445795692022e-03,8.781339645169859362e-04,2.002654051546788844e-04,4.315189177424322991e-05,8.953664149906400430e-06,1.816354267859621024e-06,3.592182619338721958e-07,7.030322509623228651e-08,1.350370766684592192e-08,2.569781594048959806e-09,4.816259979916824908e-10,8.928010726833296200e-11,1.631845319614217546e-11,2.954603391037454741e-12,5.286123131331982047e-13,9.233594009988791521e-14
2.455551960128490212e-04,6.338989757188798375e-03,5.526694125445889144e-02,1.844727698175779029e-01,1.620900678095721914e-01,1.062799313822243158e-01,1.030663944037012725e-01,1.726459676260515275e-01,1.213485199194098973e-01,5.940392336344572921e-02,2.105590779118201444e-02,6.544124475455983733e-03,1.760757909474096024e-03,4.408560713999198260e-04,1.034397846933113562e-04,2.317648964238127690e-05,5.051962196607574782e-06,1.067221290152693006e-06,2.222861859553680828e-07,4.525229488275595456e-08,9.099130074552947563e-09,1.796856800947675547e-09,3.496558601767630932e-10,6.718509284443178733e-11,1.273819797786060102e-11,2.348545996040788691e-12
3.724202434845290768e-05,1.208265364802230124e-03,1.508882319257806755e-02,8.251439205171712254e-02,1.864061415939100019e-01,9.906873923234242596e-02,1.603501943873970881e-01,5.958098461960577297e-02,1.463604087906764661e-01,1.290850347539836962e-01,7.576833196491450373e-02,3.061786502302976665e-02,1.067844560224971359e-02,3.171936827312387200e-03,8.672269336145004004e-04,2.205697762078680495e-04,5.314259632387511331e-05,1.240231296688446974e-05,2.789399739161107291e-06,6.165285644156268990e-07,1.326760906314123711e-07,2.812789067647356927e-08,5.832538156443308526e-09,1.193615550398627527e-09,2.409372832994970380e-10,4.685246192152436515e-11
5.452365825199093931e-06,2.182956907006065417e-04,3.446554644207183368e-03,2.770103702273136320e-02,1.061604140453311640e-01,1.705824947061995167e-01,5.605272423972279539e-02,2.022232031329552759e-01,3.734616525144263122e-02,1.147664495098741910e-01,1.277851470394339162e-01,9.005672096082384392e-02,4.128763767935294399e-02,1.607830491125847652e-02,5.248246345326917917e-03,1.559793958352985802e-03,4.283878995949635341e-04,1.105835223912899289e-04,2.754448845121809745e-05,6.576584765725014846e-06,1.538509976236587680e-06,3.492719941101393604e-07,7.778178479935995957e-08,1.697954516346682821e-08,3.655132270410935006e-09,7.536346151055444151e-10
7.984382661348067275e-07,3.703989080244833490e-05,7.275089368446319019e-04,7.441163125919260032e-03,4.319523290780524771e-02,1.227197132211529929e-01,1.433422847053369142e-01,3.438456346559558979e-02,2.261499996311925331e-01,3.392010979292453543e-02,8.312545744464558406e-02,1.184631509613216227e-01,1.008536459619787107e-01,5.230918864066468055e-02,2.266049357148680610e-02,8.098766810640794372e-03,2.606501496939491076e-03,7.705076339148410032e-04,2.124266614886326297e-04,5.631779263775303011e-05,1.423774236168122445e-05,3.518524553770405988e-06,8.392970673037038811e-07,1.968053597174827781e-07,4.538307623398752584e-08,9.928812391075881418e-09
1.158531011117013658e-07,6.172455486786869336e-06,1.409285099920941451e-04,1.808883696578240897e-03,1.346067845808443346e-02,6.002272713809453375e-02,1.303547063684511731e-01,1.110420778425171562e-01,3.143089994778475171e-02,2.317254262974615675e-01,4.482926931437343498e-02,5.530494142079960679e-02,1.030307299001694682e-01,1.071898961609663026e-01,6.283731361969878415e-02,3.020235452465081308e-02,1.178567984896184556e-02,4.094289300461526407e-03,1.299149211394144687e-03,3.814731155514554601e-04,1.073805370839085889e-04,2.869193062007572157e-05,7.457159789043935680e-06,1.875164338465727597e-06,4.659078344190530323e-07,1.086802893412164965e-07
1.690976780385403562e-08,1.004046005134582902e-06,2.640670206857788593e-05,3.954143925945497167e-04,3.727439777854531580e-03,2.148347318426288219e-02,7.639515408013665410e-02,1.288206222043317695e-01,7.905044699400798347e-02,4.256949734855500211e-02,2.217513755575136747e-01,6.491129074881663019e-02,3.367107507480517070e-02,8.388345657395580857e-02,1.086170699120350414e-01,7.204088021967700040e-02,3.835513881160235866e-02,1.630877782289583827e-02,6.098856211594954821e-03,2.072500234527104891e-03,6.465263914881937742e-04,1.929296761936747794e-04,5.423523048068217239e-05,1.486041465591982311e-05,3.985133512759029386e-06,9.945200674577940102e-07
2.480722812607725756e-09,1.623189176564671861e-07,4.769197802070270149e-06,8.251545497167768809e-05,9.110696998188454795e-04,6.720237067994544455e-03,3.118202108878918161e-02,9.059043652637235877e-02,1.191786230410676051e-01,5.127512154307383579e-02,6.255059721990390009e-02,2.006675350321304452e-01,8.919422023581684289e-02,1.921191376412072910e-02,6.351913651085888679e-02,1.052074480798433354e-01,7.919722498530976096e-02,4.667332412333814740e-02,2.159609671528851110e-02,8.674024171372002323e-03,3.150353165915628292e-03,1.042653656313956246e-03,3.281785338927290592e-04,9.726871840274764101e-05,2.863420654630583314e-05,7.651998767273956756e-06
