8.299694296344941602e-01,1.505528086027741186e-01,1.650873298905829872e-02,3.495399683119402353e-03,4.632052922382707541e-04,8.727631266243565135e-05,1.391834028528378116e-05,2.428067327346009837e-06,4.329631554111344834e-07,7.290903843565026042e-08,1.353093272438205573e-08,2.268568917923344359e-09,4.209125064093420450e-10,7.129463820881995768e-11,1.302143293557639740e-11,2.235410496682505669e-12,4.007744692345234900e-13,6.955539093334328462e-14,1.226949696924692975e-14,2.143028966421452237e-15,3.733366381710648246e-16,6.533620968497331281e-17,1.127410863092744055e-17,1.972342881014197693e-18,3.434753883960824612e-19,5.509982387413670568e-20
1.483299864887963060e-01,5.503252159741015559e-01,2.482526974524145169e-01,3.973271832750392696e-02,1.191235477372607626e-02,1.982262979001505557e-03,4.519873447761964648e-04,8.531345752785005304e-05,1.693378599545181467e-05,3.446445715455806714e-06,6.415980844670508562e-07,1.323446067717950985e-07,2.414275681775327300e-08,4.882092376197728963e-09,8.902739393674616469e-10,1.747131176349952459e-10,3.202832114238589298e-11,6.106720461763382254e-12,1.124091896791408405e-12,2.092919683510031008e-13,3.854646148676057280e-14,7.048212571770824439e-15,1.293092561482757164e-15,2.336917519175237809e-16,4.335583254846864514e-17,7.058688147181161528e-18
1.834158002969496146e-02,2.407383198729194929e-01,3.449195725421329017e-01,3.024453652419528682e-01,6.278238925980468566e-02,2.508258951644710272e-02,5.049031908836178022e-03,1.352922573791900604e-03,2.968844021798495081e-04,6.594396537702021453e-05,1.515558940015888716e-05,3.087255701067582848e-06,7.025873130106343801e-07,1.385153151297545926e-07,3.035938253761166943e-08,5.931951734529739083e-09,1.245474066482185085e-09,2.429496680270717223e-10,4.909610539913843109e-11,9.558787382415253336e-12,1.873379690300708409e-12,3.630359850350296355e-13,6.946011034787279759e-14,1.336852679990941915e-14,2.566467293154888031e-15,4.453466441574716463e-16
3.783272184313345686e-03,4.374861601597905547e-02,2.886360143110509591e-01,2.056461039387708634e-01,3.221451479178158994e-01,8.138977545096427735e-02,4.174444821918567999e-02,9.922662371355247396e-03,3.056329000827348163e-03,7.697979856219566795e-04,1.887987510496791040e-04,4.859636457549467169e-05,1.074017717750757158e-05,2.680399954486463130e-06,5.678468319172577340e-07,1.342617899411887231e-07,2.799470139184157154e-08,6.264882820323144445e-09,1.296382298942577317e-09,2.768251777008787828e-10,5.686745149612894220e-11,1.170417557479575564e-11,2.379122638214314456e-12,4.767480732210032580e-13,9.806986807982127938e-14,1.721605144023342622e-14
5.420178092861296449e-04,1.276953280762912167e-02,6.834969366609026931e-02,3.026238693713262373e-01,1.228129697689539779e-01,3.158607293601785049e-01,9.349373420924234068e-02,6.002748461243755107e-02,1.658220908621989287e-02,5.768896131102276524e-03,1.652430459067921352e-03,4.425272799942750121e-04,1.267608077825171041e-04,3.017656445587721820e-05,8.217775420235755209e-06,1.861666797117955950e-06,4.729150425961141439e-07,1.048583719627408846e-07,2.492836260314560547e-08,5.457455473820014962e-09,1.228064052525810523e-09,2.656422309800089850e-10,5.722628804232315018e-11,1.220963501976140785e-11,2.617964188134582712e-12,4.945885156222222678e-13
1.060315714097399744e-04,2.281153413335039980e-03,2.663348167176875225e-02,8.737560640667796363e-02,2.922334861828245200e-01,8.572024838193365026e-02,2.914025691930034467e-01,9.874628276018550255e-02,7.788355368038879512e-02,2.474453110255016991e-02,9.581843894102425388e-03,3.100775871595678936e-03,8.981374943436996796e-04,2.848974559642796184e-04,7.260396737339557698e-05,2.148543108051052309e-05,5.183066000382071037e-06,1.409589218068148969e-06,3.313552205453333595e-07,8.343508015467853081e-08,1.927988153907051126e-08,4.561332913046015205e-09,1.035502553166865502e-09,2.336296828166597630e-10,5.385171384254979017e-11,1.027170828108462939e-11
1.741325845994996267e-05,5.447142480582585749e-04,5.704225506874155763e-03,4.391942386384489749e-02,9.867643558738581344e-02,2.657373753811465011e-01,8.332021526790424348e-02,2.556996267254836308e-01,9.799420092452884590e-02,9.343631584016001690e-02,3.392589185002287816e-02,1.443750670391316659e-02,5.254399012882699990e-03,1.632392210560109583e-03,5.712591490357017080e-04,1.550062160936815361e-04,4.967445877903764028e-05,1.271439526353220017e-05,3.690459429054186994e-06,9.173292136136009107e-07,2.439965785716338318e-07,5.939914009236372141e-08,1.472161517186779830e-08,3.509137156239901123e-09,8.554723893515781230e-10,1.771890833681822829e-10
3.275081699680587576e-06,1.049556256825441331e-04,1.617461465717496411e-03,1.098593308735913016e-02,6.260187588639962164e-02,1.021276264271763767e-01,2.300398733550441110e-01,1.048779741966105739e-01,2.146492088599209480e-01,9.278475368995145467e-02,1.052319449040034494e-01,4.352614142517379631e-02,2.012375672815329766e-02,8.212401389746375180e-03,2.716136721494114090e-03,1.045674788990585448e-03,3.006713869527317061e-04,1.040454790515770367e-04,2.816679134967173281e-05,8.701897329736941970e-06,2.281998895912175539e-06,6.397678661591159916e-07,1.634841216064376579e-07,4.244028038537178557e-08,1.109501122340417846e-08,2.323891576444590715e-09
5.841112011705371895e-07,2.265349215241376071e-05,3.588046559677355901e-04,3.625043759854576931e-03,1.795940855063925257e-02,8.055480676396517548e-02,9.899617585283573828e-02,1.906503286606248126e-01,1.405618655038041176e-01,1.730178484534406480e-01,8.493462516350852587e-02,1.123852541488565560e-01,5.291705618218243284e-02,2.629590402580254602e-02,1.201356096009121438e-02,4.201095548463098031e-03,1.775668214151172701e-03,5.387631884901994059e-04,2.008293131012686239e-04,5.734615831395304146e-05,1.881120778475018729e-05,5.195361903468632655e-06,1.529052988042125102e-06,4.101806907979910094e-07,1.166249989916827288e-07,2.667490747278825355e-08
1.068458788222125759e-07,4.582000508158089453e-06,8.747925618001844940e-05,9.131037852045452256e-04,6.789079718749323894e-03,2.617021874905844925e-02,9.590671389548731385e-02,9.133168952218151393e-02,1.517315030773638829e-01,1.819106624353498680e-01,1.344038814222903999e-01,7.618871854625225426e-02,1.146261320877316747e-01,6.152059327265006761e-02,3.252102844111765673e-02,1.662382826669351471e-02,6.107511380385432717e-03,2.830274947949400644e-03,9.027140371098167290e-04,3.617468725914262280e-04,1.086962623392926682e-04,3.778724126095595867e-05,1.094411095785884461e-05,3.376056410337082920e-06,1.015055642053688606e-06,2.371469339468313959e-07
