9.796591925461026751e-01,5.133793949943232793e-03,1.460987076227492944e-02,2.311019290019831107e-04,3.465116517770912589e-04,9.241790454078658516e-06,9.603841997498805891e-06,3.625213342774164868e-07,2.957217792578710794e-07,1.796981760704962315e-08
7.158826154750318541e-03,9.373682615171667898e-01,7.576261284902713333e-03,4.502244171860546318e-02,8.248491564026291323e-04,1.908090026724408583e-03,5.483621982402613705e-05,7.939832887276734473e-05,3.215035268068240106e-06,3.437936634596012885e-06
1.255751646772399269e-02,1.535385781700876300e-02,8.652940914828042285e-01,7.541134891182596153e-03,9.070215526182563714e-02,1.761566485382259992e-03,6.167909830439708384e-03,1.841374779282896790e-04,3.938713939107627970e-04,2.186940926981472441e-05
2.844058083437522844e-04,3.895425176219901447e-02,2.381870171516247553e-02,7.626960654619268087e-01,5.651172863996056436e-03,1.484507491946162605e-01,2.898738507005111601e-03,1.527371494698315062e-02,3.894899893826723851e-04,1.345575935415350977e-03
3.152941503832743897e-04,1.231409154059361338e-03,7.883188511873921722e-02,3.144906045187664811e-02,6.345622590885621195e-01,2.908239502192782548e-03,2.087818109164037150e-01,3.867357231896628722e-03,3.120950527456370360e-02,1.508432983890029217e-03
1.211253301651921255e-05,1.765334695417698600e-03,3.261488453216295543e-03,1.291831608894189187e-01,3.748219217683740334e-02,4.874482677211443571e-01,1.096827786484114685e-03,2.638587388195386407e-01,3.547486443450028303e-03,5.293249240381719956e-02
1.118943959945686007e-05,8.284689901066868338e-05,5.667476435840932206e-03,6.783651236861309129e-03,1.812620410628686951e-01,4.111449482072537798e-02,3.621682350097499281e-01,8.222183218327482979e-05,2.128986265835613734e-01,8.152588737312508466e-03
5.464625723451226714e-07,9.329819600658407824e-05,2.756951438737455001e-04,1.380737251959949195e-02,9.945039973881209319e-03,2.249701632242082638e-01,3.836148457592786221e-02,2.284118682000065570e-01,3.455452646764475659e-03,1.878117378946813354e-01
4.170714941696644397e-07,3.950414639674370960e-06,2.696255751586096035e-04,6.278863389838414567e-04,1.259312769946408818e-02,1.329585905684059488e-02,8.128350972752723669e-02,3.070685238230429909e-02,1.076535865206472570e-01,3.691409325452067519e-05
1.362177226348134381e-08,4.785124439892310635e-06,7.879992120485011220e-06,9.156848286553132552e-04,4.071832087750045350e-04,2.053959112646594823e-02,5.730095214504204483e-03,6.510538942269002149e-02,1.712997053928741811e-02,8.928175431929771810e-02
