9.871155477113827681e-01,1.280108892932379193e-02,8.300339213397166097e-05,3.588008876319763095e-07,1.163248335300301321e-09,3.017042011260239012e-12,6.520922361316872167e-15,1.208063913981775123e-17,1.958298300417062898e-20,2.821728728482719791e-23,3.659267698850622807e-26,4.314002765458039305e-29,4.662062542560939123e-32,4.650650094748528880e-35,4.307889470782653569e-38,3.724364814976392567e-41,3.018638833131889618e-44,2.302720119777996327e-47,1.659004533234012510e-50,1.132329688055467513e-53,7.342125786448274247e-57
1.280108892932379193e-02,9.616793766370032026e-01,2.527124069277460541e-02,2.468620240694641772e-04,1.425912649055559024e-06,5.786110381923067152e-09,1.802408556369960783e-11,4.547748424512468419e-14,9.633203934606086651e-17,1.757393017931786733e-19,2.814414938488059505e-22,4.015709257126730083e-25,5.165620414292622073e-28,6.048595646128133054e-31,6.498853628676971587e-34,6.450665941551183785e-37,5.949327974320408588e-40,5.123859754125126028e-43,4.138925950707157243e-46,3.147807228755169849e-49,2.261723477936206721e-52
8.300339213397166097e-05,2.527124069277460541e-02,9.367369272842658301e-01,3.741580941587727138e-02,4.894601938435490067e-04,3.541689744846890616e-06,1.726836662868438421e-08,6.281181385531569457e-11,1.812363937404428747e-13,4.320896557417538784e-16,8.761657258650068429e-19,1.543915584713540735e-21,2.403747280097172809e-24,3.350399480459141225e-27,4.225573259032422247e-30,4.865114030030113863e-33,5.151613101467064919e-36,5.048734316085502087e-39,4.604440586718256749e-42,3.926315856221870228e-45,3.143511567415887801e-48
3.588008876319763095e-07,2.468620240694641772e-04,3.741580941587727138e-02,9.122810932494260783e-01,4.924008450385364971e-02,8.087142895758904840e-04,7.037465056859242335e-06,4.008393573280633165e-08,1.667744567534877864e-10,5.416955662207520662e-13,1.435631441997380584e-15,3.203353515271913607e-18,6.159651531009902287e-21,1.039168793366654763e-23,1.560141688171697549e-26,2.108572901879399729e-29,2.589922131741952205e-32,2.914201418353870335e-35,3.024331645432672074e-38,2.911697954973507150e-41,2.613773335400460358e-44
1.163248335300301321e-09,1.425912649055559024e-06,4.894601938435490067e-04,4.924008450385364971e-02,8.883048487140863259e-01,6.074929127051784811e-02,1.202572432391107787e-03,1.223568241809118138e-05,7.975201821145765675e-08,3.736207060080483431e-10,1.349222357602762336e-12,3.935190372449614946e-15,9.582374084101522223e-18,1.996696112827332626e-20,3.628517587728732873e-23,5.837889888037565287e-26,8.417469112646319071e-29,1.098678288081214642e-31,1.309123738048391515e-34,1.434229450655839258e-37,1.453628400239272875e-40
3.017042011260239012e-12,5.786110381923067152e-09,3.541689744846890616e-06,8.087142895758904840e-04,6.074929127051784811e-02,8.648012476930879711e-01,7.194859156204834461e-02,1.669014122526393459e-03,1.945002773751296511e-05,1.428086564568698663e-07,7.440107872715160068e-10,2.957291088698207100e-12,9.413840283187656651e-15,2.484238484374428004e-17,5.576251311121929112e-20,1.085989129672167260e-22,1.864087907310358943e-25,2.856230850911069085e-28,3.947915952284682149e-31,4.966070409457717261e-34,5.727620126827719412e-37
6.520922361316872167e-15,1.802408556369960783e-11,1.726836662868438421e-08,7.037465056859242335e-06,1.202572432391107787e-03,7.194859156204834461e-02,8.417634232883599577e-01,8.284308437567375338e-02,2.206049888600522015e-03,2.898555873171739143e-05,2.367787067976951552e-07,1.358120742842305958e-09,5.892662389924402782e-12,2.033052106071959051e-14,5.779851835570553264e-17,1.390447348425170752e-19,2.889143414663959116e-22,5.270168408824991142e-25,8.551599551893157475e-28,1.247857675053323747e-30,1.652495005527798858e-33
1.208063913981775123e-17,4.547748424512468419e-14,6.281181385531569457e-11,4.008393573280633165e-08,1.223568241809118138e-05,1.669014122526393459e-03,8.284308437567375338e-02,8.191845869486884535e-01,9.343780647330691969e-02,2.811720940020516913e-03,4.113883327517716922e-05,3.701482193640530275e-07,2.318134968451524251e-09,1.090294912844500975e-11,4.052918137890386609e-14,1.234969915920576413e-16,3.169921873549279682e-19,6.999947305100002051e-22,1.352257233929527370e-24,2.316517845614781954e-27,3.558703176302447528e-30
1.958298300417062898e-20,9.633203934606086651e-17,1.812363937404428747e-13,1.667744567534877864e-10,7.975201821145765675e-08,1.945002773751296511e-05,2.206049888600522015e-03,9.343780647330691969e-02,7.970580277353591647e-01,1.037377329901637280e-01,3.484098822502442166e-03,5.619803638080721382e-05,5.523372215482576515e-07,3.750668036902542157e-09,1.900941589052135317e-11,7.574573342249235286e-14,2.462819854513202099e-16,6.718609927419874379e-19,1.571274189719116958e-21,3.204669181928259288e-24,5.779740373680100015e-27
2.821728728482719791e-23,1.757393017931786733e-19,4.320896557417538784e-16,5.416955662207520662e-13,3.736207060080483431e-10,1.428086564568698663e-07,2.898555873171739143e-05,2.811720940020516913e-03,1.037377329901637280e-01,7.753771115936406444e-01,1.137477780384016507e-01,4.221285076682853611e-03,7.444310582244808617e-05,7.936729008875290337e-07,5.809116830944405793e-09,3.156486118063776370e-11,1.342222342991149989e-13,4.638581041978508845e-16,1.340235828468664734e-18,3.309311549480610613e-21,7.106093023340526584e-24
3.659267698850622807e-26,2.814414938488059505e-22,8.761657258650068429e-19,1.435631441997380584e-15,1.349222357602762336e-12,7.440107872715160068e-10,2.367787067976951552e-07,4.113883327517716922e-05,3.484098822502442166e-03,1.137477780384016507e-01,7.541352806300593015e-01,1.234727953058129130e-01,5.021410899797718562e-03,9.614585641080258035e-05,1.105363183229066083e-06,8.675943997414643438e-09,5.031643366599191023e-11,2.274374330913765629e-13,8.325370366100610219e-16,2.539840778975283501e-18,6.603012756764512380e-21
