8.640255400570553412e-01,1.122643826283749036e-01,1.839872957116815005e-02,4.268407237835369558e-03,7.847018067207972136e-04,2.037916887136848650e-04,4.114757460913551196e-05,1.037851249268800656e-05,2.227270330554627001e-06,5.369787107678765145e-07,1.204540102226632411e-07,2.773435236580050731e-08,6.544397379881967298e-09,1.500952167195227641e-09
1.224966474207180578e-01,6.385693731991191058e-01,1.782838473732500373e-01,4.220394333139725757e-02,1.395428712983702753e-02,3.139797901846286612e-03,1.019777986303657376e-03,2.388132287980598628e-04,7.035874152879152872e-05,1.701118479152923324e-05,4.619826120891371837e-06,1.134660567454596987e-06,2.894603878343187447e-07,7.602444522310641955e-08
9.936021387713279626e-03,2.129033606514792454e-01,4.656335489933310923e-01,2.093979827853170161e-01,6.267540906382322585e-02,2.800149323894956035e-02,7.374088102174844103e-03,2.932041382819640819e-03,7.801573044371458128e-04,2.646278845270937400e-04,7.191488391831452217e-05,2.115116058486106679e-05,5.986683855396288796e-06,1.634419565427202659e-06
3.032000181858598466e-03,2.354090101149144271e-02,2.729165354094117979e-01,3.424501564108323182e-01,2.162441028356418549e-01,7.528444459860522686e-02,4.412326604242730599e-02,1.315615645534454897e-02,6.322118655173359844e-03,1.880447622176407985e-03,7.297190646731004093e-04,2.183373647813774746e-04,7.054234975340347488e-05,2.312745391144911154e-05
3.734929263737158636e-04,1.041552309035082002e-02,3.663150762354563938e-02,3.055730299092490609e-01,2.630455500704328431e-01,2.080431514299256601e-01,7.912973509689445739e-02,5.968595064655835003e-02,1.962275560158691784e-02,1.128456547121744168e-02,3.760867404614552136e-03,1.588479945343508181e-03,5.610717483268288976e-04,1.939090510125310350e-04
1.113770884967628974e-04,1.573380074834394198e-03,2.193782972428880845e-02,4.705478350917975672e-02,3.151634701736746869e-01,2.190340491503484366e-01,1.921375163206436310e-01,7.599141565983968949e-02,7.236977917934218907e-02,2.567379205548881230e-02,1.758211004016074427e-02,6.505366069316853746e-03,2.961319841185206143e-03,1.310761223921157355e-03
1.931349164743020858e-05,5.739114326169762878e-04,3.925160143941626434e-03,3.622951907362957635e-02,5.436708590085818221e-02,3.068916453139154399e-01,2.006963664871353747e-01,1.738115833656153630e-01,6.909881128548955864e-02,8.028600896105518581e-02,3.092655773728720039e-02,2.357224843107389237e-02,1.072239790865525677e-02,5.233585725696795858e-03
4.440931979716985625e-06,1.186856522028592847e-04,1.697382665869700841e-03,7.517294214840816030e-03,5.126127867947828654e-02,5.933339943425926244e-02,2.864450162907787312e-01,1.982049527099499775e-01,1.563026915912150983e-01,6.276223607074085664e-02,8.222903387813906839e-02,3.547308987449171447e-02,2.754650155771835862e-02,1.845723350315074326e-02
9.277284323212299789e-07,3.085051057584679027e-05,4.126158218047507888e-04,3.759462897239782778e-03,1.218213150636426878e-02,6.489263722252205935e-02,6.332000734285556098e-02,2.587636157110704827e-01,2.016779913278990699e-01,1.402745318151033538e-01,5.788065932320102941e-02,7.440239869546326490e-02,4.141705878816842601e-02,3.471085569780597152e-02
1.868191251432626565e-07,7.458566382343532279e-06,1.190151427569768379e-04,1.064800446852188576e-03,6.898405216550821360e-03,1.754465189104247730e-02,7.520272758285988235e-02,6.792185025981536950e-02,2.312463950619508823e-01,2.032633185881395077e-01,1.274183934022079800e-01,6.242014682267938569e-02,5.577183032238902660e-02,6.033165804927157622e-02
4.164063697574169988e-08,1.646331834605264844e-06,3.303502973876824931e-05,3.356003184048981765e-04,2.264913246836038931e-03,1.102282192047453722e-02,2.322565278927197011e-02,8.179855593668289293e-02,7.240923456515789558e-02,1.952790985114081779e-01,1.861483211103428514e-01,1.144552767021792955e-01,5.505993813517291030e-02,5.803491037135413005e-02
8.074400642028461630e-09,4.129836095520480574e-07,7.896179788423200366e-06,1.062638262472374401e-04,7.686793924789451539e-04,4.186065491151894427e-03,1.585037764028176047e-02,2.841616766142875117e-02,8.146894924970404794e-02,8.268125769339575160e-02,1.830660542223271348e-01,1.493838113086957964e-01,1.146431351385331365e-01,7.259999378369194623e-02
1.801775715646670153e-09,8.675339128159714712e-08,2.220009955752383084e-06,2.734116321339333618e-05,2.775519060779912950e-04,1.517722374862491086e-03,6.916780832551229323e-03,2.071104670685735075e-02,3.503121332438766111e-02,7.929059851895595146e-02,7.984009175312738182e-02,1.308228402401872548e-01,1.144925762375392786e-01,1.347303391162038566e-01
3.803620441350994636e-10,2.268985174177272423e-08,5.579403984808753144e-07,9.278974937638866601e-06,8.858546342465935784e-05,6.898356701958305521e-04,3.288476240214775401e-03,1.199199997721745077e-02,3.348829635449250552e-02,4.699275215355924740e-02,9.066248070824836636e-02,7.139161090185999758e-02,1.456497311307661802e-01,9.557494105967720421e-02
