-1.950464948690715739e+00,-1.938614539254527980e+00,-1.838616973579285663e+00,-1.854977289146773067e+00,-1.865436589551828117e+00,-1.486733975673767860e+00,-1.474229214180168501e+00
-1.598458342630078466e+00,-1.572162991849610947e+00,-1.532975993210558441e+00,-1.497041205391520080e+00,-1.487108650036833124e+00,-1.497668336615524343e+00,-1.486112213917038627e+00
-1.320209219733179618e+00,-1.321560494524163021e+00,-1.387542745349247486e+00,-1.350299736474827039e+00,-1.352370414882770655e+00,-1.487084318452553067e+00,-1.478373732839867838e+00
-1.354821485900730149e+00,-1.365169703506219356e+00,-1.341224086482766698e+00,-1.356621749152568945e+00,-1.371486696091021251e+00,-1.273781016260840726e+00,-1.271451242465422515e+00
-8.386261038767666154e-01,-8.203099509911695453e-01,-6.590702484617982915e-01,-6.774999437138109482e-01,-6.349726863108973163e-01,-1.592285091294285415e-01,-1.618175720163450571e-01
2.432867908808824531e-01,2.537193499423362475e-01,1.900299459711245476e-01,2.437009899562139204e-01,2.847963746641797300e-01,2.257445544265506143e-01,2.242150731973788780e-01
5.448442702160809503e-01,5.285319642308192734e-01,3.423482171001586138e-01,3.843285778821541321e-01,4.083426506874627826e-01,1.613707762427911696e-01,1.825995329829592784e-01
3.335712380379329822e-01,3.554260170467560265e-01,2.918922188342021329e-01,2.471155738714201355e-01,2.773079611184394722e-01,9.707787251565003217e-02,1.574585766381288998e-01
2.061742720882260294e-01,2.988683999248347156e-01,3.555562880913623047e-01,1.971891534819620873e-01,2.954522783049928769e-01,5.947301466102672407e-02,2.235526821451929713e-01
1.508149105368636889e-01,4.210161880093288289e-01,6.407507529939788782e-01,2.456240194982814984e-01,5.631055230649852916e-01,3.827737739965098029e-02,4.718205145935874256e-01
