8.643660848914070938e-01,1.132315801836534241e-01,1.819072171847550129e-02,4.273420425698492946e-03,7.745337691891793566e-04,2.035661533087226730e-04,4.061948087160663167e-05,1.032797011193563063e-05,2.186250350759803196e-06,5.290793696979745882e-07,1.164665219271218078e-07,2.677979205845969488e-08,6.143395476814265068e-09,1.381531434481910692e-09
1.230459437688160573e-01,6.378934331438974592e-01,1.801177563885171806e-01,4.161646644751498814e-02,1.397887460402844409e-02,3.093728450005064912e-03,1.019089683286102110e-03,2.356194565177305549e-04,7.007327272066217960e-05,1.670520671725930417e-05,4.558916359816267264e-06,1.099746625164622624e-06,2.794574660106281544e-07,7.139665722667591691e-08
1.012206505721422768e-02,2.132005240820845082e-01,4.647747809649186435e-01,2.119957921512058419e-01,6.161325094758669102e-02,2.807172667198544122e-02,7.251411771758043898e-03,2.931540125287494195e-03,7.693166998190741415e-04,2.637832097001068530e-04,7.067565751677648230e-05,2.091059752555157809e-05,5.809399954161452380e-06,1.570160713788253008e-06
3.041096249074866711e-03,2.400010595297659421e-02,2.724380056571141795e-01,3.420092080480623409e-01,2.194594419776768890e-01,7.374464373417434493e-02,4.427360014285029038e-02,1.290682858700895920e-02,6.324526346345013886e-03,1.853210577001862839e-03,7.280431570864115279e-04,2.149647164210800095e-04,6.968081291722849700e-05,2.243876275831366138e-05
3.812698042927075738e-04,1.042470052707270001e-02,3.737525763369967807e-02,3.040701425003738412e-01,2.634036164851362161e-01,2.116739141296128945e-01,7.719799908193657190e-02,5.995153516577472752e-02,1.919635520321806912e-02,1.129447577305564381e-02,3.704988835806780761e-03,1.586494172789992959e-03,5.528662583691371221e-04,1.904683517514865602e-04
1.119184023511712959e-04,1.605707433522349150e-03,2.190815125593256751e-02,4.804275335165272137e-02,3.126297990633150614e-01,2.203771765455395659e-01,1.959373083463525345e-01,7.382509188730967953e-02,7.277696604730091168e-02,2.502844773749395707e-02,1.760282086777979066e-02,6.416456249306490452e-03,2.952127141780577866e-03,1.291097933326782994e-03
1.971628856698082248e-05,5.759585197921445517e-04,4.003658964188654482e-03,3.609456344704192049e-02,5.553091198764004144e-02,3.035080391877702510e-01,2.030464205015523049e-01,1.775155592445589736e-01,6.690252509003379033e-02,8.083610217365209960e-02,3.003936549955587079e-02,2.360575864932639226e-02,1.058098577229685949e-02,5.179858770727755780e-03
4.442582694211827422e-06,1.211091234967251164e-04,1.701328882574199702e-03,7.660817186851073997e-03,5.093975117165439742e-02,6.059840562584294099e-02,2.825155147819515822e-01,2.014546354804263029e-01,1.596541797730645917e-01,6.076758131158389170e-02,8.286181064906404659e-02,3.450755742362030670e-02,2.747631090577810908e-02,1.819945712939468468e-02
9.464980487739716687e-07,3.083566638318896452e-05,4.207898403003132448e-04,3.763736104489820173e-03,1.239809602667711445e-02,6.430623861099357685e-02,6.462235045941583378e-02,2.546378498103634147e-01,2.056091730305598109e-01,1.430365725700526724e-01,5.618165101001010298e-02,7.506134766287846094e-02,4.030924530865172273e-02,3.417157632431065684e-02
1.851145761878452766e-07,7.604551229170930411e-06,1.188759885280631605e-04,1.085045485311440534e-03,6.898411024426716852e-03,1.782166243253100954e-02,7.428861880134013385e-02,6.922240239155619257e-02,2.272831920615637213e-01,2.075730179735482683e-01,1.295136720475707492e-01,6.184472488677593416e-02,5.605560439293207770e-02,5.855245817666122898e-02
4.230973161585704588e-08,1.630950368297475312e-06,3.365608863181340012e-05,3.350349738111852316e-04,2.305708492706468136e-03,1.101039094958805239e-02,2.353234312054758304e-02,8.053740000854692216e-02,7.366127141511991105e-02,1.915544244162122600e-01,1.901926240652187516e-01,1.152072611262586477e-01,5.477682667089378565e-02,5.696553651311926647e-02
7.893587010712015515e-09,4.191336082048155118e-07,7.822374529222414854e-06,1.081705379917521838e-04,7.670923759278103996e-04,4.256486213199221595e-03,1.581675763144472016e-02,2.869572667721122586e-02,7.987913931332406292e-02,8.395347131210934011e-02,1.808042500087810311e-01,1.528243417299920692e-01,1.152801035568725430e-01,7.152929471807976947e-02
1.809422266945548241e-09,8.494247894115454099e-08,2.251133277295866323e-06,2.710579167613991590e-05,2.823286562221409015e-04,1.514881657167227577e-03,7.024232537658100378e-03,2.064990289131828777e-02,3.526338152426125583e-02,7.749063724034598033e-02,8.065750714906406993e-02,1.276922597005780702e-01,1.168653931865195339e-01,1.376931147471131267e-01
3.712237291757237800e-10,2.297307554241890299e-08,5.528728841086740422e-07,9.447428725111919602e-06,8.861381409553870298e-05,7.033143850534958382e-04,3.306085450883214719e-03,1.220445558844985602e-02,3.360457175305554128e-02,4.756794964191842640e-02,8.900334080540489579e-02,7.224561662677714269e-02,1.452354517602140183e-01,9.758351797782530146e-02
