1.750295828407095189e-01,3.716397616159052009e-02,3.281027133909429683e+00,1.750295828407095189e-01,1.535088407506976171e+00,1.750295828407095189e-01,3.281027133909429683e+00,3.281027133909429683e+00,1.530710042945811478e-01,1.828109623908185932e-01,1.535088407506976171e+00
4.870302113978072223e-01,1.034109712918351853e-01,9.129652900356381551e+00,4.870302113978072223e-01,4.271474681527699602e+00,4.870302113978072223e-01,9.129652900356381551e+00,9.129652900356381551e+00,4.259291622051740167e-01,5.086823622271055001e-01,4.271474681527699602e+00
1.355190493883892788e+00,2.877471704594671831e-01,2.540380151677420884e+01,1.355190493883892788e+00,1.188563203637459154e+01,1.355190493883892788e+00,2.540380151677420884e+01,2.540380151677420884e+01,1.185173194968211163e+00,1.415438889751963636e+00,1.188563203637459154e+01
3.770898050538336488e+00,8.006735946204853738e-01,7.068758676230358162e+01,3.770898050538336488e+00,3.307247717398828257e+01,3.770898050538336488e+00,7.068758676230358162e+01,7.068758676230358162e+01,3.297814816902648438e+00,3.938542790928933446e+00,3.307247717398828257e+01
1.049274782528996930e+01,2.227921838810208222e+00,1.966924091647797752e+02,1.049274782528996930e+01,9.202613231476163946e+01,1.049274782528996930e+01,1.966924091647797752e+02,1.966924091647797752e+02,9.176365625510435109e+00,1.095922927389439749e+01,9.202613231476163946e+01
2.919669411624897748e+01,6.199324859963933676e+00,5.473083124642290613e+02,2.919669411624897748e+01,2.560681797211970547e+02,2.919669411624897748e+01,5.473083124642290613e+02,5.473083124642290613e+02,2.553378244935433372e+01,3.049470645701843097e+01,2.560681797211970547e+02
8.124153572653389688e+01,1.724998967642898506e+01,1.522917890753452866e+03,8.124153572653389688e+01,7.125249210892794736e+02,8.124153572653389688e+01,1.522917890753452866e+03,1.522917890753452866e+03,7.104926642836205986e+01,8.485333216952281532e+01,7.125249210892794736e+02
2.260593990856130233e+02,4.799912096212332102e+01,4.237609495705464724e+03,2.260593990856130233e+02,1.982642918483864833e+03,2.260593990856130233e+02,4.237609495705464724e+03,4.237609495705464724e+03,1.976988043201579330e+02,2.361094372369100540e+02,1.982642918483864833e+03
6.290237063829654289e+02,1.335604053308333903e+02,1.179140014515743678e+04,6.290237063829654289e+02,5.516821694046654557e+03,6.290237063829654289e+02,1.179140014515743678e+04,1.179140014515743678e+04,5.501086667661621732e+02,6.569885345333973419e+02,5.516821694046654557e+03
1.750295828407094859e+03,3.716397616159051722e+02,3.281027133909429540e+04,1.750295828407094859e+03,1.535088407506976182e+04,1.750295828407094859e+03,3.281027133909429540e+04,3.281027133909429540e+04,1.530710042945811438e+03,1.828109623908185768e+03,1.535088407506976182e+04
