3.519495144668914333e-01,1.395220790332468430e-01,9.521261176075536403e-02,2.288119497343626962e-01,1.089612546654122743e-01,2.753129221177964547e-01,2.885745612065868104e-01
5.870871741495214957e-01,2.327368549866281333e-01,1.588242088263366603e-01,3.816813362696833134e-01,1.817583274413666627e-01,4.592496332828142624e-01,4.813713805709787241e-01
9.793204305820815136e-01,3.882284728294466691e-01,2.649347480635866336e-01,6.366828420706951430e-01,3.031911636455279502e-01,7.660745599879928980e-01,8.029758585231838719e-01
1.633604936344961622e+00,6.476041240831579282e-01,4.419377955678306935e-01,1.062050990884185975e+00,5.057533429514157186e-01,1.277889385051268478e+00,1.339444460961200178e+00
2.725017271889699000e+00,1.080268787276089215e+00,7.371966741957083347e-01,1.771607828427765652e+00,8.436474230679823494e-01,2.131647969686274013e+00,2.234328024879022045e+00
4.545602775118646299e+00,1.801996944375700904e+00,1.229718168247958099e+00,2.955219970308186284e+00,1.407288719627147078e+00,3.555803123355089301e+00,3.727083778581843365e+00
7.582522431073486224e+00,3.005912070945968573e+00,2.051293537059089012e+00,4.929604020015423416e+00,2.347499069205624789e+00,5.931437100246265359e+00,6.217150453241992558e+00
1.264840974060518164e+01,5.014163540321113111e+00,3.421763851123276190e+00,8.223075113971299643e+00,3.915864458418540472e+00,9.894233413289157397e+00,1.037083201090655749e+01
2.109881908302995868e+01,8.364128895218600590e+00,5.707846118230481380e+00,1.371691601505195912e+01,6.532055606690588156e+00,1.650457607189041909e+01,1.729959044860479978e+01
3.519495144668913866e+01,1.395220790332468219e+01,9.521261176075535460e+00,2.288119497343626918e+01,1.089612546654122838e+01,2.753129221177964681e+01,2.885745612065867505e+01
