9.982275386489788405e-01,1.770889612511018568e-03,1.570809208461539155e-06,9.288896578516367109e-10,4.119704632885355915e-13,1.461699233596405436e-16,4.321840277175232806e-20,1.095298811064912326e-23,2.428871690085418305e-27,4.787667785104347795e-31
1.770889612511018568e-03,9.946889010423737298e-01,3.535498774857165610e-03,4.706855935319362464e-06,3.712263598549854851e-09,2.058390876519498248e-12,8.765009959954995306e-16,3.023754969996908024e-19,8.758504724705261149e-23,2.185122825810414018e-26
1.570809208461539155e-06,3.535498774857165610e-03,9.911596771468152989e-01,5.293841410497475940e-03,9.402580019835028824e-06,9.272427989286584372e-09,6.170791161283556256e-12,3.065939577865944248e-15,1.208888989784124313e-18,3.939579264761349653e-22
9.288896578516367109e-10,4.706855935319362464e-06,5.293841410497475940e-03,9.876398484092199226e-01,7.045931419841103792e-03,1.565243281306820709e-05,1.852840710500143304e-08,1.438829593318904855e-11,8.171004441833795958e-15,3.624828848504910615e-18
4.119704632885355915e-13,3.712263598549854851e-09,9.402580019835028824e-06,7.045931419841103792e-03,9.841293963053007188e-01,8.791782680277977768e-03,2.345087716036933046e-05,3.239594988444033890e-08,2.875617160447167978e-11,1.837388849363886108e-14
1.461699233596405436e-16,2.058390876519498248e-12,9.272427989286584372e-09,1.565243281306820709e-05,8.791782680277977768e-03,9.806283023395316878e-01,1.053140904620943237e-02,3.279238738389354536e-05,5.178753647673310979e-08,5.172437632615665908e-11
4.321840277175232806e-20,8.765009959954995306e-16,6.170791161283556256e-12,1.852840710500143304e-08,2.345087716036933046e-05,1.053140904620943237e-02,9.771365480451092989e-01,1.226482434907880462e-02,4.367144926513616339e-05,7.761238477850091147e-08
1.095298811064912326e-23,3.023754969996908024e-19,3.065939577865944248e-15,1.438829593318904855e-11,3.239594988444033890e-08,3.279238738389354536e-05,1.226482434907880462e-02,9.736541149839180731e-01,1.399204239740201375e-02,5.608256002748916811e-05
2.428871690085418305e-27,8.758504724705261149e-23,1.208888989784124313e-18,8.171004441833795958e-15,2.875617160447167978e-11,5.178753647673310979e-08,4.367144926513616339e-05,1.399204239740201375e-02,9.701809847464915038e-01,1.571307697679803078e-02
4.787667785104347795e-31,2.185122825810414018e-26,3.939579264761349653e-22,3.624828848504910615e-18,1.837388849363886108e-14,5.172437632615665908e-11,7.761238477850091147e-08,5.608256002748916811e-05,1.571307697679803078e-02,9.667171389519775282e-01
