3.359897305247339649e-01,2.957746522390484328e-02,1.210002912107366463e-01,3.686834445112974895e-02,6.539986616916222684e-02,3.638216656369177432e-02,3.786613655027847719e-02,3.579193879000792944e-02,2.289798708314580086e-02,3.304239301309937898e-02,1.442473102117393033e-02,2.923873903133602029e-02,9.090269539570615398e-03,2.550034679900686427e-02,5.559498693561317276e-03,2.215308946783763749e-02,3.334204776507526148e-03,1.899157325552162587e-02,3.047839138157235755e-03,9.961911978278547089e-03
2.348920819790684469e-02,3.974728918800705252e-02,1.678667452015136785e-02,4.107190706741702113e-02,2.338461049256667854e-02,3.964683406353800010e-02,3.123615130399840303e-02,2.840563964732378127e-02,3.721576346497924848e-02,2.090740119906484354e-02,4.347739460494577657e-02,1.650674081965413167e-02,4.690779016417067487e-02,1.229077986706138444e-02,4.624015983689053200e-02,7.873435044634564950e-03,4.387562761296219527e-02,4.341799471482278051e-03,4.432706339309309962e-02,1.149936349978936123e-02
1.266258019229119236e-01,1.637293803213981866e-02,2.483097451453909754e-02,1.109833833060224102e-02,7.145216052533530718e-03,6.644021477844851316e-03,4.356838845686242419e-03,5.835670943656512573e-03,6.050544428421226160e-03,5.960643041253092800e-03,7.018072484553923227e-03,6.217148358339399418e-03,6.472073497064445222e-03,8.810467953972417332e-03,5.526843958453588231e-03,1.312589510400093661e-02,5.117902802483306063e-03,1.844541088605543278e-02,4.108772335213715411e-03,8.589668040123104448e-03
2.954977683373144828e-02,4.347001978293571489e-02,1.325166739798728545e-02,4.186170551356973440e-02,1.566557661075507896e-02,1.980061935702663589e-02,2.372721922996816682e-02,1.903471803341482901e-02,2.076136676035038667e-02,1.359679576593616872e-02,1.130118098453970939e-02,6.789090535705211323e-03,7.037056530121506455e-03,5.353710074830632382e-03,6.781034930063019675e-03,5.907158366369033228e-03,6.019369316319949509e-03,6.401472594215824180e-03,3.599617010151263778e-03,4.190310712238351672e-03
7.154057994890437866e-02,1.950178816699826151e-02,7.645085635832543983e-03,1.237667906778525291e-02,4.656596160288580845e-03,1.526785276588384956e-02,1.096540654861418579e-02,5.482527332127730760e-03,1.010781077591895241e-02,8.172963000720909546e-03,7.205576055490861033e-03,1.613225711088959666e-02,5.650251754542528516e-03,2.182114950589817901e-02,4.283230289227941794e-03,2.379693192962544640e-02,2.965518018732035774e-03,2.269090867969937933e-02,4.147392903777908160e-03,1.337627170156428964e-02
3.019733691295669459e-02,4.162548966827740032e-02,8.744401803933862793e-03,2.407918163455394223e-02,1.685132340373111590e-02,1.954051798885838090e-02,6.069167874318919659e-03,9.122583087645295616e-03,6.188074708275465192e-03,7.605319456140517860e-03,7.430463898053185634e-03,7.376166303927475174e-03,3.718008934999658503e-03,7.539619446700778806e-03,2.054786303020330468e-03,7.391874288079199919e-03,5.563584156073861191e-03,6.582530887873271931e-03,8.717766927347251130e-03,2.498446517050352273e-03
4.445036679297452442e-02,2.561410500711132007e-02,4.805309136810482877e-03,1.441205831514540125e-02,9.273926202523116377e-03,9.669730287204698904e-03,1.078490673201965878e-02,1.072557029649087376e-02,8.657400879904537244e-03,1.246753924355173231e-02,5.585415573123288235e-03,1.355738856972812760e-02,4.082540149452208375e-03,1.217180549326460533e-02,4.696806143500922501e-03,9.072358948863414041e-03,5.768808504201836801e-03,5.805742844152150112e-03,6.843021272054968310e-03,4.964347651240666459e-03
2.923542691351560877e-02,3.533282654404484857e-02,6.270237629605985956e-03,1.706473789697016130e-02,1.167766054971925566e-02,1.111196800243455761e-02,6.622396449459908539e-03,7.656945221789581563e-03,5.048569677762677725e-03,9.865932896226441151e-03,5.067949781468296735e-03,8.780094436628478605e-03,4.190973172197630034e-03,6.118713433182425276e-03,5.908165532389366044e-03,3.769455208750570330e-03,1.024194230890769497e-02,2.529798449402761735e-03,1.353087592250154687e-02,3.593695465091328780e-03
2.862349028820117963e-02,3.049412450456662205e-02,5.590921542519776931e-03,1.688979864967440556e-02,1.181651841722074214e-02,4.279370077779928554e-03,8.223875796746486777e-03,1.043304688941609770e-02,5.377650057201928402e-03,1.108269916192278388e-02,5.091164799341423366e-03,9.293543483264377764e-03,7.596991850777654043e-03,6.244200082115156786e-03,9.280905738171585373e-03,2.415880619272251124e-03,8.270439948696145169e-03,4.469406452572589200e-04,6.632620147538070832e-03,7.396093113035981468e-04
2.770492223876702340e-02,2.728613007174157321e-02,6.676555407461856606e-03,1.356181815774126602e-02,8.335107699759917999e-03,7.895263677992345880e-03,1.096507086908517919e-02,7.856163120971627889e-03,6.338769086389607448e-03,7.844534212141826904e-03,6.708480238805324646e-03,6.519924083704786884e-03,7.998050685862002213e-03,4.393581455080149481e-03,7.467478155480063336e-03,2.576333324879798940e-03,6.798694699332793155e-03,1.458083978317809351e-03,7.496647148063766489e-03,3.409925547397131378e-03
1.930296774971058948e-02,3.582008650230200653e-02,7.566693494394171639e-03,1.368985894142187021e-02,1.121005017855433196e-02,3.759098139810698822e-03,5.845108773996370369e-03,6.544154284231522810e-03,4.636615181865151591e-03,6.140313377660158896e-03,7.967637330046647634e-03,4.735315817383736574e-03,1.027349738198546185e-02,3.442278390996879843e-03,9.185256398683203788e-03,2.038337035881432682e-03,6.991418745120095077e-03,1.843084724330081633e-03,5.019943955650706807e-03,6.818354395087656379e-04
2.424553938119714327e-02,2.460360031371032832e-02,7.012783656142764117e-03,9.303402183291585581e-03,8.554432394202095280e-03,1.024226644485268928e-02,1.208079893834599489e-02,8.627776560168123887e-03,6.552838516099236330e-03,5.529074927495635124e-03,6.479913149850344278e-03,3.767855654699753254e-03,7.633674030923861577e-03,3.060444997857098004e-03,5.450408182074930989e-03,2.638840185721911310e-03,3.071949102948398104e-03,3.149461502957273153e-03,2.894807573953915754e-03,3.682278649570088023e-03
1.206139589892411303e-02,3.268823021209985025e-02,6.387037658294376398e-03,1.092127457212191226e-02,7.319656454623713580e-03,6.142112164496794577e-03,4.195777590434979915e-03,6.318598950505891799e-03,5.931222485344708750e-03,6.011752820565473623e-03,1.033614670726416482e-02,3.925608745446640749e-03,1.088319642145090665e-02,2.881443858272771021e-03,8.955533697600786061e-03,2.913233308307789770e-03,6.742685105757635286e-03,3.781015385224554930e-03,3.777370265478380545e-03,1.377667807006257563e-03
2.411779796439710022e-02,1.063818422199808503e-02,1.333380660801996263e-02,8.021475468701468395e-03,1.536396403386791447e-02,8.325769284982215135e-03,1.119086432162280306e-02,5.899866365368485605e-03,4.673686578920661222e-03,2.280548135241799827e-03,5.369080021766219936e-03,2.489965167202438760e-03,7.933156075710393051e-03,3.939953844735000210e-03,6.731387009251846819e-03,4.779511998572748971e-03,3.531931610177487836e-03,5.868667830209828122e-03,1.985539329147992423e-03,3.813665231074362272e-03
9.917909541176017987e-03,5.246899911108070941e-02,1.264535799077287116e-02,2.636740908915293120e-03,6.757165852679367958e-03,4.393985027972005346e-03,7.161642975612458190e-03,8.425276232731941997e-03,1.270552129196447430e-02,5.852430015326330962e-03,1.164623469739309476e-02,1.665924906918774722e-03,6.384046655226377487e-03,1.205967348068397735e-03,3.018540990399617031e-03,1.865903861443527325e-03,1.568976746894377430e-03,2.507146279362031365e-03,7.037393484222383188e-04,1.386870387484015043e-03
1.973477079859221189e-02,2.459364029624486192e-02,1.089753698484220365e-02,6.422600378915377037e-03,1.369625274554130655e-02,1.151385558817197979e-02,9.969828705338799543e-03,8.879335922102330608e-03,3.257657962327403268e-03,4.769019698782305666e-03,8.501651856197948737e-04,3.556185435033906803e-03,1.020716763277218844e-03,4.512367614648142046e-03,1.044887956666504030e-03,6.872449128411678952e-03,7.927803815605807478e-04,9.488559962170226014e-03,8.991776396639812076e-04,4.542800769892793231e-03
5.852453044331510333e-03,2.995138445797071794e-02,3.947023156405438105e-03,4.687873517805832453e-03,2.847115787011937280e-03,3.083540156125298519e-03,5.110364270470106433e-03,8.007324233025785859e-03,7.066201252133347439e-03,1.053811187275006424e-02,5.976647759319479551e-03,5.721798415866201012e-03,5.125988356660801312e-03,3.107272576927142243e-03,4.341098207386981551e-03,3.202307307731015306e-03,2.340811356550967937e-03,3.289666658102864856e-03,3.172275244147041025e-04,2.788335788150190803e-03
1.503105457882279727e-02,6.519216606214734214e-03,1.325786997352974839e-02,5.036463432819017309e-03,1.775090652947796527e-02,5.151913123739586438e-03,7.300075281117505629e-03,3.378247199414824518e-03,4.543184455695307468e-03,1.707264434166946322e-03,2.598340760094404716e-03,2.164738330435457027e-03,3.037930915097839402e-03,5.529472630657051441e-03,3.286398679794844385e-03,9.313229515559490190e-03,1.948926926197999719e-03,1.168005224738676538e-02,1.274887015241776313e-03,4.139990896733432811e-03
3.433332383437718519e-03,3.209402628538298580e-02,5.574810403842188344e-03,2.648663741117844497e-03,1.797947195067593415e-03,4.414901897547276674e-03,8.050401374078882885e-03,6.857258044597752331e-03,9.601038494750691044e-03,6.279256223292784857e-03,6.616110741512612296e-03,3.792061183657376416e-03,3.857378121923949518e-03,2.850823486839066181e-03,1.297642662142855412e-03,3.228649425649402979e-03,2.017463312701041106e-04,2.689568148780691580e-03,3.536320832022899711e-03,3.918251305747302675e-03
1.157683165886437028e-02,1.176773549682084974e-02,9.738245760222166009e-03,5.015551358415627076e-03,1.310421830660095030e-02,1.293759009249377751e-03,6.384454416941653422e-03,2.514288023527056978e-03,3.988323428511938822e-03,4.292676236974088400e-03,1.848316433384110304e-03,5.164601993753669198e-03,1.472614502368388553e-03,6.381346304332473698e-03,1.932581377521415443e-03,6.690807071374391644e-03,2.233636781570858595e-03,5.204458850003586962e-03,3.387297893545560944e-03,2.757363341396498724e-04
