7.943950528635739250e-01,1.521013788558940594e-01,3.423161631533529203e-02,1.518334556421588148e-02,3.304925269834743315e-03,1.360540906171153232e-03,3.450957500194588813e-04,1.214664258536429905e-04,3.458396030006763216e-05,1.096339629431681683e-05,3.298273655558178702e-06,1.030243567437241228e-06,3.199729845519594355e-07
1.489382533321870206e-01,4.930625252951690296e-01,2.260090341588696095e-01,6.592433112001738760e-02,4.601077948929343381e-02,1.190585503341896022e-02,6.263776655307999250e-03,1.847944385840408254e-03,7.562880945851914926e-04,2.448971609827115870e-04,8.588035243327303342e-05,3.028594526128541598e-05,1.019959486188114172e-05
3.670740769002335535e-02,2.162203468056080324e-01,2.971366062423993482e-01,2.387215955315210303e-01,7.796574356687761831e-02,8.373708869632839891e-02,2.467693692617449475e-02,1.631139154253195833e-02,5.510650877237763083e-03,2.578348772244054565e-03,9.349501721055348321e-04,3.845513790521904720e-04,1.481484461913559357e-04
1.548664633399967488e-02,7.073256167565068753e-02,2.229788511261541484e-01,2.014430177594732085e-01,2.111713586354566630e-01,7.030699624888056554e-02,1.168175868366045089e-01,3.803059762518708198e-02,3.136449782757940591e-02,1.191460455911174700e-02,6.263142812583328070e-03,2.764151223845302385e-03,1.243729000513493820e-03
3.565974584251347789e-03,4.643810180351787276e-02,8.369282818532269852e-02,1.926401815678357998e-01,1.801859691719807088e-01,1.640568035067135888e-01,5.319575650300175512e-02,1.363971662742342605e-01,4.802516359564548698e-02,4.873126829231457652e-02,2.038223156740735786e-02,1.340787939126233952e-02,6.653097964525490036e-03
1.439053387158399991e-03,1.274138850417806147e-02,8.358067230277375914e-02,7.550990925529169062e-02,1.464407814833570409e-01,1.980989785121733682e-01,1.140562328303662692e-01,3.956871256153676741e-02,1.402612370249514129e-01,5.011678045216550609e-02,6.281500585937790926e-02,3.475570001741840748e-02,2.513335486364996416e-02
3.736342912328426591e-04,6.584667863518609693e-03,2.613220054842037635e-02,1.152193564179710417e-01,5.717617241284681656e-02,1.000617403685324369e-01,2.230323808664031737e-01,7.303835037973131772e-02,3.718924097780560573e-02,1.255397071318730684e-01,4.332582573931911818e-02,8.523804345901882240e-02,5.521248580465648592e-02
1.322992246036545786e-04,1.982373677358482186e-03,1.703908724981354969e-02,3.973098820723016539e-02,1.328246832075155592e-01,4.255494942927425667e-02,6.389654166016506265e-02,2.258991709235389500e-01,4.896046344937424188e-02,5.282231901723059841e-02,9.177337962140724725e-02,5.397621748270385600e-02,1.041956120045399864e-01
3.786652748240538347e-05,8.202678232723839254e-04,5.853021902678171712e-03,3.258420547266464851e-02,4.941180413821304185e-02,1.351575068629217169e-01,3.996496482728713329e-02,4.390577212633821336e-02,1.786730765303877200e-01,3.554894245410665510e-02,1.173273890985045420e-01,9.276312535350893229e-02,6.377485846152892990e-02
1.221020761775222412e-05,2.656284339588706948e-04,2.778350382443483743e-03,1.246367883127264854e-02,5.007323853113498230e-02,4.995090148883749720e-02,1.175601543768166196e-01,5.779383266619263215e-02,3.078022770638077360e-02,1.928967724814621698e-01,2.060792008477181983e-02,8.594286491307015496e-02,5.629248649237270780e-02
3.666183536617747202e-06,9.508392690490735828e-05,1.002552729785334031e-03,6.675074545577794338e-03,2.081036867044279773e-02,6.281539685413077556e-02,4.050008050749526189e-02,7.960955233292602018e-02,1.343536650671829646e-01,2.312090304284224879e-02,2.556177250629410591e-01,2.070819927492555806e-02,2.400386579161261497e-02
1.157141963229084479e-06,3.318559432945891952e-05,4.211159131695421621e-04,2.939225960650837261e-03,1.431762070917375583e-02,3.583100625754311735e-02,8.864619596893984210e-02,5.439893059459671720e-02,9.390140753537028206e-02,9.199763321083252732e-02,2.616521433132898422e-02,8.679049388794948805e-02,1.491024997166172546e-02
3.960334551113005721e-07,1.260461613419933297e-05,1.794911902827085010e-04,1.515439735989534227e-03,7.913704603990023498e-03,3.042675607979166558e-02,6.486431103624569483e-02,1.274739950974673741e-01,7.480350841399598105e-02,7.572720118636158682e-02,3.100625932110203514e-02,1.774024810358913740e-02,1.816061129318514988e-02
