9.016500696850420216e-01,8.241631293577877937e-02,1.316484110503024149e-02,3.286268054952919560e-03,4.081871236506854619e-04,1.426038917622656377e-04,1.754759069429684084e-05,6.611458956485545453e-06,8.956121388916056579e-07,3.158236387339252431e-07,4.881430701864309407e-08,1.535040251699473942e-08,2.701389232892431397e-09,7.565833491051672010e-10,1.489287972013131881e-10,3.775321412691503177e-11,8.125986508274938942e-12,1.903630294980897264e-12,4.379264643047188312e-13,9.676022404492375421e-14,2.330434653129236001e-14,4.943779941636345270e-15,1.220282396718810711e-15,2.678921282659954880e-16,5.449096065529297838e-17
8.007111173464914744e-02,7.255731441619845956e-01,1.490813586611121344e-01,3.191735849267702402e-02,1.184219913518689063e-02,1.682491793763946000e-03,7.649357742061848459e-04,1.037252548936934871e-04,4.697916176648670632e-05,6.951053685937030042e-06,2.791294361649072500e-06,4.694601944224282864e-07,1.622112637206586990e-07,3.094055046784667191e-08,9.303991065650594439e-09,1.975603731354993345e-09,5.297342497320806458e-10,1.223345677607436748e-10,3.002166713191038519e-11,7.367874805313038156e-12,1.694736740574919569e-12,4.327563152083336758e-13,9.502469406310137111e-14,2.589599193057332775e-14,4.598060277416495093e-15
1.530793054115037362e-02,1.408027996778380975e-01,5.630239955089606507e-01,1.986385666739564071e-01,5.006800181746857981e-02,2.624125873534740444e-02,4.072879705854885561e-03,2.360823085899796132e-03,3.451581832049540602e-04,1.855932726170327453e-04,2.964988247432498222e-05,1.343232934978032039e-05,2.441945181546789587e-06,9.203357330591670786e-07,1.894707355846652144e-07,6.081936654485968831e-08,1.389081889516445628e-08,3.921733273233310203e-09,9.696432546253487011e-10,2.483678262620006343e-10,6.491753078534335799e-11,1.549594029021819230e-11,4.171868143437091077e-12,1.017384018872118950e-12,2.249769532676610642e-13
3.328733009912080223e-03,3.728526697985419525e-02,1.829195092920893329e-01,4.230066297943468889e-01,2.308375949161959040e-01,6.344424765039288761e-02,4.575865344541991953e-02,7.500733854202698905e-03,5.474885884932986779e-03,8.484312819023720736e-04,5.367405813583627774e-04,9.174810700127440763e-05,4.653426678966363577e-05,9.096490203819377531e-06,3.715679462293729100e-06,8.229053571765152544e-07,2.805088002830179042e-07,6.875485008549177097e-08,2.035284559482352102e-08,5.378474783478718542e-09,1.433141497902863198e-09,3.981725862124448613e-10,9.816531185664887952e-11,2.950483643487688313e-11,5.678735330724401063e-12
5.448537961365102151e-04,1.172916393493698625e-02,5.876778835164681025e-02,2.082423615526080851e-01,3.109603355205113884e-01,2.465836850893621257e-01,7.008384349069435304e-02,6.866441231166943437e-02,1.157408878239854326e-02,1.056361683449572736e-02,1.711371386716762722e-03,1.265448730655076336e-03,2.297782302707407158e-04,1.296418890343776110e-04,2.713869478404831774e-05,1.194655041866759625e-05,2.839028697550798914e-06,1.022815878896202547e-06,2.685820321944202659e-07,8.303880323118614849e-08,2.342278238797796293e-08,6.470930717727171144e-09,1.897988332375066098e-09,5.252412697220774568e-10,1.267650708849286789e-10
1.558952424733206347e-04,2.246694511462747623e-03,2.543828828046282645e-02,7.484067385924747517e-02,2.193276546515980918e-01,2.285529912753092585e-01,2.478229701640782823e-01,7.002718552809175656e-02,9.263328028412472215e-02,1.570671626420296063e-02,1.786269373914347453e-02,2.990856527337143640e-03,2.572558350441730285e-03,4.933466912930283303e-04,3.079367294690747454e-04,6.881584755157282678e-05,3.247883446619934252e-05,8.266636758089275061e-06,3.133862292537405329e-06,8.804999988060049699e-07,2.832848943517640988e-07,8.515153059843642319e-08,2.424628858174247965e-08,8.051349200577665788e-09,1.707107471583860634e-09
2.535998944480271757e-05,8.213999101697607406e-04,5.435786879358662886e-03,4.347400867992105844e-02,8.310968501054523394e-02,2.190851554234629073e-01,1.740680697051053827e-01,2.372912013205297210e-01,6.481084532264876075e-02,1.151936388709855208e-01,1.929058917414429308e-02,2.729480034163530092e-02,4.678163732341476463e-03,4.664025916126929988e-03,9.403261175432195244e-04,6.461935310872136875e-04,1.538031605412537573e-04,7.746032695651824962e-05,2.108903272097086844e-05,8.377958744697230442e-06,2.516206590465417627e-06,8.394481948483500598e-07,2.666088725125011105e-07,8.635448200741281711e-08,2.280354613603115979e-08
7.910840635728511700e-06,1.486332918018553684e-04,2.491155935850179574e-03,9.993849317682096736e-03,6.404832663130738402e-02,8.350102759296942900e-02,2.104362430585567934e-01,1.432337901271898972e-01,2.181745386648838714e-01,5.680219770306661753e-02,1.341395192314981943e-01,2.186705142494913684e-02,3.844021965693188159e-02,6.690543000799770157e-03,7.709333209335515573e-03,1.628225891974347970e-03,1.226518936876749366e-03,3.104216109154805448e-04,1.660942596063704304e-04,4.833252672965306920e-05,2.003902145292715486e-05,6.425154311518759273e-06,2.206363472637861774e-06,8.076741319326556784e-07,1.932295780453747824e-07
1.339059497944606858e-06,5.544655989035124881e-05,4.894346682786473350e-04,5.680044305565184679e-03,1.537210519252602686e-02,8.501970980808129519e-02,7.770285992700651234e-02,1.960524534572006816e-01,1.302911743501462549e-01,1.937415849823597991e-01,4.852147905396331229e-02,1.478446928170802643e-01,2.325073798473375336e-02,5.057673413498330051e-02,8.882832610290783415e-03,1.179758546157434231e-02,2.603236791354217490e-03,2.140748542502777553e-03,5.756062029426492217e-04,3.258352462060730122e-04,1.012727171167089396e-04,4.365856353441415502e-05,1.478347699060217495e-05,5.874970876444341089e-06,1.697024690534108700e-06
4.149743802188589895e-07,1.022983661218445002e-05,2.161232459096193589e-04,1.187740399311239736e-03,1.078234344007739792e-02,2.075296067130186217e-02,1.043070856203058422e-01,6.840876292049302698e-02,1.781925657856716083e-01,1.290891422444256920e-01,1.670048317057032106e-01,4.207601500575779141e-02,1.554416352460267770e-01,2.357802900718306699e-02,6.277969906086255936e-02,1.107715164721463121e-02,1.690132205252789510e-02,3.889316751815738438e-03,3.477934032888921854e-03,9.931282633618553502e-04,5.920371983091094869e-04,1.963390034284729648e-04,8.721811583865391306e-05,3.485120130232179206e-05,9.767202518076442479e-06
7.440233003569570160e-08,3.629619675104718106e-06,4.286126687083011708e-05,6.169089072389512783e-04,2.358606660332820178e-03,1.795194779463515217e-02,2.528730107632800456e-02,1.202088513659773372e-01,5.853387337702251059e-02,1.586357966104198214e-01,1.340243700681490457e-01,1.404585470296704219e-01,3.879012907133037175e-02,1.568555117110710106e-01,2.327340527353847360e-02,7.406097538348695164e-02,1.310334855144929325e-02,2.285659062031863975e-02,5.481163582558058051e-03,5.309151336267998490e-03,1.608407772644945269e-03,1.005923114761488654e-03,3.509918772110654926e-04,1.847321717327777169e-04,5.804599443931483392e-05
2.211135419541498983e-08,7.018915039442741227e-07,1.729031632493670218e-05,1.299672615299986777e-04,1.436110134744475551e-03,4.044187344597211312e-03,2.703380673172812304e-02,2.833218453787723912e-02,1.315967827741136853e-01,5.055147074602570068e-02,1.386933339695281264e-01,1.407003208640419945e-01,1.159220193408205257e-01,3.906414925743585675e-02,1.527094702438840379e-01,2.294721937851787810e-02,8.351539526277079739e-02,1.483999278495573733e-02,2.937490301666469822e-02,7.341886955951706407e-03,7.659024178224197940e-03,2.458461212677575530e-03,1.596418422530457293e-03,6.788114809407683062e-04,2.372079667215724430e-04
4.205114849542120442e-09,2.317857074020084320e-07,3.575190852870989098e-06,5.931328118938198598e-05,3.181100148858880157e-04,2.883940888315221496e-03,6.180535491935040468e-03,3.756086768971766965e-02,2.962469756114703701e-02,1.379810719016179021e-01,4.605102699274207789e-02,1.192720260228343349e-01,1.462494052845761949e-01,9.449630637811823330e-02,4.244712493269978126e-02,1.441375728452212179e-01,2.325214335007665459e-02,9.043959719583555268e-02,1.625882202050530148e-02,3.609535915791426547e-02,9.377294857470618375e-03,1.049146601050541909e-02,3.503710462724708100e-03,2.790254365357806767e-03,9.385114765258362060e-04
1.188881493654443779e-09,4.721008012787198105e-08,1.304892440890959961e-06,1.301756484333565559e-05,1.636808170320251839e-04,6.654774207908600945e-04,5.167420439962154208e-03,8.592335840978463507e-03,4.881424815070771472e-02,2.935174297132324417e-02,1.394643395039509293e-01,4.556059345598546806e-02,1.009628584485556813e-01,1.493308109406117079e-01,7.662389810580770566e-02,4.786602479676541760e-02,1.325314621011602911e-01,2.474462382262906240e-02,9.450697121520262867e-02,1.742574701497177914e-02,4.244498368897313412e-02,1.143740190585559348e-02,1.356198347537451027e-02,5.782264255050185466e-03,2.817764043143247601e-03
2.383793307326608773e-10,1.452521214254536725e-08,2.830276717033278613e-07,5.228938701806337801e-06,3.788541810001158980e-05,3.852550267718481765e-04,1.231610914626977190e-03,8.446129877706381670e-03,1.102035201604726483e-02,5.993071765002574991e-02,2.810538317437842604e-02,1.366168824106384072e-01,4.861903717451446227e-02,8.413178246420932593e-02,1.498666304538830707e-01,6.221616635336054552e-02,5.396476324860041696e-02,1.192781817555973456e-01,2.777314907492374821e-02,9.592765483288050177e-02,1.830719247700030375e-02,4.777577393345815854e-02,1.312454356512535517e-02,1.999106978970113455e-02,6.928724544992917803e-03
6.426721814727878239e-11,3.101823545701559505e-09,9.435520652342605422e-08,1.201858016162955844e-06,1.669171595499824258e-05,9.351077604420246882e-05,8.014209565336214694e-04,2.062623281296065408e-03,1.278854316256235885e-02,1.317679294472295579e-02,7.003358419899868847e-02,2.674204532858637934e-02,1.303128324831772100e-01,5.403369587861230061e-02,6.898188144872535732e-02,1.485952205427931716e-01,5.083327725053497781e-02,5.963566246448237518e-02,1.058191991836407719e-01,3.196880889522157876e-02,9.425046530157740743e-02,1.928122394085955010e-02,5.098967544081279418e-02,1.917324553721844529e-02,1.596563240252677970e-02
1.347039441942105335e-11,8.966136504519934006e-10,2.137477582962714040e-08,4.325632677670298344e-07,4.048526618984377715e-06,4.507043391701956453e-05,2.029616779893421690e-04,1.508613207336483497e-03,3.175392731957748724e-03,1.813924160327534674e-02,1.481551241939363384e-02,7.835919224801153604e-02,2.618431675140628009e-02,1.215496996687705361e-01,6.026598927680502232e-02,5.558907500462128420e-02,1.466509130507961389e-01,4.204330810262123241e-02,6.381490103320852647e-02,9.336427987943610174e-02,3.677420009628874775e-02,8.926528619803864029e-02,2.149849009956079915e-02,6.418807101637161172e-02,2.120253431209180237e-02
3.483096472332017344e-12,1.991912020294662882e-10,6.601035702552296862e-09,1.035977585804412464e-07,1.568185367419148792e-06,1.149357962697670009e-05,1.067987262610021326e-04,3.968020568040152404e-04,2.612657383222489332e-03,4.545042444417436885e-03,2.430362221758355229e-02,1.579629533551863557e-02,8.433558323086381980e-02,2.721690978302647099e-02,1.112533644442778302e-01,6.606670645873904957e-02,4.425110237357773174e-02,1.451937774133021386e-01,3.489431899397948261e-02,6.325317647729582216e-02,8.213409047242532790e-02,4.578484005377559535e-02,7.999468733145381760e-02,2.691474373673671816e-02,4.102150000109357209e-02
7.565244588950158691e-13,5.462752792252708216e-11,1.549880881780796629e-09,3.407416751265008308e-08,3.959128209235770004e-07,4.778597207514840186e-06,2.854424724514903670e-05,2.276156589333440546e-04,7.107346944809929791e-04,4.213467650594562852e-03,6.100700178900400270e-03,3.095971606293014544e-02,1.613652345346927933e-02,8.768136584978469816e-02,3.030648876710225273e-02,1.004017430934523586e-01,7.028188783140901230e-02,3.510174491687180487e-02,1.447003197102981753e-01,2.756522006206190908e-02,6.029688328575481815e-02,7.315338631751339138e-02,6.366245525221447821e-02,8.779577246195469087e-02,2.841871557212327648e-02
1.888496212968015161e-13,1.252182405120642229e-11,4.494850039573837599e-10,8.434635946902889886e-09,1.383078052064072691e-07,1.268657930219942575e-06,1.271000473600404934e-05,6.359301940062918714e-05,4.440809180669605242e-04,1.181498410891427663e-03,6.390564686054723068e-03,7.743897160753887218e-03,3.777159673161175485e-02,1.609731287329906751e-02,8.892009805650215315e-02,3.502194737102241884e-02,9.010060766286111245e-02,6.864646816197701729e-02,2.569464974449748793e-02,1.479190266123203146e-01,2.500247355610095423e-02,6.389525227956834030e-02,5.866383155522410242e-02,5.888672582077773832e-02,5.038301191481520114e-02
4.216579839008478604e-14,3.288515137869273769e-12,1.084941257012694947e-10,2.579795217476475366e-09,3.601611328564078754e-08,4.695219634489368442e-07,3.540427853447365262e-06,3.026153726188033006e-05,1.293513578332305372e-04,8.032889122372421095e-04,1.839661063613695939e-03,9.178841630413478447e-03,9.344271802220114470e-03,4.429781250808031978e-02,1.597925483126028806e-02,8.802232461480749559e-02,4.084036159915510611e-02,7.975834403658763061e-02,6.370253898075528554e-02,1.948648105392243243e-02,1.598560634109638945e-01,2.679602925452466769e-02,7.991000043068886838e-02,5.918796266608499640e-02,4.010546285750839907e-02
1.022555092445970414e-14,7.717781687801191105e-13,2.989907074173002572e-11,6.543578905172092696e-10,1.158616451026111741e-08,1.283268375199080546e-07,1.383970446305036206e-06,8.817157002087578686e-06,6.554192944360111837e-05,2.426322398670264732e-04,1.353979915971515813e-03,2.680351234576679783e-03,1.240840327524201682e-02,1.052717814760426029e-02,4.868353425611973706e-02,1.589002844471605613e-02,8.057548734935204848e-02,5.390197514563456471e-02,6.989515793671401134e-02,7.065244689447391924e-02,2.100640654913622438e-02,1.570336285668054443e-01,1.771487406023604036e-02,5.656063731669795647e-02,4.213215803800816200e-02
2.329366119529512442e-15,1.955830094244452524e-13,7.358169881908268625e-12,1.886875418063104763e-10,3.081295107842401562e-09,4.330161974598330023e-08,3.962120607064713572e-07,3.632491279274152985e-06,1.994399786731875201e-05,1.308266115788087112e-04,4.237941481084385605e-04,2.144440991987879921e-03,3.677921686427702234e-03,1.592769791865754000e-02,1.117607664300795597e-02,5.114096808193532850e-02,1.714359458442621734e-02,7.247836921091915796e-02,7.329139289588645911e-02,6.276361966606219811e-02,8.604580168465217338e-02,1.576175066977725248e-02,1.730708567517925678e-01,1.785538350990587345e-02,1.928621982617282835e-02
5.565794348393912397e-16,4.709186703351847534e-14,1.965692458729412779e-12,4.918924021149680345e-11,9.400226910091326532e-10,1.223815047244111152e-08,1.423821427162131253e-07,1.110883926653242562e-06,8.861132924513036166e-06,4.291011435068588996e-05,2.527237402925215648e-04,7.358703270462431823e-04,3.432882820325477632e-03,5.358197727743198475e-03,2.202111744561549914e-02,1.437633126126372160e-02,6.401487475660742887e-02,2.015075119451895796e-02,8.386640539461209798e-02,6.582167500000531135e-02,5.925792899605415026e-02,6.229339806541802499e-02,1.777377933301980267e-02,9.216687512703033991e-02,1.420460902924475591e-02
1.351276290299797975e-16,1.232945298970300359e-14,5.188366286537566383e-13,1.450095384940110319e-11,2.706701715386040083e-10,4.149216634696204138e-09,4.479894011986008912e-08,4.463510906721951891e-07,3.039961175588922095e-06,2.137734985485530685e-05,9.356260143064623494e-05,4.893404978098714504e-04,1.333517451314920757e-03,5.430278861898655066e-03,8.386175684535040684e-03,2.827193236034260260e-02,2.078664569495156794e-02,6.461444351265821506e-02,2.758689527445912226e-02,7.175803088245262529e-02,5.872196119085628524e-02,6.718862949020286413e-02,2.505495345827674428e-02,1.556634655431704886e-02,8.554804764591734598e-03
