7.855388028402788825e-01,1.500421286409863719e-01,3.597694786210670070e-02,1.624356391402201685e-02,4.242126374917077995e-03,2.538505921168351595e-03,7.986366771272411340e-04,1.074957630561900737e-03,2.668368710339325402e-04,7.331365175314296127e-04,1.281858740194861599e-04,5.806672513520396480e-04,1.967489724101992722e-04
1.471692876447644738e-01,4.837082649640412901e-01,2.218550035049030034e-01,6.581441723976720615e-02,4.625097781457057633e-02,1.245631595457033329e-02,7.713119005585643978e-03,2.215907062997644027e-03,2.418070728408013622e-03,4.349810661426602794e-04,1.626480136625098414e-03,1.970926622778872920e-04,8.252484485522853727e-04
3.821692226746194881e-02,2.124187438349115498e-01,2.908332895259436723e-01,2.338014504388034043e-01,7.685102683043955329e-02,8.224767533084351157e-02,2.464331733869778648e-02,1.652174008659057156e-02,5.713035984078717808e-03,3.271887125499756219e-03,1.111764847641886480e-03,1.342079744251894417e-03,3.342097644084998480e-04
1.671833350696501699e-02,7.041918824864235038e-02,2.182502626662149448e-01,1.974726889233558991e-01,2.071158542714003070e-01,6.911761827695317439e-02,1.145514301577440219e-01,3.766191537866274419e-02,3.079252559287448329e-02,1.222086292664863183e-02,6.197566967606025524e-03,3.236287281138715190e-03,1.266190946345144329e-03
4.331995179545558919e-03,4.682055578654154698e-02,8.254503593314541088e-02,1.892058009947953923e-01,1.763723135763529404e-01,1.606263119499882208e-01,5.222536848680411209e-02,1.336921902506331139e-01,4.707581104704843672e-02,4.810186767520357315e-02,2.001474820202722715e-02,1.350380664474546029e-02,6.745131026207069197e-03
2.738713210764367155e-03,1.307574695223671056e-02,8.217288202330255698e-02,7.419433923656156005e-02,1.435307646184135200e-01,1.942304478358235220e-01,1.117008692832451577e-01,3.934348653530624768e-02,1.371780217458161422e-01,4.945895339873776497e-02,6.154830092681394527e-02,3.415510165421736799e-02,2.470422382498193431e-02
7.345833686879083523e-04,8.454208247007356791e-03,2.584841317225358703e-02,1.127893733861251302e-01,5.622848758458313945e-02,9.799591217039071989e-02,2.180799545005908946e-01,7.152861262737790493e-02,3.681435071181805851e-02,1.227993564364303070e-01,4.316451278864489455e-02,8.345126154346252378e-02,5.429502962168278324e-02
1.150468303741838082e-03,2.202496956592484446e-03,1.720738949709633980e-02,3.931631369905758816e-02,1.303770362556364582e-01,4.227183107832181014e-02,6.273652469951294941e-02,2.211310084583489877e-01,4.801668258378434528e-02,5.170993882687252574e-02,8.981666017763728638e-02,5.284416003531079015e-02,1.019871199185779231e-01
2.277879084016737809e-04,2.603643720930377999e-03,5.970631850424014744e-03,3.192800286908086677e-02,4.840942804050384768e-02,1.322914116497236336e-01,3.941077590016978105e-02,4.307293524014622899e-02,1.753693994665334044e-01,3.483971703528805641e-02,1.153618992132482424e-01,9.075930287401423602e-02,6.247358529833293983e-02
6.863970065822699342e-04,3.669449163948235388e-04,3.419124293277975637e-03,1.267283226918108387e-02,4.937746362581985765e-02,4.923266550281175935e-02,1.150156076900377689e-01,5.659082070999370273e-02,3.018812944503170698e-02,1.885913673773242372e-01,2.022067459031187675e-02,8.441058562173905933e-02,5.521749644667552775e-02
5.675552875401652448e-05,1.697419316632792176e-03,1.276954660744636372e-03,6.534213470056556700e-03,2.056884730176835457e-02,6.177110790561332609e-02,4.033170333455658729e-02,7.814047247423472342e-02,1.319169245470574181e-01,2.266368441745964663e-02,2.500505045255943526e-01,2.027415042939347684e-02,2.349672052757091276e-02
8.082084549719964223e-04,1.456866898491032843e-04,2.307490448542792467e-03,3.656917265664457860e-03,1.446538778980813178e-02,3.521884027061624595e-02,8.667716791447040159e-02,5.335552450966873916e-02,9.191878860549330954e-02,9.061815416877458396e-02,2.566640067836371483e-02,8.572486807085585858e-02,1.470919199179742190e-02
2.846649460859836003e-04,1.636114570343851935e-03,4.156352850169266460e-04,1.554714968946190002e-03,8.324406580907632233e-03,3.012631261822318329e-02,6.386785921595095061e-02,1.249797549284084042e-01,7.326307963149934765e-02,7.420657861007071143e-02,3.041072282185005443e-02,1.741413879581692192e-02,1.791607330215255409e-02
