8.394471846934340453e-01,3.590345103136981740e-31,1.240885583436538847e-01,8.855255011353291201e-32,2.742085399272942495e-02,1.353447145194921071e-31,6.709804564987328392e-03,1.995205505516823308e-31,1.718117629029631459e-03,2.642423528158297125e-33,4.509807238031047680e-04,7.330312497592829589e-32,1.201607107249739109e-04,6.849086518740992477e-32,3.232245729492475288e-05,3.898719034688498330e-32,8.748605244326941528e-06,6.362586786140031854e-33,2.377487515881441359e-06,2.959585245724726551e-33
3.534440955909309579e-31,5.921675286027454632e-01,2.836724977223939590e-31,2.623450702713420180e-01,8.162766009387009525e-31,9.652405050202458869e-02,8.036133577033619120e-31,3.303338482747303351e-02,2.193247463359970287e-31,1.086418535864332006e-02,2.684633754005262668e-31,3.481809759617823276e-03,1.106681442561210851e-33,1.095238908331748690e-03,2.554000299574177383e-32,3.395809866561747014e-04,3.591715529434168434e-32,1.040581936874245504e-04,6.078553657478966242e-32,3.157165214715914372e-05
1.240885583436539263e-01,3.645261581763444405e-31,2.617097309340645217e-01,2.769374222605957735e-30,2.970942493532997553e-01,1.499868806399599556e-30,1.768207164605759274e-01,3.937572837284308548e-31,8.365543660201786580e-02,2.822690096733828024e-31,3.511948391284288457e-02,2.345657711143379895e-31,1.368968082308397345e-02,8.638530305062370254e-32,5.070682448035877463e-03,9.664907004090636997e-32,1.808744329256352368e-03,1.767290964376402968e-31,6.266014872792230071e-04,2.598697411592728475e-32
1.258323378306712469e-31,2.623450702713420180e-01,1.989887628929823252e-30,4.148175339165063868e-02,6.869745457714321575e-31,2.064209676724385600e-01,7.283834697523794401e-31,2.112077779454558657e-01,1.070586328053245376e-31,1.405058818817244704e-01,7.214662420485991773e-31,7.578126136599762364e-02,2.179892652351481123e-32,3.603135752376460110e-02,2.976512769762179198e-31,1.573649696936193706e-02,3.323008471369050406e-32,6.462119652467822502e-03,6.670348578770426783e-33,2.531603262564859069e-03
2.742085399272943189e-02,9.791159188163915366e-31,2.970942493532999773e-01,9.773254796676244481e-31,7.047395338134657995e-03,3.137894468948904259e-31,7.369451268266093147e-02,2.927429773706457166e-31,1.692995940444510794e-01,9.250160530161111059e-32,1.687165918619059346e-01,3.068131470483196197e-31,1.197647175477500603e-01,1.484101693443624777e-31,7.025922995082377331e-02,1.529090956008675713e-31,3.640614442873135043e-02,3.404031306665489357e-32,1.727335285902521778e-02,9.478114754533132123e-32
3.190255728810100833e-31,9.652405050202458869e-02,8.756948500719942434e-31,2.064209676724388653e-01,7.164835174960300487e-31,8.418318650613297593e-02,3.006577293114412570e-33,2.387361525250964855e-03,1.097616228330054975e-30,8.069889718983994098e-02,3.280113594708395855e-31,1.444756063651787548e-01,7.485975041476941577e-32,1.428869247220168615e-01,3.390340734892006280e-31,1.060411056762520093e-01,2.210697780490957475e-31,6.604759035427958114e-02,1.987720561867343803e-31,3.648295996911812139e-02
6.709804564987310177e-03,6.732856963509463919e-31,1.768207164605759274e-01,3.670037841529380380e-31,7.369451268266090371e-02,9.046051694220899936e-32,1.429949671203140094e-01,7.971691179920065930e-31,2.392414964623714585e-02,4.169450170957275371e-31,1.153185184195037148e-02,1.480199486681181945e-31,8.007327087569532376e-02,7.240968609682759019e-32,1.268457346610393222e-01,1.155716136392120892e-32,1.253022395119363641e-01,5.818557872736476600e-32,9.611636040867656272e-02,3.085974649484179252e-31
2.296495134193428384e-31,3.303338482747301269e-02,2.137070649670632456e-31,2.112077779454557824e-01,2.444025559266054254e-32,2.387361525250966156e-03,7.873296561035607894e-31,1.178411916049592473e-01,1.249216167944526620e-30,8.360081712645604790e-02,5.672192871509377711e-31,5.680462822942214211e-03,2.904797512129614198e-31,1.888680357809269586e-02,4.072079128553002595e-32,7.713650877064316680e-02,6.745546877388560635e-32,1.136793683321867116e-01,4.963337544196277026e-32,1.124346287096195524e-01
1.718117629029620617e-03,1.116526743273575110e-31,8.365543660201786580e-02,2.839396928479703968e-32,1.692995940444510794e-01,6.233989124444837448e-31,2.392414964623718054e-02,6.592884522588594262e-31,4.496399872875191106e-02,7.210235737622056590e-31,1.066545121131941415e-01,1.310541698750147953e-31,4.818284362833894635e-02,2.263147606743080407e-32,6.259690506105002571e-04,1.412121111000442871e-31,2.378271989804583639e-02,1.426338277064561168e-32,7.362893111418580827e-02,3.968494533557289733e-31
1.042958682746454104e-32,1.086418535864332874e-02,4.760319395302813760e-32,1.405058818817243871e-01,3.728005070157444321e-31,8.069889718983989935e-02,7.793505420338557003e-31,8.360081712645618668e-02,1.187361937207349751e-30,1.091112820951892605e-03,3.639344527650802129e-31,7.118342229260295195e-02,4.142193262851133270e-32,8.516888647816639457e-02,3.974074173423062063e-31,2.781375012590503112e-02,4.742950977811911846e-31,9.668710003294162425e-05,9.921299926955494270e-31,2.693051777749129461e-02
4.509807238031054728e-04,1.638935643161881271e-31,3.511948391284287763e-02,3.344768150065145892e-31,1.687165918619058791e-01,1.207229362304447943e-31,1.153185184195032117e-02,2.422702150221230733e-31,1.066545121131942525e-01,3.858350156951732757e-31,1.906109329566252342e-02,2.550196103004488573e-32,1.840480111962832996e-02,1.046671133833098657e-30,7.784392879199351911e-02,6.623423954546062712e-31,6.550018615119643228e-02,2.837173216595138157e-30,1.595432370307093076e-02,1.299169451411090976e-30
