9.927188093588062978e-01,7.254618201084985472e-03,2.650775060739845679e-05,6.457135972218310482e-08,1.179690958540213134e-10,1.724195697472264745e-13,2.100020900714378916e-16,2.192370186567527598e-19,2.002682999083814869e-22,1.626140297085396345e-25,1.188355341466040643e-28,7.894814824135180860e-32,4.807828995936895168e-35,2.702675909432395113e-38,1.410763599014234306e-41,6.873078382553118231e-45,3.139204618007530385e-48,1.349456885713270765e-51,5.478665924765939684e-55,2.107218296850989107e-58,7.699594319094419912e-62,2.679395719046573045e-65,8.900255800742625742e-69,2.827892937432929433e-72,8.610731198172557568e-76,2.517029663828391133e-79,7.074622913486214257e-83,1.914819504895284638e-86,4.997561207322216334e-90,1.259355764429205552e-93
7.254618201084985472e-03,9.782625884578511899e-01,1.440339911381954309e-02,7.913629554024568722e-05,2.573425482197489654e-07,5.881225435851744568e-10,1.031998928061632161e-12,1.466946914385269753e-15,1.750693319981754565e-18,1.799488834996021620e-21,1.623764454832094269e-24,1.305454593290815088e-27,9.462242512850652346e-31,6.243152712422476779e-34,3.779797166089871470e-37,2.114083977279325060e-40,1.098688225138406913e-43,5.332060683361241577e-47,2.427050474922447680e-50,1.040145936744611838e-53,4.211357318647440929e-57,1.615789656613456849e-60,5.890755119765511090e-64,2.045758210077132969e-67,6.782810528121321179e-71,2.151424468651420641e-74,6.540598839040069095e-78,1.909114324040348574e-81,5.358696344643869398e-85,1.448562415811625445e-88
2.650775060739845679e-05,1.440339911381954309e-02,9.639646399120381792e-01,2.144730847906539326e-02,1.575019747576431679e-04,6.410068901620311445e-07,1.759212665428369903e-09,3.603201459884171641e-12,5.855540801866813637e-15,7.863732066753185403e-18,8.982837415469112452e-21,8.917655593515048499e-24,7.822323126990871883e-27,6.142968482442652078e-30,4.365294740888982823e-33,2.831889032513253716e-36,1.689619601141307538e-39,9.330320794181223260e-43,4.794729614617055769e-46,2.303826108572307654e-49,1.039345948127003323e-52,4.418694251909950276e-56,1.776131798516832581e-59,6.769868532191485089e-63,2.453350074168614215e-66,8.473350590446219717e-70,2.795216916913787777e-73,8.824845484721663537e-77,2.671313415435105084e-80,7.766054290773691332e-84
6.457135972218310482e-08,7.913629554024568722e-05,2.144730847906539326e-02,9.498236793619780904e-01,2.838730545552846374e-02,2.612244038260496987e-04,1.277330266020373818e-06,4.092833517944114744e-09,9.585137487217647727e-12,1.752995373242108918e-14,2.616456337185566454e-17,3.288359500881508918e-20,3.561849954192749959e-23,3.385170506992114757e-26,2.863227780093060439e-29,2.180193953652874532e-32,1.508764360439593531e-35,9.565183593630592947e-39,5.593079541162675091e-42,3.034051772297413537e-45,1.534637163744812571e-48,7.269825915894653091e-52,3.238008124098691780e-55,1.360753458839232629e-58,5.412297280568415178e-62,2.043159388867826592e-65,7.339098954528692794e-69,2.514224665691465031e-72,8.231892922966251703e-76,2.580871961357422392e-79
1.179690958540213134e-10,2.573425482197489654e-07,1.575019747576431679e-04,2.838730545552846374e-02,9.358384306579281553e-01,3.522434265581592810e-02,3.899264533892012031e-04,2.227158766373646313e-06,8.161739242910482454e-09,2.151402899865180990e-11,4.373339205200942445e-14,7.182111505982473149e-17,9.849060592980576223e-20,1.155909605916606985e-22,1.183235687001210730e-25,1.072402883429282622e-28,8.710972784750196544e-32,6.405555350261117415e-35,4.300139212692013555e-38,2.654286290674319707e-41,1.515721818430289145e-44,8.050304014100220878e-48,3.995328915136415706e-51,1.860494237558344285e-54,8.158839099465289089e-58,3.380438795713923480e-61,1.327209773998068245e-64,4.950875294321906669e-68,1.758928464478386871e-71,5.964767811926299607e-75
1.724195697472264745e-13,5.881225435851744568e-10,6.410068901620311445e-07,2.612244038260496987e-04,3.522434265581592810e-02,9.220076258166077787e-01,4.195936618232787296e-02,5.432342287412078021e-04,3.550426300551383755e-06,1.464817602206267683e-08,4.292323493118124069e-11,9.601257346283148040e-14,1.720557782463019090e-16,2.556597521839933581e-19,3.231816941968922690e-22,3.544991101412317413e-25,3.427510017224693635e-28,2.958401329561577581e-31,2.303592812019048420e-34,1.632460911064874098e-37,1.060744780141603488e-40,6.360559130463740666e-44,3.539257959308482279e-47,1.836437706080456684e-50,8.923846915921498252e-54,4.076580654948051859e-57,1.756660490646108576e-60,7.162378939204937113e-64,2.770801932865387548e-67,1.019582146627950711e-70
2.100020900714378916e-16,1.031998928061632161e-12,1.759212665428369903e-09,1.277330266020373818e-06,3.899264533892012031e-04,4.195936618232787296e-02,9.083300049782055963e-01,4.859331566298379784e-02,7.207770495023895201e-04,5.306162159831710722e-06,2.434222755711046384e-08,7.850085648753392328e-11,1.916241552970463294e-13,3.721064179593161849e-16,5.955706643248617496e-19,8.067733964275241813e-22,9.440749723259059378e-25,9.699451153800547843e-28,8.865226564280605058e-31,7.287095735100764041e-34,5.436234746201082361e-37,3.709215662934750031e-40,2.330200105666476655e-43,1.355614029894361759e-46,7.340100685193358255e-50,3.715552560913214804e-53,1.765288932714340893e-56,7.899721048469015045e-60,3.340319701620741007e-63,1.338405442372781566e-66
2.192370186567527598e-19,1.466946914385269753e-15,3.603201459884171641e-12,4.092833517944114744e-09,2.227158766373646313e-06,5.432342287412078021e-04,4.859331566298379784e-02,8.948043163635778230e-01,5.512712428678516463e-02,9.221874293974222266e-04,7.552498535410289615e-06,3.814017399682323464e-08,1.342449418622294400e-10,3.551301904344228490e-13,7.428529833302869365e-16,1.274150145991732567e-18,1.841358182279260327e-21,2.289707131338436761e-24,2.491106856630417120e-27,2.403570559459261409e-30,2.079853880831169593e-33,1.629281437834307738e-36,1.164688674810730153e-39,7.649789723955938635e-43,4.644045872635511690e-46,2.619448136915471746e-49,1.379053932881221883e-52,6.804233039719437555e-56,3.157789320593396515e-59,1.382967419567070628e-62
2.002682999083814869e-22,1.750693319981754565e-18,5.855540801866813637e-15,9.585137487217647727e-12,8.161739242910482454e-09,3.550426300551383755e-06,7.207770495023895201e-04,5.512712428678516463e-02,8.814293162316390040e-01,6.156171883921400523e-02,1.147101056135353073e-03,1.034667799135568848e-05,5.704286423333060391e-08,2.176163096400763929e-10,6.201797084466040882e-13,1.390304020241947383e-15,2.544161275635390926e-18,3.907166625803531844e-21,5.144995434428505061e-24,5.909172634832687901e-27,6.002170674728688442e-30,5.453916830486885733e-33,4.476158366935843129e-36,3.345421298788799719e-39,2.292963952042573187e-42,1.450085999218428067e-45,8.506658080759968704e-49,4.650905943057968457e-52,2.379824196606384478e-55,1.143938199893188658e-58
1.626140297085396345e-25,1.799488834996021620e-21,7.863732066753185403e-18,1.752995373242108918e-14,2.151402899865180990e-11,1.464817602206267683e-08,5.306162159831710722e-06,9.221874293974222266e-04,6.156171883921400523e-02,8.682037688369440565e-01,6.789801973746892316e-02,1.395156771391063482e-03,1.374506089276578632e-05,8.215410149014356058e-08,3.376890100217941763e-10,1.031473542643880466e-12,2.467134381603130150e-15,4.797831886533102178e-18,7.802910189022248164e-21,1.084722358566936460e-23,1.311549983265363078e-26,1.398931864143803728e-29,1.331787838484642298e-32,1.142792541242930768e-35,8.912974317931015214e-39,6.363868433204823068e-42,4.185735940532366346e-45,2.550034388293044118e-48,1.445891156508168594e-51,7.662985637701445461e-55
