7.750898693611094625e-01,5.176575341043186979e-30,1.550784613572210591e-01,1.608113491524169787e-30,4.632549223915019554e-02,7.161662891932591800e-31,1.530459808346545068e-02,1.835352711184325298e-31,5.284296731400858239e-03,1.100954326234361789e-31,1.867925450974641409e-03,1.209288854030195786e-31,6.693792731790596711e-04,8.002266433098176191e-32,2.418574307668961104e-04,9.916939566985112968e-33,8.781578186130058205e-05,3.082858926098950367e-33,3.197132114025960376e-05,1.312714036238343464e-32,1.165374608472780353e-05,8.286656335986191739e-33,4.248284970182052743e-06,4.787255036885397849e-33,1.547577751099259224e-06,6.011469448315828480e-33,5.630061151698675865e-07,8.018961042786930789e-33,2.044493949793383618e-07,7.207464909605626961e-33,7.408054397509998452e-08
5.435265200258871973e-30,4.667240426340089066e-01,3.015408409208531155e-31,2.799233791006411343e-01,3.119705649651666573e-31,1.392527739090721195e-01,8.824883163293553539e-32,6.435321018279999139e-02,1.722575031589714035e-31,2.854338482369339625e-02,9.701159553514675122e-32,1.232090505059302635e-02,2.154888303492800242e-32,5.213264283973620232e-03,3.997043736783597023e-32,2.171389414506492629e-03,2.002260325088155762e-32,8.926692827303887032e-04,1.757699609489205704e-32,3.628729303891056876e-04,1.039097953320837789e-31,1.460446931242112513e-04,7.014472061620021795e-32,5.824950722756361857e-05,9.720396608198131903e-34,2.303999886935963545e-05,3.450979093097596132e-32,9.042643868544505742e-06,1.042542374369772181e-32,3.523063015671824157e-06,2.442728296424639091e-32
1.550784613572209203e-01,3.459209500387781585e-31,1.261774536626414922e-01,1.570561629387627694e-30,2.356651679591375836e-01,5.900538869623526579e-32,1.997827925583157971e-01,1.382949132687385143e-33,1.307640730394449002e-01,2.100941296473368886e-31,7.508056226831547053e-02,1.693012886475852983e-32,3.978176577228173527e-02,1.023082865324470940e-31,1.994936910831263469e-02,2.983409553498077589e-32,9.605534037653157275e-03,4.509727948438718486e-32,4.480933411158924060e-03,1.160608404698540076e-31,2.037384786737865550e-03,1.086273838468394009e-32,9.066849500678359755e-04,9.441156715084374614e-32,3.961345311805205475e-04,5.725343738210263701e-32,1.703040863334087391e-04,2.664135524271263803e-33,7.217182120905270162e-05,2.882997187394371846e-32,3.019056623166980851e-05
1.209295432891790194e-30,2.799233791006413563e-01,2.179051740324717857e-30,2.737114258151652214e-05,3.364189926068305304e-31,8.776034125895877669e-02,7.711996424619191773e-33,1.609721785281049700e-01,1.940090004662004327e-31,1.605437408279348221e-01,3.099886097122878176e-32,1.233371641485191267e-01,7.102957573691553115e-32,8.168818755848672453e-02,5.621311894585226722e-32,4.909795017616203072e-02,7.510583263934421225e-32,2.753541355053350584e-02,1.938284661342910935e-33,1.465398097014281205e-02,1.231792662130322071e-32,7.482099722789438412e-03,2.645956385009226035e-32,3.693011102292833008e-03,3.644862247088740309e-33,1.771693320384642827e-03,3.775802553761320430e-32,8.294739364103229312e-04,3.395239997838938566e-32,3.801581245692973836e-04,4.434826993139604952e-32
4.632549223915014697e-02,1.696431360343409750e-31,2.356651679591372506e-01,4.921827180345358001e-31,6.791133408624377976e-02,2.297646744780982156e-31,1.622587094016156826e-03,7.581741710654116457e-31,6.061309626596043942e-02,7.142846895300369423e-32,1.192132318332404101e-01,1.225292733231324337e-31,1.339074430048763087e-01,4.370215620142812675e-31,1.156188147351647627e-01,8.337620486901444264e-32,8.527671758155541681e-02,7.306845738947760496e-32,5.653055967130021786e-02,4.614002043942289515e-32,3.466206731513771233e-02,8.614420629809399711e-32,2.001363944048567198e-02,3.368917698734756944e-32,1.101292110516109701e-02,9.789283968432285353e-32,5.824324258561639628e-03,2.857244740323335113e-32,2.978749204157187403e-03,9.249204528702464690e-32,1.480093701706885556e-03
7.151986121718738767e-31,1.392527739090721195e-01,1.928276930834959644e-31,8.776034125895873506e-02,1.914965589608733403e-31,1.365352754492855925e-01,3.841004741063654493e-31,3.508239640102586709e-02,1.751703196576561714e-31,1.180282668760513059e-03,2.141498128563924653e-31,4.158759708002385258e-02,5.323610662045079664e-31,9.075207166659002289e-02,3.347952568423566894e-32,1.129844174720240763e-01,1.937710856413612832e-31,1.073480487051395593e-01,3.329663713287018755e-31,8.645794445119910077e-02,3.562483574765678808e-31,6.213965240250886313e-02,1.758488957234333082e-31,4.104735140871720173e-02,1.927036695846028405e-31,2.538970542408532441e-02,5.035967399926578181e-32,1.489283520939507950e-02,2.684109713766169626e-31,8.358992223552200174e-03,9.638675634213614025e-33
1.530459808346544028e-02,4.263504039956291935e-32,1.997827925583156583e-01,1.082364753613009456e-31,1.622587094016148587e-03,4.023025071643174673e-31,9.726104503533927748e-02,6.763851674389846080e-31,9.560700584000826618e-02,5.834013693514547219e-31,2.614639566248097569e-02,7.092295200539083530e-31,3.364511732402344218e-04,1.841216438310007440e-31,2.791002534514459149e-02,1.950784730246637609e-31,6.951213733931736749e-02,3.852848024911338054e-31,9.539615365100219402e-02,5.331155460205683328e-31,9.860927157151459788e-02,2.524840299273919087e-31,8.569025643397153169e-02,4.963151539837017392e-31,6.602740627711167765e-02,7.623865252104992846e-32,4.651216739775135972e-02,3.886454853578950502e-31,3.054118521010039389e-02,1.697850737110738656e-31,1.894172169423772797e-02
2.513875115521454998e-31,6.435321018279999139e-02,6.711153365441342552e-32,1.609721785281049700e-01,8.759779716364659186e-31,3.508239640102590179e-02,5.351023576932926147e-31,1.854024547654493232e-02,4.158932314844591556e-31,8.652624964206762082e-02,1.450192096273294629e-30,7.604651014876480375e-02,8.858968197662194128e-31,2.362050131889248741e-02,1.549527903188653284e-31,2.126125663189269984e-05,5.823068519296681400e-31,1.801784504286727331e-02,2.804762181756436972e-31,5.297555120832217468e-02,1.713998364861765953e-31,8.016932086402536739e-02,5.373660634081631381e-31,8.960359991414465486e-02,1.100659109852679972e-31,8.336905540197740716e-02,5.774260893109829052e-31,6.833770916669985873e-02,2.135489384978590873e-31,5.096116488844258663e-02,1.112904207071210246e-31
5.284296731400847831e-03,1.149879458220596555e-31,1.307640730394449002e-01,4.862514626781965924e-31,6.061309626596035616e-02,9.383897493585397425e-32,9.560700584000819680e-02,4.149363960877607089e-31,5.371107076886844078e-03,1.214429940529717937e-30,2.691202880064020794e-02,1.523504614230075500e-30,7.565544094971853040e-02,5.932417965810064422e-32,6.540264672361954801e-02,4.762006117841194398e-31,2.346418950437067358e-02,2.493574014552271324e-31,4.254005738240153626e-04,1.188076295786751778e-31,1.095587222367065856e-02,4.924819269986565285e-31,3.987747024104892901e-02,1.243395925386433501e-31,6.685637035879084256e-02,1.310387424303891421e-31,8.055863427540452260e-02,3.146663128485518123e-31,7.985093628465830817e-02,1.603131897508279792e-31,6.924685548092682219e-02
7.120350455705375071e-32,2.854338482369337890e-02,5.428106936397645632e-32,1.605437408279347666e-01,1.440669174153645950e-31,1.180282668760502000e-03,5.311140536927094648e-31,8.652624964206767633e-02,1.072831874323657682e-30,5.272491194603016323e-02,1.754639797302497720e-30,3.666367309924839285e-04,1.600131270728500931e-32,2.892131885889515433e-02,1.004808666729538504e-31,6.678574445106559565e-02,5.683801781270430123e-31,5.895637218504818505e-02,1.243444754719642604e-31,2.431738431889389832e-02,3.360298091249262717e-31,1.477447752321056585e-03,3.163424611947920661e-31,6.074190022146376891e-03,2.411196383292300671e-32,2.947404040344047543e-02,2.981675879124234871e-31,5.522181023030511837e-02,2.398743017436236492e-31,7.168778744886904197e-02,4.220799048934740316e-32
1.867925450974636638e-03,7.135718149073130899e-32,7.508056226831547053e-02,8.056942559332115066e-32,1.192132318332403684e-01,2.021972959629143657e-31,2.614639566248103120e-02,1.101006173121911633e-30,2.691202880064024611e-02,2.096446834324601691e-30,7.671877285256262224e-02,2.239198582310310375e-32,3.139724687080590326e-02,8.579585783436042520e-32,1.008980738003259530e-04,7.105168626759644859e-32,2.810417089607927452e-02,4.030267707676556406e-32,5.963634021645486394e-02,9.690121350779876114e-32,5.464510503671501235e-02,4.586137176054277266e-31,2.558780795298811958e-02,4.166133805537440644e-33,3.025502163110371356e-03,2.987093684395437665e-31,2.890488857298091976e-03,3.780327634519773305e-31,2.126386661719763260e-02,1.216517528272147176e-31,4.511477300657673606e-02
