8.942116295515389890e-01,1.195104718341600664e-29,8.976745886229497984e-02,9.842002938483146117e-31,1.337676516596235030e-02,2.446366959443562248e-31,2.192181715993271260e-03,6.631768056794006449e-32,3.734279941374112955e-04,3.077162828466139474e-32,6.478480590964118139e-05,2.657494072612355108e-32,1.133709509681090725e-05,1.484794653143712843e-32,1.990789314630378914e-06,8.233724395320195984e-34,3.497025328181780166e-07,1.067969341779621303e-32,6.133091530542583121e-08,1.777385722576234294e-32,1.072561117003437947e-08,7.069423447000613350e-33,1.868827879056970793e-09,7.047138426421511651e-33,3.242565912340262264e-10,4.055692880747208763e-32,5.600599420312585429e-11,2.038175192125476546e-32,9.627686717663680089e-12,4.438364290505332704e-33,1.647068895744714479e-12,5.600339181140484362e-33,2.804130513829058394e-13,2.096742170598694921e-33,4.751174912449742061e-14,5.994272676588789670e-34,8.012337780407303829e-15,4.968861950655185671e-33
9.268343264421995990e-30,7.164231462884105284e-01,5.268859843040447763e-30,2.149145984117285801e-01,2.834940367895657690e-31,5.316228004072463820e-02,1.099730231108341329e-31,1.214717786437952314e-02,1.274744773136242060e-31,2.649301559194250106e-03,1.108854308445394970e-32,5.593626636533659746e-04,6.606715143508412423e-32,1.151819437191696038e-04,8.041370499671893994e-33,2.323460076509365599e-05,2.279992769897562379e-32,4.604848594289151881e-06,3.839655258292662775e-32,8.985065762228950101e-07,4.030750157084287830e-32,1.728716189560669508e-07,4.983382645503732775e-33,3.283593034294368332e-08,2.416506175360510701e-32,6.163518136249699813e-09,4.545458570671848310e-33,1.144262954495576957e-09,3.579905607596234880e-34,2.102603898332744436e-10,8.676651300345219363e-33,3.826532439897340715e-11,9.199437674037831562e-33,6.901209324395444314e-12,1.402716868837743830e-33,1.234104833303590299e-12,5.175879854487914783e-33,2.189298152818099398e-13
8.976745886229497984e-02,1.282035345180770998e-30,4.411213054191723826e-01,6.958102512775649861e-30,3.026872916941229508e-01,1.105907429081916479e-30,1.168911578608977792e-01,1.559426893359365773e-30,3.624051439199806740e-02,3.436821780461181737e-31,9.965842575536834266e-03,1.666836693852804705e-31,2.535654231476660355e-03,1.677108592639304634e-32,6.101777960350299353e-04,3.038748832113539086e-32,1.406792104363937331e-04,8.986766897539713264e-32,3.133435268633389520e-05,3.345343114006110006e-32,6.781177147646872899e-06,5.795041253406326180e-32,1.431761669141733570e-06,7.330458991121403532e-33,2.958444447442185078e-07,3.056101897807922444e-32,5.996977867556965828e-08,2.796762751393336034e-32,1.194870645245215365e-08,5.329388804527996360e-33,2.343818308816972075e-09,2.236851935656847415e-33,4.532396223858552813e-10,1.037759604907940256e-32,8.650412436037378480e-11,7.117209226397834474e-33,1.631141516586160588e-11,2.244870345720018069e-33
1.965519839410772961e-30,2.149145984117292463e-01,2.454063400735429035e-30,1.833657539245359125e-01,2.708366513221634201e-30,3.059241756640387333e-01,1.949911982895290868e-30,1.825955304110313537e-01,1.335025160274691162e-30,7.604511874451984343e-02,6.171026965167158447e-31,2.616629323752266839e-02,1.761201826327825684e-31,7.976919411305620489e-03,1.220902228979388854e-31,2.233312914651456888e-03,1.329618304532998496e-32,5.864342045991771625e-04,6.330175288931212688e-32,1.463806477958087934e-04,7.985403769980261329e-32,3.505289776644557152e-05,2.342446724590795065e-32,8.105749207476309120e-06,1.981741500698900931e-32,1.818945836516633242e-06,2.452932311100640895e-32,3.975990589807613816e-07,3.133777227568948642e-32,8.491264964319519445e-08,2.114147996233958278e-32,1.776068938121548229e-08,8.437923022474964391e-32,3.645750608857342811e-09,2.703508784577941977e-33,7.356947482551715144e-10,6.659954686553732789e-32,1.461609749748161145e-10
1.337676516596236244e-02,2.333353856336589132e-31,3.026872916941238389e-01,1.737515741543649730e-30,3.052158960779672789e-02,1.711637245374219503e-31,2.281049416465806001e-01,1.058596231337165498e-30,2.198542199802832053e-01,8.884048946034780390e-31,1.238154281418811231e-01,9.455017520119054749e-31,5.329552458976503926e-02,9.234904818518756846e-32,1.943125066008661098e-02,1.159665925892927810e-31,6.315980615336155846e-03,5.683498657134395607e-32,1.885051972502678648e-03,3.850174722014500179e-33,5.263318782360937656e-04,1.529001582006678050e-31,1.392326963987714514e-04,2.873625465451323437e-32,3.521111783432078407e-05,4.743774966013789980e-32,8.569919648089059598e-06,8.299049515634866098e-32,2.017698685118043322e-06,4.451113626611001539e-32,4.613937940078337074e-07,1.188802868637581596e-32,1.028106941285337375e-07,5.777737288177166148e-32,2.238319488658678023e-08,1.223380290829103007e-31,4.772010818537890726e-09,6.286002868260013661e-33
5.270183745803466123e-31,5.316228004072477004e-02,1.017699101854337340e-31,3.059241756640395105e-01,4.632958418040314285e-31,3.626223274228200077e-03,1.167868410509227815e-31,1.160691863929653039e-01,2.360799314175394562e-31,2.085470704757342864e-01,1.291585998246460014e-30,1.634131406594097613e-01,6.849491084375470715e-31,8.871602762136315823e-02,6.202632749511430019e-31,3.877414659449687773e-02,9.728841636568409750e-32,1.463595397046131563e-02,4.273195576135592323e-32,4.962280389748110858e-03,1.066696103524532820e-31,1.548534817079641641e-03,2.762888276581342404e-31,4.520979981928530188e-04,4.103647474358336744e-32,1.249185255480657450e-04,1.490142776277506836e-31,3.294547543492569897e-05,2.466229339199048954e-32,8.347445037720227571e-06,1.042028074964191278e-31,2.042238754488785320e-06,1.306787769812574567e-31,4.844244379794653782e-07,2.066235510844707620e-32,1.117799446213387630e-07,9.909930873538981438e-32,2.516118932355042288e-08
2.192181715993268658e-03,1.748374536486970000e-31,1.168911578608981122e-01,1.254992630571363048e-30,2.281049416465808777e-01,3.901061971898094514e-31,5.966753534087451682e-02,6.831226290807723759e-31,2.823847634406265877e-02,1.005830939419222072e-31,1.523700358531190346e-01,9.757232691762342096e-31,1.775668383665956751e-01,6.519702365475428244e-32,1.240065448540778326e-01,6.584973812565852740e-31,6.545191794110905015e-02,1.233376489140226916e-31,2.877526037047187582e-02,9.832008343372692197e-32,1.109482236182336365e-02,2.660261228489147068e-31,3.870325413190037287e-03,2.754507527206302145e-32,1.246777086430761331e-03,2.606036924362897732e-31,3.762253040857664924e-04,6.588656746075602415e-32,1.074622240608346193e-04,1.682558061489346377e-31,2.928477762951688367e-05,3.516895192445683944e-33,7.660894380668898681e-06,4.307512362817957479e-32,1.933319232290852555e-06,8.934687398396057949e-32,4.725584116462598781e-07,7.069902359207845812e-33
1.222563675190936589e-31,1.214717786437958733e-02,3.694000504975438747e-31,1.825955304110316035e-01,8.477897051519640717e-31,1.160691863929654150e-01,1.697231743575715381e-32,1.275768841342732607e-01,1.794987962893778154e-30,1.797695575072871138e-04,6.295244022326626420e-31,7.784310639589937797e-02,1.303053858943201047e-30,1.576833522717794311e-01,5.497067184498459749e-31,1.472381114548929337e-01,5.511198093978555720e-31,9.520349224463332816e-02,1.665773032401415205e-31,4.905544917306672165e-02,5.299834073337928556e-32,2.157239346912805458e-02,8.141653744366686479e-32,8.423579189646991303e-03,5.841217765469532618e-32,2.995710397757747265e-03,2.558626818766169524e-31,9.873387033813474552e-04,9.687882264694370566e-32,3.053863593406019720e-04,1.632383826268152766e-31,8.948327780658678658e-05,3.194816968995437767e-32,2.502128531613258706e-05,4.235851277010058150e-32,6.715330392654992816e-06,1.546788206077991392e-33,1.738022935061247471e-06
3.734279941374144939e-04,1.839736620614096256e-31,3.624051439199816455e-02,2.187952083653938645e-31,2.198542199802833164e-01,7.847279085377023010e-31,2.823847634406263102e-02,1.034503536421972329e-31,1.524159736016307276e-01,2.593123983224784049e-31,2.822853755738860895e-02,1.849999706409731088e-31,1.939974945992374231e-02,3.698110446099712375e-31,1.100373961342474005e-01,1.042611388295791820e-30,1.482288833432445774e-01,6.464370876404173232e-31,1.203958560035296860e-01,5.745012538568654334e-31,7.349396410260113088e-02,2.330298365806250130e-31,3.705444873371715325e-02,7.962633663736476871e-32,1.623963494442306338e-02,3.440601243521360358e-32,6.384763617511770781e-03,1.731933613540691254e-31,2.299920713473788732e-03,4.277375202471928852e-32,7.705281234864025603e-04,1.392632182063722633e-31,2.427714018828826823e-04,7.903293793480725482e-32,7.255077434708038196e-05,3.233821098037112059e-32,2.070338084635770036e-05,6.370343903930750515e-32
4.973239063544592856e-32,2.649301559194260081e-03,8.396500085315971507e-32,7.604511874452009323e-02,2.424695711060720867e-31,2.085470704757340366e-01,1.367315331322092607e-30,1.797695575072928329e-04,8.384756657382256735e-31,1.215601336968651219e-01,3.080401509123537432e-31,7.828521792822516756e-02,7.356904733482857094e-32,1.455372847819250918e-04,1.355431251359910880e-30,5.394501746822987637e-02,8.409255958395247602e-31,1.242050472562255953e-01,9.643392943088363365e-31,1.324434130389498532e-01,9.027381855401058220e-31,9.746229789611667027e-02,5.361831485539259560e-31,5.680644120664692098e-02,6.202374236929160460e-32,2.806440041523166132e-02,6.700670262185606198e-33,1.222720979931623750e-02,2.009082872640852618e-31,4.820312136454617778e-03,1.455536579163733395e-33,1.750473294701161480e-03,1.203165031916629170e-31,5.932442385745768021e-04,8.006067448641087302e-32,1.894991480786663090e-04,2.333971357205547671e-32,5.749591047334990903e-05
6.478480590964252309e-05,3.281096165690820437e-32,9.965842575536879369e-03,9.460645114810901661e-32,1.238154281418812064e-01,7.196492086200384658e-31,1.523700358531189514e-01,1.391403128782590782e-30,2.822853755738859854e-02,1.109349616180339382e-31,6.145350150689515151e-02,8.622099862314169296e-31,1.108625937779047221e-01,1.254654485215628934e-30,2.015037905643507141e-02,1.941218220744962372e-31,1.239494233039943605e-02,8.661989134191073450e-32,8.249760225729337038e-02,8.221678537118762283e-31,1.255671989968018543e-01,1.192038872821003924e-30,1.145889583963188713e-01,7.129794674378326828e-31,7.819249924708206179e-02,2.876049177366979613e-31,4.382953559731524174e-02,4.274537878883409326e-31,2.123781501914990405e-02,1.561035456803076692e-31,9.182183071977902816e-03,4.107519821113759522e-33,3.618795067211876861e-03,2.769256260498806121e-31,1.320134384397301684e-03,4.469420926823101720e-32,4.509067508382410237e-04,4.776618236592701323e-32
6.655757188868369720e-33,5.593626636533711787e-04,7.573106059885627282e-32,2.616629323752271349e-02,1.203261970700446189e-31,1.634131406594100944e-01,6.209224548297273154e-32,7.784310639589930858e-02,1.305775084838987027e-30,7.828521792822511205e-02,6.347783694196806330e-32,1.252976687149480114e-02,2.438041212981171327e-30,1.051176252927200211e-01,1.011550626384880653e-31,5.875640546280950366e-02,4.209978248053539684e-31,3.454497438532462572e-04,1.253816097172789437e-31,3.822390773649866902e-02,2.164003288749352989e-31,1.001049217056678570e-01,6.926749818219367120e-31,1.188956765235245905e-01,1.506505843099751533e-31,9.684064678796182324e-02,6.761815632412591731e-32,6.217524640460701801e-02,6.281172916005558981e-31,3.368055736409223538e-02,3.397549347378551452e-32,1.601814685752788944e-02,4.562383573636957918e-31,6.863677245884078175e-03,5.437887649414636070e-32,2.698162750091676314e-03,3.878702006631608437e-32,9.861005019404975834e-04
1.133709509681022793e-05,8.690068351248939876e-32,2.535654231476676401e-03,1.165418763524659761e-32,5.329552458976520579e-02,1.313469015539314699e-32,1.775668383665956751e-01,1.471983990462535186e-31,1.939974945992365557e-02,8.660206572887347572e-31,1.108625937779047638e-01,1.212201013131812244e-30,1.183244290070419253e-03,5.236994985635070757e-31,6.786175645398158374e-02,2.182139713716040402e-31,8.841443957582427460e-02,5.644338823424212786e-31,1.739926302660587537e-02,1.090258307525837025e-30,7.679478254099945944e-03,5.443304765532050491e-31,6.344535572464887752e-02,1.251514241170900002e-30,1.074250238381289774e-01,1.696426863661189673e-31,1.076914650381393390e-01,3.950824960760528475e-31,8.029921700893091763e-02,3.341007434097323567e-31,4.898351341603990328e-02,4.835544337899554106e-32,2.573304640552296838e-02,5.040202880023364735e-31,1.201869831465624504e-02,1.736966236567338996e-32,5.099263075786023870e-03,3.064156899838717827e-32
6.568529839286783028e-33,1.151819437191722466e-04,1.869367117386083000e-33,7.976919411305649979e-03,3.628247267470899173e-32,8.871602762136329701e-02,1.956051557791283645e-31,1.576833522717795699e-01,2.207917284578180276e-32,1.455372847819325999e-04,1.795268665770354489e-30,1.051176252927200905e-01,5.461054972789341551e-31,2.587536649862378496e-02,1.787701869794784988e-31,2.466429962207525306e-02,4.058113822023177039e-31,9.092262817715296430e-02,3.311267954133069405e-31,4.893821649192067053e-02,1.894097662017573858e-31,7.286475954010217986e-04,6.520950965136380464e-31,2.767456261782220636e-02,1.767716613484098028e-30,8.213346011834814220e-02,2.649885293911893513e-31,1.067325937134954855e-01,4.380448995949957191e-31,9.436089521586134288e-02,2.805376529420370728e-31,6.548609942615037094e-02,2.228503265220827451e-31,3.821793416925960141e-02,2.615994660401357192e-31,1.952220214751771224e-02,2.566224140546233643e-32,8.958525870033304250e-03
1.990789314630555097e-06,8.186568043100315901e-34,6.101777960350312363e-04,1.707026401163645239e-31,1.943125066008666302e-02,3.357182869229808732e-31,1.240065448540779436e-01,1.325972321066187605e-31,1.100373961342472062e-01,1.302442508709633171e-30,2.015037905643516508e-02,6.382989656857941607e-31,6.786175645398161149e-02,1.099163117527460108e-30,6.293144294747307632e-02,1.892423796835550056e-30,1.240889144644771432e-03,2.658824475046249341e-31,6.645046798137456412e-02,3.597319040719019483e-31,7.478976526656784529e-02,1.026202813284388469e-32,1.623037249126357828e-02,9.994327939182857993e-31,4.716595993439998309e-03,1.050065982777494338e-30,4.993918392155483055e-02,3.442775080674989130e-31,9.279447796129360049e-02,1.009321069468321002e-30,1.004775368384113604e-01,2.568136745271139656e-31,8.050038081873853169e-02,5.768040282823749063e-32,5.259645645735791519e-02,8.451363237296367696e-31,2.951690623179021103e-02,7.503909382676778546e-32
