9.976351331717684401e-01,2.362068323773386727e-03,2.796296251333495372e-06,2.206899957556555751e-09,1.306301349599635061e-12,6.185774611569263930e-16,2.440976295200582681e-19,8.256314779194774240e-23,2.443526065115064148e-26,6.428285947669942364e-30,1.522004399030564721e-33,3.276000376978834570e-37,6.463733134017997612e-41,1.177228549452647132e-44,1.990918447353710042e-48,3.142555324650008000e-52,4.650328901096804865e-56,6.476725176294796291e-60,8.519295544272294856e-64,1.061624186453610561e-67,1.256786564142590864e-71,1.416977502570848675e-75,1.524968927668455937e-79,1.569834536048081353e-83,1.548685949013446603e-87,1.466709381818755077e-91,1.335646229684111402e-95,1.171246750329822203e-99,9.904010409528919658e-104,8.086001373894624219e-108,6.381654333063024119e-112,4.874076074180737478e-116,3.606309912209976639e-120,2.587437250384526034e-124,1.801820939772231489e-128,1.218889415989322941e-132,8.016458077150516456e-137,5.129812862894642200e-141,3.196234582383520313e-145,1.940415609738497446e-149
2.362068323773386727e-03,9.929165891167244240e-01,4.712958083241312879e-03,8.375652579460547218e-06,8.817152512316732006e-09,6.525322437972383644e-12,3.708536173329351959e-15,1.707527718053406221e-18,6.601142760197369879e-22,2.198016519333416932e-25,6.425242299231923306e-29,1.673484196415483862e-32,3.929649309462149559e-36,8.399792558723401382e-40,1.647562559206776661e-43,2.985434978838433108e-47,5.026600524295990957e-51,7.903357198651948545e-55,1.165503857264328814e-58,1.618262761356615116e-62,2.122745688038091133e-66,2.638656687697677203e-70,3.116679555433887366e-74,3.506706446919328949e-78,3.766859553927603104e-82,3.870981552569508647e-86,3.812749888312986818e-90,3.605612374633150717e-94,3.278936299789973014e-98,2.871694049828664707e-102,2.425417528018038552e-106,1.978010662073130814e-110,1.559473548441996612e-114,1.189911506296958443e-118,8.796061455729472897e-123,6.305520095470870796e-127,4.387424731560316691e-131,2.965709894539528502e-135,1.949085981639323662e-139,1.246380139306272451e-143
2.796296251333495372e-06,4.712958083241312879e-03,9.882147963642265998e-01,7.052702350558093941e-03,1.672486936153955902e-05,2.201679080735972439e-08,1.955743048734870358e-11,1.296963403951994042e-14,6.825491049171291201e-18,2.968756146921322687e-21,1.098430079140406046e-24,3.532210014522101156e-28,1.003658310700714553e-31,2.553264190784114943e-35,5.877713182691574843e-39,1.235253998563721549e-42,2.387594059938121193e-46,4.271346013071319720e-50,7.111040275538402852e-54,1.106937398278444051e-57,1.617859467318943926e-61,2.228355275315083244e-65,2.901867894011680121e-69,3.583410058454471751e-73,4.207181406915626644e-77,4.707645456329300161e-81,5.031322879477266293e-85,5.146274935851673839e-89,5.046972053275512347e-93,4.753653596702342152e-97,4.306837734287127948e-101,3.758803790156545673e-105,3.164333642132501457e-109,2.572750598187646616e-113,2.022559301702440518e-117,1.539096374960682225e-121,1.134840062801707299e-125,8.115668134831532769e-130,5.634127662100329324e-134,3.800244055255531471e-138
2.206899957556555751e-09,8.375652579460547218e-06,7.052702350558093941e-03,9.835297108546169342e-01,9.381334124811738923e-03,2.783078345226388560e-05,4.398145625687516385e-08,4.559078941997290063e-11,3.455839727404877470e-14,2.046262246706073988e-17,9.889996781624382312e-21,4.025458021146204871e-24,1.412215008290055171e-27,4.347313887989942572e-31,1.191053132642295908e-34,2.937786163228427075e-38,6.585793143242449053e-42,1.352542874836313570e-45,2.562049166209099917e-49,4.502404418901395845e-53,7.377641378398552531e-57,1.132219389892841902e-60,1.633740313443557852e-64,2.224263741424442294e-68,2.866111032469818048e-72,3.505262710139785668e-76,4.079154429886969027e-80,4.527332925904929925e-84,4.802315177372386211e-88,4.877884036729189546e-92,4.752849692337885867e-96,4.449672323651626806e-100,4.008757870968180759e-104,3.480235327398470607e-108,2.915352549859120958e-112,2.359313931026400678e-116,1.846658429518657971e-120,1.399446718982416310e-124,1.027849416275426914e-128,7.323428600346471184e-133
1.306301349599635061e-12,8.817152512316732006e-09,1.672486936153955902e-05,9.381334124811738923e-03,9.788612886195052765e-01,1.169888633215368685e-02,4.168026810981912317e-05,7.687642626026065672e-08,9.109522376854293183e-11,7.769502849763334956e-14,5.112195142510315845e-17,2.718139328911172756e-20,1.207002043350395192e-23,4.587525517717798409e-27,1.520904887332222546e-30,4.464686829877992876e-34,1.174686444429436666e-37,2.798015417954358145e-41,6.084521608419680972e-45,1.216613197653814209e-48,2.250575168161657544e-52,3.872242814392786898e-56,6.225654716831620618e-60,9.391782707838138532e-64,1.334257324788609244e-67,1.790933842556950696e-71,2.277951689013570399e-75,2.752885993452831465e-79,3.168532793722417092e-83,3.481044413960052349e-87,3.657771427000372186e-91,3.682835589224701280e-95,3.559156617504627802e-99,3.306703232837178512e-103,2.957748169135777704e-107,2.550556007402260210e-111,2.123077852142659748e-115,1.707921151066234522e-119,1.329294516483533883e-123,1.002021364191594455e-127
6.185774611569263930e-16,6.525322437972383644e-12,2.201679080735972439e-08,2.783078345226388560e-05,1.169888633215368685e-02,9.742094857816138154e-01,1.400539182592833512e-02,5.826023292196096256e-05,1.228566418627208123e-07,1.638160986001868647e-10,1.552674161989143085e-13,1.123922109817000090e-16,6.519673062627529995e-20,3.136554194599506221e-23,1.283898907418230246e-26,4.560750552188895803e-30,1.428136025931521842e-33,3.992479151265182844e-37,1.006944861435159854e-40,2.311388329701969331e-44,4.865012579239719215e-48,9.449782846036223082e-52,1.703338633088422496e-55,2.863087456521690314e-59,4.506988381156278535e-63,6.669782355164575264e-67,9.310851529202331130e-71,1.229840663937526948e-74,1.541311996991260795e-78,1.837400937474002892e-82,2.088246262600975724e-86,2.267420560919223183e-90,2.356616173066189310e-94,2.348659809812313998e-98,2.248203286169650114e-102,2.070107464547541119e-106,1.836128583855437482e-110,1.570852174984309622e-114,1.297839298489634573e-118,1.036709445665575060e-122
2.440976295200582681e-19,3.708536173329351959e-15,1.955743048734870358e-11,4.398145625687516385e-08,4.168026810981912317e-05,1.400539182592833512e-02,9.695742585546217596e-01,1.630088338680234922e-02,7.755762373221335593e-05,1.840667353624508985e-07,2.727682154240738276e-10,2.844322530183463780e-13,2.246323541589293550e-16,1.411759677131103743e-19,7.314775770788822013e-23,3.208227361992063254e-26,1.215676600705386106e-29,4.044788693912133892e-33,1.197307470729795779e-36,3.187580232019453246e-40,7.702195571371217251e-44,1.702250473544327269e-47,3.463955256218172640e-51,6.527747080151425424e-55,1.144949566690081466e-58,1.877467212179349309e-62,2.889587314408807108e-66,4.188981374621317288e-70,5.738074845344702249e-74,7.448204832885892187e-78,9.185264596253100489e-82,1.078730738156941642e-85,1.209078882989041893e-89,1.295919699401748925e-93,1.330689911071795407e-97,1.311244916990065649e-101,1.241874754951525422e-105,1.132111743889510435e-109,9.947302884617327230e-114,8.434780555409963803e-118
8.256314779194774240e-23,1.707527718053406221e-18,1.296963403951994042e-14,4.559078941997290063e-11,7.687642626026065672e-08,5.826023292196096256e-05,1.630088338680234922e-02,9.649555632430105723e-01,1.858539372289387190e-02,9.955942256618687577e-05,2.626410578644860586e-07,4.282297240528019367e-10,4.872132702967779346e-13,4.168921394847791312e-16,2.821847982943412388e-19,1.566627216909883182e-22,7.329618611302583268e-26,2.951086513209950187e-29,1.039678093762235098e-32,3.248650805288382388e-36,9.104291682230639816e-40,2.309929236261483788e-43,5.348346737190973038e-47,1.137839701843416501e-50,2.237495945178315125e-54,4.088086500445681772e-58,6.971798606080759797e-62,1.114303790001927093e-65,1.675231900393972520e-69,2.376713020258578371e-73,3.191457984789787512e-77,4.066989566856363575e-81,4.930442403477768745e-85,5.698943658657748541e-89,6.293402623086278763e-93,6.652363157378366913e-97,6.742480881568177739e-101,6.563192458423815714e-105,6.144840045017805154e-109,5.541273509291315036e-113
2.443526065115064148e-26,6.601142760197369879e-22,6.825491049171291201e-18,3.455839727404877470e-14,9.109522376854293183e-11,1.228566418627208123e-07,7.755762373221335593e-05,1.858539372289387190e-02,9.603533562419082070e-01,2.085895546990140098e-02,1.242526475580173152e-04,3.607037067812996344e-07,6.417360503877485439e-10,7.910965963174623806e-13,7.290676504396635015e-16,5.287832898788908358e-19,3.131605790366403927e-22,1.556806381809166201e-25,6.637086206754705483e-29,2.468261077159687647e-32,8.118668657386445265e-36,2.389068223537695218e-39,6.350300066511937952e-43,1.537194612474766743e-46,3.412568287487942849e-50,6.990335399912653639e-54,1.328296987290421442e-57,2.352424932625013311e-61,3.899183849394073447e-65,6.071408559929500630e-69,8.910838887187149755e-73,1.236445968509911838e-76,1.626487696542526758e-80,2.033437085709798588e-84,2.421626278192219449e-88,2.752898011373054698e-92,2.993074620224476790e-96,3.117905196488293330e-100,3.117040218791143353e-104,2.995166243423410213e-108
6.428285947669942364e-30,2.198016519333416932e-25,2.968756146921322687e-21,2.046262246706073988e-17,7.769502849763334956e-14,1.638160986001868647e-10,1.840667353624508985e-07,9.955942256618687577e-05,2.085895546990140098e-02,9.557675940369356749e-01,2.312160119123261512e-02,1.516243528769238319e-04,4.803685532802313725e-07,9.260738400986162989e-10,1.229623245656684451e-12,1.214290616422682583e-15,9.395026809998918997e-19,5.912142834138029305e-22,3.112138284233894045e-25,1.400559442478428238e-28,5.482860114123995051e-32,1.893665979489111749e-35,5.837969242813659006e-39,1.622342144125472183e-42,4.097972449939845805e-46,9.476715908151574381e-50,2.018898972222109245e-53,3.983897827191620678e-57,7.316922556088081775e-61,1.256120379995455332e-64,2.023367252049413673e-68,3.068657042973906682e-72,4.395384942551606729e-76,5.962658619804024213e-80,7.680474374517069301e-84,9.415783901306026139e-88,1.100972981013798031e-91,1.230285313668174596e-95,1.316241070491094094e-99,1.350511106287898055e-103
