9.276391223386313278e-01,1.248646876098911498e-30,6.487755787920398975e-02,6.818615681803683517e-32,6.647316167941992246e-03,4.599872624292299527e-33,7.401530131033448113e-04,1.791465683824519437e-32,8.476937018094705403e-05,1.938678459754694644e-32,9.799085273535283489e-06,9.165503165746652021e-33,1.134167726311329402e-06,1.255479964751476030e-33,1.309645929826416622e-07,1.880960070238895000e-32,1.506530936491796883e-08,2.088049905630470527e-32,1.725832653712061964e-09,5.882352674612708172e-33,1.969390635602297083e-10,1.562774898785178525e-33,2.239956715703668857e-11,2.817046446988269853e-33,2.541313853590980875e-12,2.266827194058882718e-33,2.878424161658188476e-13,2.624079062532242364e-33,3.257612941312474706e-14,9.253101975762568067e-33,3.686802403071545341e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.435314639105880017e-30,8.005359048764024710e-01,6.640232985945879120e-31,1.662904759598174131e-01,6.594347009727013676e-31,2.810511777562600330e-02,3.233898963180186350e-31,4.335026889952849766e-03,9.559978764049388697e-32,6.314850223304976830e-04,5.198522888368751930e-32,8.824648120515476545e-05,3.993250144955642888e-34,1.193791675016310177e-05,1.300767714122818576e-32,1.572953171571731227e-06,2.498684119724526270e-33,2.027945341358061035e-07,2.363474715135040878e-32,2.567771052517759319e-08,4.575893047896600089e-32,3.203051832967483256e-09,2.511502018203526277e-32,3.946738874717654217e-10,1.039508056635722640e-32,4.814922020504614303e-11,6.592766686057075052e-33,5.827754707322376831e-12,3.730945293662099617e-33,7.010533787235015823e-13,7.589349613865097618e-33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.487755787920396200e-02,7.925882108052916865e-31,5.870377952072736161e-01,1.796829356950113305e-31,2.631496268985055731e-01,6.284371024333961529e-31,6.788609152849013617e-02,2.128349960626197716e-31,1.400393210308866626e-02,1.126300778136944492e-31,2.542964103353269074e-03,2.814241244943836734e-32,4.240251345970850712e-04,3.315850801692325503e-32,6.643152539402048676e-05,7.920152344923889043e-33,9.919927174019785196e-06,6.137014341533976158e-32,1.425844681307144895e-06,8.306721670479319182e-33,1.987112111074965902e-07,3.963497727542307936e-33,2.700285642506463223e-08,5.076941096543353633e-33,3.594228256003896260e-09,5.613805884482567467e-33,4.703651258146801528e-10,1.226539899603160943e-32,6.070988653724539553e-11,3.426986302393248043e-32,7.748746999167823549e-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.294978579317323785e-32,1.662904759598175519e-01,1.305380169872364756e-31,3.515149309224975815e-01,2.030644370082837322e-31,3.192216985728094092e-01,2.486453702441126239e-31,1.211887049655427789e-01,1.069574303208691063e-31,3.272739976679034379e-02,4.839903097709166604e-32,7.306104252637789925e-03,1.133274919532109167e-32,1.439528438652713143e-03,2.979859904435031476e-32,2.593085719404637172e-04,3.304220842347621456e-33,4.363922220268657567e-05,8.102348937126926456e-33,6.962044471967013963e-06,5.153489475576446647e-33,1.064057702732645372e-06,4.330769654918023662e-33,1.570452955132403170e-07,9.924891002647876339e-33,2.252359845365232891e-08,3.526441949643567226e-33,3.155004866611037251e-09,8.105773958724951974e-33,4.334288030686965066e-10,9.422623726671890352e-33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.647316167942000920e-03,6.914659069424840840e-31,2.631496268985056841e-01,3.229761396015385817e-31,1.550084383552156886e-01,1.144147541741544282e-31,3.166461694182727271e-01,3.520544963898738758e-32,1.756003618717717485e-01,1.017520603931003782e-31,6.140688977717825847e-02,4.891402969933449950e-32,1.670259824295287215e-02,3.675233410104389051e-32,3.861389258177651794e-03,9.644611385079376376e-33,7.952959863501116210e-04,1.592784221653038253e-32,1.501604972198807052e-04,2.192508670927403814e-33,2.649110713104428465e-05,1.631590442798385973e-32,4.426491209394053781e-06,9.182734607633940215e-34,7.077008746688258028e-07,3.903958539593342875e-32,1.091188064204234239e-07,3.501073064489767319e-32,1.632845894366292193e-08,6.643589403436525627e-34,2.383489898881248536e-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.303044314962904117e-32,2.810511777562603106e-02,6.762312691564198225e-31,3.192216985728095757e-01,1.124350848640975134e-31,3.562842954650224936e-02,5.362341435924194295e-33,2.604628132461094814e-01,4.540581790370553403e-31,2.156640683480849086e-01,2.283143887001196855e-31,9.750379740298376063e-02,4.285861802958030777e-32,3.216241793375021474e-02,7.285864527973692421e-32,8.683462909456285753e-03,8.923103867433107015e-33,2.036384599718622877e-03,1.422103976559979757e-32,4.298314598026193581e-04,2.739110128509487031e-32,8.359755294252619088e-05,3.941578837697766506e-33,1.523126459569363589e-05,7.380909445113719517e-32,2.631852327140529671e-06,1.431890895565750827e-33,4.353917771018543061e-07,1.309952957818695583e-32,6.947784688652534793e-08,2.330051408432591984e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.401530131033449197e-04,2.178647334049950516e-31,6.788609152849027495e-02,1.405132508626806302e-31,3.166461694182728381e-01,4.795003986518754469e-32,2.324944324254037261e-04,3.752145663535110095e-31,1.737233375253702528e-01,2.652895046865311836e-31,2.289981687031049096e-01,4.437256086204586175e-32,1.349749547233946023e-01,1.022690470089793720e-31,5.396248849036203166e-02,3.379181942868084871e-31,1.697135634270969043e-02,3.938059381883082118e-32,4.518740941205355230e-03,2.420332205601758221e-32,1.063346630652914609e-03,3.993644418065631635e-32,2.274242310375165885e-04,4.765741348822827408e-33,4.508088900249586784e-05,6.265286174696204820e-32,8.402159283683543304e-06,2.117851763876336097e-32,1.488713249600426638e-06,4.699751987872632641e-32,2.529376048536847278e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.035728741109674323e-32,4.335026889952862776e-03,9.568265221312862831e-32,1.211887049655429316e-01,5.162903305535885233e-32,2.604628132461094814e-01,1.725845255158463930e-31,2.845843658172867927e-02,2.951489780836702257e-31,8.659848155393164160e-02,5.535929169678299637e-32,2.111646056326794141e-01,1.942528572200378676e-33,1.657237500784007889e-01,1.808842259451113196e-31,8.061154781687514259e-02,6.639313783573992736e-32,2.952025536700464414e-02,1.569385534512477420e-32,8.909152798373358786e-03,2.397062230824343998e-33,2.332686823843933659e-03,1.014251213344223927e-32,5.475563341836014054e-04,3.605413145764701096e-32,1.178667395336371816e-04,2.444369174925788678e-32,2.365487206923838355e-05,1.224430482609087889e-31,4.481945660687487788e-06,1.132138385143342063e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.476937018094813823e-05,4.824061959717424949e-32,1.400393210308870269e-02,5.434566171717826817e-32,1.756003618717719983e-01,2.431810958965921663e-31,1.737233375253702805e-01,1.822689866080764578e-31,8.532537994709710194e-02,5.137464197286820353e-32,2.462901853450949821e-02,5.965792354729412527e-32,1.673060468284403024e-01,3.203587929936612863e-32,1.820817370529118073e-01,1.084203639104243803e-31,1.087442431372272617e-01,8.794394129265015745e-32,4.645405296224652814e-02,1.532469022379351278e-32,1.588407639996516907e-02,3.994470630964486570e-33,4.621787657096937223e-03,2.480544915974050906e-32,1.188915895914579744e-03,2.372236521316868024e-32,2.775011754481023201e-04,5.796673300521179977e-32,5.988170809044954067e-05,5.880623766972101746e-32,1.211643224011554864e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.883937273114521430e-33,6.314850223305028872e-04,1.167773593972403104e-31,3.272739976679035767e-02,3.029798740302295505e-32,2.156640683480851306e-01,1.675128167293172153e-31,8.659848155393154445e-02,4.868313122401912836e-32,1.361988549698756878e-01,6.002093749979139341e-32,6.374706610018384496e-04,8.960125379939788302e-32,1.101325506317726854e-01,2.551461946092750765e-32,1.793720258019471658e-01,3.918919137995422595e-32,1.336725059855383146e-01,1.997171491167183335e-31,6.690662972939034892e-02,7.703864020085958285e-33,2.594093904562148542e-02,8.574191336802291290e-32,8.383907420992700241e-03,4.423084023897274765e-32,2.361135021812527796e-03,5.040548292035653369e-32,5.968606285826127738e-04,9.238862217535937205e-32,1.383168783917299396e-04,3.710848102299829811e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
