9.981530136922496244e-01,1.845279577447266018e-03,1.705678724721962538e-06,1.051092726011697700e-09,4.857872276862065429e-13,1.796143953757502720e-16,5.534201187190587304e-20,1.461577861184061857e-23,3.377512942774559092e-27,6.937764685119487458e-31
1.845279577447265368e-03,9.944658658948042351e-01,3.683739593273819939e-03,5.110731560958726278e-06,4.200485504297275713e-09,2.427140326529344954e-12,1.077022370422488917e-15,3.871894892228787343e-19,1.168721949316286944e-22,3.038512979111827880e-26
1.705678724721961903e-06,3.683739593273819939e-03,9.907889395595094184e-01,5.515395802213457314e-03,1.020886749036176207e-05,1.049150834069697943e-08,7.276037195228130516e-12,3.767255619724263535e-15,1.547939986571321521e-18,5.256818304831108843e-22
1.051092726011697286e-09,5.110731560958726278e-06,5.515395802213457314e-03,9.871222136936469438e-01,7.340263931821025371e-03,1.699380906790238380e-05,2.096362198778823030e-08,1.696486647318019071e-11,1.003982472511577781e-14,4.641367263792423279e-18
4.857872276862063409e-13,4.200485504297275713e-09,1.020886749036176207e-05,7.340263931821025371e-03,9.834656673384536418e-01,9.158359682510108790e-03,2.545929240036031414e-05,3.665242599989076555e-08,3.390464266666896599e-11,2.257568551411515508e-14
1.796143953757583086e-16,2.427140326529455217e-12,1.049150834069745423e-08,1.699380906790315629e-05,9.158359682510523389e-03,9.798192795691200718e-01,1.096969872759114700e-02,3.559906712484129174e-05,5.858966677593537397e-08,6.098322491046372118e-11
5.534201187753117737e-20,1.077022370531964470e-15,7.276037195967713994e-12,2.096362198991911374e-08,2.545929240294817259e-05,1.096969872870568255e-02,9.761830295937499180e-01,1.277429671460503062e-02,4.740689639213088491e-05,8.780324559911664491e-08
1.461578044578271098e-23,3.871895378062024777e-19,3.767256092427692928e-15,1.696486860187846718e-11,3.665243059892231388e-08,3.559907159169905649e-05,1.277429831618528619e-02,9.725570182910205919e-01,1.457217108734341383e-02,6.087656445978698760e-05
3.377770241820652407e-27,1.168810982592488409e-22,1.548057908689964749e-18,1.004058955929065647e-14,3.390722552345267076e-11,5.859413013865785437e-08,4.741050784622448004e-05,1.457327936720250600e-02,9.690146729812267878e-01,1.636457851567713409e-02
7.066666379756555629e-31,3.094967686061506657e-26,5.354488493810751022e-22,4.727602547473793830e-18,2.299513533007744723e-14,6.211627588468216603e-11,8.943460492059479341e-08,6.200762593264805679e-05,1.666735801027108624e-02,9.832705448670520099e-01
