7.691353057940470972e-01,3.482059572724261615e-02,1.154368783456642122e-01,1.746375124914146745e-02,2.897571468387929311e-02,8.873792031422189641e-03,9.023600711270609795e-03,4.915905826232146864e-03,3.233932073335872223e-03,2.869104496054013329e-03,1.271730724205752221e-03,1.703276582647329351e-03,5.311434881723527818e-04,1.009828623880475434e-03,2.313054916355693680e-04,5.935775816956050674e-04,1.043555025972664984e-04,3.451526609115564853e-04,4.888674958057171138e-05,1.984842460973663546e-04,2.394874266096681367e-05,1.129207235532562331e-04,1.235354944579302366e-05,6.358687231707652054e-05,6.722406526056716862e-06,3.545769721625433799e-05,3.837725821929788148e-06,1.958736373439286978e-05,2.272502441558556939e-06,1.072274030492848908e-05,1.377283654940874803e-06,5.818550283651032740e-06,8.441499281455192565e-07,3.130376135282970056e-06,5.184586648961579690e-07,1.670042165245433153e-06,3.170904864301047011e-07,8.836319909153828922e-07,1.923575766144230405e-07,4.637510848331179115e-07,1.154714251271964846e-07,2.414439123671536040e-07,6.850594163840041010e-08,1.247131089492823784e-07,4.014237864715050059e-08,6.391698716455882967e-08,2.322810347787527394e-08,3.250694765056005607e-08,1.327291554256432906e-08,1.640738183421977891e-08,7.490783484804147382e-09,8.219701291214790226e-09,4.176295341243022159e-09,4.087744149609860543e-09,2.300669023968623005e-09,2.018279376591207217e-09,1.252690525569658303e-09,9.896322028200271450e-10,6.733756246807771011e-10,4.782548208348640283e-10,3.901631490137810376e-10,2.470192406077865854e-10
4.012678282724296830e-02,4.762358169730032675e-01,4.252552765357945491e-02,1.980407983293381857e-01,3.854223252534007271e-02,7.470993427475713933e-02,2.610469703677649814e-02,2.902588244220948022e-02,1.750602191979011221e-02,1.197999025694458652e-02,1.204955804627678984e-02,5.240779880575459002e-03,8.329424893445879982e-03,2.395963490814317660e-03,5.675183621395647922e-03,1.131238964055886241e-03,3.782519512386956894e-03,5.501009050613539682e-04,2.463273743856161761e-03,2.776230221929375458e-04,1.569411005092619842e-03,1.475169042824437814e-04,9.801323886706753835e-04,8.360532450674394180e-05,6.011207276787727252e-04,5.065381459443202625e-05,3.626276642442677399e-04,3.243276407539280386e-05,2.154546546946044521e-04,2.152050412649714648e-05,1.262161428873115874e-04,1.451334057346262158e-05,7.296603380827270194e-05,9.802291066005606231e-06,4.165706382420367133e-05,6.568077144379462235e-06,2.350059176105802092e-05,4.342983817510452360e-06,1.310729532045740438e-05,2.826408290917406515e-06,7.230651840117032712e-06,1.808465087923573821e-06,3.946728129934998715e-06,1.137468249530297293e-06,2.132224173076678942e-06,7.034602562499711252e-07,1.140516445775180168e-06,4.279878880959456170e-07,6.041678436191896609e-07,2.563095316652604076e-07,3.170486060992389847e-07,1.511771278041134323e-07,1.648585591201780892e-07,8.787234856052466105e-08,8.496137088026913811e-08,5.035876458957931982e-08,4.341027027406637380e-08,2.847477146044793896e-08,2.195766632998203314e-08,1.588333813830828026e-08,1.332596153601786319e-08,5.484554480489871816e-09
1.104503741332797662e-01,6.484174966794067907e-02,2.035552316362269631e-01,3.297720796588420739e-02,1.907207451037589430e-01,4.355360239181359922e-02,1.046187931208181765e-01,3.701750559789824396e-02,4.973608447115035469e-02,2.851823522274739287e-02,2.297563569527522054e-02,2.247429387859666353e-02,1.076626277962190216e-02,1.799218873773566693e-02,5.173152004459583182e-03,1.418913400156964801e-02,2.544975274317064391e-03,1.084202232980729756e-02,1.284599272611085816e-03,7.995554680590920629e-03,6.760603422815392952e-04,5.700230659919811212e-03,3.822615927682917591e-04,3.941517350459815099e-03,2.386735568102162444e-04,2.652209705104005989e-03,1.646654473265489406e-04,1.741770064071227180e-03,1.218774904837111132e-04,1.119088549149979466e-03,9.311155951259945647e-05,7.048382381838201637e-04,7.129146733814651293e-05,4.358838296167328696e-04,5.379057281126491737e-05,2.650252690303887371e-04,3.968342045768302642e-05,1.586051517079361476e-04,2.854788094913546440e-05,9.351222990337869183e-05,2.002133415443091199e-05,5.435992514005801875e-05,1.370133492164790349e-05,3.117782903129989779e-05,9.160980535284328897e-06,1.765317266587089140e-05,5.993167231602504586e-06,9.872923152881357342e-06,3.841247423511471883e-06,5.456578557834328745e-06,2.415049854660491691e-06,2.981528532722044249e-06,1.491022086263514137e-06,1.611321882256940989e-06,9.047748053723862639e-07,8.616210707974077476e-07,5.401356054975933263e-07,4.561161895154769119e-07,3.169894767512878237e-07,2.371717651956779738e-07,1.989920126222206919e-07,1.346721184474955076e-07
1.616107341672863226e-02,1.832746531877528784e-01,7.022817949719974140e-02,6.769934540171035353e-02,2.973178737690733431e-02,1.363399278263600911e-01,3.890396381151346034e-02,1.106562568351929232e-01,3.849857992724495942e-02,6.561452587136543113e-02,3.076446159466403318e-02,3.410920561749382351e-02,2.502421870009846616e-02,1.681034339169560146e-02,2.207536239442407094e-02,8.141018383973797068e-03,2.006402197440392693e-02,3.923874287029911062e-03,1.782737473447429041e-02,1.895547151697386020e-03,1.515728205240445166e-02,9.427122282401920010e-04,1.229417414167963477e-02,5.190850010293189586e-04,9.546370780095309733e-03,3.474044492171998928e-04,7.131255441771380300e-03,2.844865316739858974e-04,5.148557564580041358e-03,2.589645136753612352e-04,3.606579353163097239e-03,2.391333314634014470e-04,2.459173323189315415e-03,2.143909496391694508e-04,1.636459172482841859e-03,1.841042825050418321e-04,1.065040278734498977e-03,1.512678055909384537e-04,6.791152371339466941e-04,1.192905379579763066e-04,4.248833515797550324e-04,9.063934039706201596e-05,2.611481729983397755e-04,6.660954892930291736e-05,1.578489366298964553e-04,4.749858555729609009e-05,9.391773409563547806e-05,3.296022309768065217e-05,5.504665123023194607e-05,2.230839212474024111e-05,3.180792514476150776e-05,1.475512379947926227e-05,1.813055600897525444e-05,9.553224952038968763e-06,1.020059669543068299e-05,6.062374768254990507e-06,5.668463592480349086e-06,3.776347690982494422e-06,3.107114377581707318e-06,2.312078363965671167e-06,2.057490905945507022e-06,8.226913416620259275e-07
2.979667226867991139e-02,4.138810795940962850e-02,1.680028895785082299e-01,5.596520143045062567e-02,3.310360457002665957e-02,3.513311692863996943e-02,7.746226964664892911e-02,3.708759293440755389e-02,9.652142298435963108e-02,4.177485201841725504e-02,7.514906163125525951e-02,3.360922525935473859e-02,4.646588646216235491e-02,2.368670863097945695e-02,2.532136859494691847e-02,1.852169891198419960e-02,1.279520606760888371e-02,1.740983557373673024e-02,6.113962832738446471e-03,1.775770258548999350e-02,2.750218271286332394e-03,1.778733615042511762e-02,1.149334416680360474e-03,1.686298055821899497e-02,4.676995693351345068e-04,1.506097667532659869e-02,2.526339839308924286e-04,1.273830555566913929e-02,2.524357212395480837e-04,1.027229491667310153e-02,3.255876109718073923e-04,7.946940461047713455e-03,3.976958888635606019e-04,5.928352614659854712e-03,4.370029784880575890e-04,4.282218820690757502e-03,4.372793179395719669e-04,3.004969261773715247e-03,4.056119788904826188e-04,2.054219763870864055e-03,3.536744491205442509e-04,1.371011547101392072e-03,2.929592611670285671e-04,8.950275333192457073e-04,2.322900264110227154e-04,5.723883117344440944e-04,1.773671231925710238e-04,3.590939596101917091e-04,1.309831844757270011e-04,2.212474648600865317e-04,9.388868702919261672e-05,1.340146261808950129e-04,6.550031641091468753e-05,7.987606588892041048e-05,4.457054795969662828e-05,4.688271530463691594e-05,2.964443344883570185e-05,2.712400835858784921e-05,1.927008736791210622e-05,1.534850058476608210e-05,1.325142015718283465e-05,9.692480059234390675e-06
6.901979604037670503e-03,7.202517997580194786e-02,6.422002775563789845e-02,1.147648376907273032e-01,3.226059510751716486e-02,4.274028784956036137e-02,3.623974326153114184e-02,3.600378228572630179e-02,3.344886875461267756e-02,6.558895415482057789e-02,4.547525833556266550e-02,7.086510832393883019e-02,4.418763196019674655e-02,5.543101344670314096e-02,3.131169488622508046e-02,3.584524641010266438e-02,1.897422759898732131e-02,2.055458071227776740e-02,1.255143468314950939e-02,1.083837261340746608e-02,1.131260248537539412e-02,5.293430890691654990e-03,1.266157481110311706e-02,2.331924223032329994e-03,1.442922580853526343e-02,8.688774377214986914e-04,1.543139277744968139e-02,2.648120132658346232e-04,1.530304674097347252e-02,1.409565011010806843e-04,1.417073738706027021e-02,2.568798968310084959e-04,1.237158533532144340e-02,4.554077855001297426e-04,1.027035239936579733e-02,6.401257984634362800e-04,8.162255103402765721e-03,7.622237158665010840e-04,6.244089731128636342e-03,8.083319019949614928e-04,4.617568416118641127e-03,7.862089828739083925e-04,3.312402899851630590e-03,7.148036587013389910e-04,2.311207924779647843e-03,6.149636444444541274e-04,1.572350518078504929e-03,5.051779862567407639e-04,1.044827179527137639e-03,3.987099969976786633e-04,6.794432588862714222e-04,3.037554281764753492e-04,4.328764414997155374e-04,2.242423250255955885e-04,2.705804126919790346e-04,1.608342016539328627e-04,1.661422967808065911e-04,1.124119630152692860e-04,1.001018623183378927e-04,7.685408205351049063e-05,7.334390959424395221e-05,2.788180423502033199e-05
1.076190723673392177e-02,2.141166739572242933e-02,9.143506557290825842e-02,7.690447983481214778e-02,6.386108478488594642e-02,1.678043846265159234e-02,6.030013879906489377e-02,3.198374762877655847e-02,2.691205265846118022e-02,2.501056660135917570e-02,3.514352185619185748e-02,3.778619075171081587e-02,5.135701215416192678e-02,5.007876601060735899e-02,5.288184749573189569e-02,4.552689845868762575e-02,4.226248532274600594e-02,3.119859379240754599e-02,2.859692346976215604e-02,1.758198522501976807e-02,1.737048830378240538e-02,9.368336619423158276e-03,9.823099217034041847e-03,6.550086768999338269e-03,5.230926514074978224e-03,7.254923347551508334e-03,2.579209168649847402e-03,9.462092033637627478e-03,1.141053649872938829e-03,1.168380801182952386e-02,4.806728597001570054e-04,1.309620696342725377e-02,3.227047080319009505e-04,1.343129655510586461e-02,4.625802516890333634e-04,1.278726684092238407e-02,7.361700416690598794e-04,1.143877344356645891e-02,1.021051089049139623e-03,9.709529820729173588e-03,1.237681241600845907e-03,7.876489731706936767e-03,1.350506025865969104e-03,6.141360031886004475e-03,1.356179233995271835e-03,4.621907795073533672e-03,1.274492670478479493e-03,3.370061500497763176e-03,1.132832506594277661e-03,2.387298569622455912e-03,9.605694420102592161e-04,1.647118208495520044e-03,7.814708030244847279e-04,1.108953725851420614e-03,6.127664197844736151e-04,7.297727401595032999e-04,4.651409150764857859e-04,4.702405239890081320e-04,3.421031869873244016e-04,2.946083755162448581e-04,2.617690910846845746e-04,2.100010348303436847e-04
3.527990278570986103e-03,3.220474590878966842e-02,3.836196938586171334e-02,8.764507655443011525e-02,7.244073375365714385e-02,2.982566469100654538e-02,1.559023860035460909e-02,5.746009679073484089e-02,2.775880622444865803e-02,3.987876700609872815e-02,2.198379078492724431e-02,2.512178282786665939e-02,2.372647455476423195e-02,3.076650308085087521e-02,4.082909382288364697e-02,3.993969512792414772e-02,5.001455372512132735e-02,4.029138471436027880e-02,4.451467004274393957e-02,3.265922223181132872e-02,3.145589376956788724e-02,2.275058600582521851e-02,1.843995769280248193e-02,1.445375507602790488e-02,9.218169232313874750e-03,8.766355916619596178e-03,4.522339152068756245e-03,5.191865156228683137e-03,3.537454006065273489e-03,2.991402843233302838e-03,4.885004724656515432e-03,1.667271879306966766e-03,7.194314074928298205e-03,9.620897085596336658e-04,9.417501586841131242e-03,7.258670545897152838e-04,1.092506041669651096e-02,8.297445064025935676e-04,1.148796268887560153e-02,1.134692484240902013e-03,1.116483826690533449e-02,1.501680505022598422e-03,1.017091591424727944e-02,1.823636031232140579e-03,8.773993351723564232e-03,2.029856792027335665e-03,7.224131412415434224e-03,2.097559401000026295e-03,5.707506290649345081e-03,2.032670492067472148e-03,4.350797320039676182e-03,1.863767562146890783e-03,3.207699299492878901e-03,1.629304810959093753e-03,2.296427230519095322e-03,1.364260168221779774e-03,1.599861603890197128e-03,1.100958115496739314e-03,1.084128159936450977e-03,8.632797803119594696e-04,8.977399254196234647e-04,3.119537194011498299e-04
4.596696980637553741e-03,1.222753766589551941e-02,4.848548806652011600e-02,5.615660256976843373e-02,7.190197263540834549e-02,5.220337892447605987e-02,2.452599582452524504e-02,2.224306772300852983e-02,3.469909006390931722e-02,2.103889162647679806e-02,4.588022196552815624e-02,2.569015985483199399e-02,3.264353256953748950e-02,1.876298174402233482e-02,2.248296032979555173e-02,2.748107421025686864e-02,2.598829140324050366e-02,4.153953908349943686e-02,3.218953048544964668e-02,4.623126315202352732e-02,3.198547853317355860e-02,4.077732714146176801e-02,2.580168647182429914e-02,3.044508073410998744e-02,1.798640474210769571e-02,1.966258103168673499e-02,1.158652152331458331e-02,1.084664730988450961e-02,7.339919293042782185e-03,5.013780155747993295e-03,4.745740552365041755e-03,2.261377628307061072e-03,3.129796822577304675e-03,2.043768003277327688e-03,2.070231490065278790e-03,3.470296857257979331e-03,1.420461242341099477e-03,5.576055662963210272e-03,1.147667872417660684e-03,7.588449849156661368e-03,1.208344427457135745e-03,9.008618117000892836e-03,1.523486362267985035e-03,9.637328616662979922e-03,1.963235621745566296e-03,9.491284887064256257e-03,2.408139138617548108e-03,8.749072205838781882e-03,2.748114325977409414e-03,7.625514639811812809e-03,2.929182300341353143e-03,6.339264075211742053e-03,2.930742042806321924e-03,5.052681247023712956e-03,2.772126866233138361e-03,3.878694960509172871e-03,2.500544338212002619e-03,2.879364561796564272e-03,2.154373870668176670e-03,2.057939372606001991e-03,1.880278671823077405e-03,1.688982306043910813e-03
2.042045828395593152e-03,1.613329963859609986e-02,2.218255614266249204e-02,5.481546681592605608e-02,7.172636055959284718e-02,4.565987770944616997e-02,2.832251385487940393e-02,3.859524447625999055e-02,3.092177151826647555e-02,1.915781694338974245e-02,1.244106168101695442e-02,3.459954754831341683e-02,2.406079593844996298e-02,4.009577177545435578e-02,2.147802426968998396e-02,2.632799128090209523e-02,2.245799973882802586e-02,1.802029138666728231e-02,3.295483750304072784e-02,2.184191940898270318e-02,4.074356959687128188e-02,2.725358883036946983e-02,4.062520714025230628e-02,2.679453522911459662e-02,3.515619845277402622e-02,2.123941446355136903e-02,2.761820427243964760e-02,1.446043275384345690e-02,1.977406119262491851e-02,9.102743585064760473e-03,1.257493953311360213e-02,5.767280717713357124e-03,6.795780069838085365e-03,3.929721276430145870e-03,2.968224179219516173e-03,2.858902020086996273e-03,1.254484771602021147e-03,2.152614677317897691e-03,1.342130897042841022e-03,1.655014247599870952e-03,2.638575243736257514e-03,1.396380557354120772e-03,4.438648664974557088e-03,1.432272411404878973e-03,6.154795105944889377e-03,1.746889975957719538e-03,7.381892587968652206e-03,2.263016501818453183e-03,7.946042615876487344e-03,2.846293177211496085e-03,7.890644148933602040e-03,3.360074005444497504e-03,7.301972949366549240e-03,3.715396447537159825e-03,6.404568977548588324e-03,3.844271949104970196e-03,5.344260209774354987e-03,3.769697538778574077e-03,4.257440535617332961e-03,3.555525336384614526e-03,4.135284247675032748e-03,1.207579613217986880e-03
