9.972901831464151545e-01,2.706141978981483568e-03,3.671551437166145138e-06,3.320912221274853062e-09,2.252819721475473408e-12,1.222603034179694540e-15,5.529212142958374469e-19,2.143355685753886019e-22,7.269981314274710134e-26,2.191895370680071280e-29,5.947697246370754236e-33,1.467186096217828279e-36,3.317668512343549169e-40,6.924982382893423428e-44,1.342207531594058801e-47,2.428048998598931212e-51,4.117811842262880241e-55,6.572742391574404899e-59,9.908391093438376632e-63,1.415072116909324473e-66,1.919895594867353495e-70,2.480774857199976780e-74,3.059804683696308211e-78,3.609897771400981372e-82,4.081433227805781087e-86,4.429979550115987077e-90,4.623356768012547860e-94,4.646465081879919953e-98,4.502914291590057915e-102,4.213322640365116447e-106,3.810943381297744730e-110,3.335798714431844598e-114,2.828647909827807836e-118,2.325915791430807779e-122,1.856282645635468412e-126,1.439146793438197935e-130,1.084754918170295984e-134,7.955343526578595595e-139,5.680732976089041033e-143,3.952472008075923471e-147,2.681253310861376019e-151,1.774528682072547021e-155,1.146470190783977885e-159,7.234746957682540275e-164,4.461693200861516962e-168,2.690396095836117409e-172,1.587038369196221347e-176,9.162597371708576861e-181
2.706141978981483568e-03,9.918852422913266853e-01,5.397607714950965196e-03,1.099473784944967574e-05,1.326563244034277779e-08,1.125187589456285497e-11,7.328984650855597133e-15,3.867448383709311744e-18,1.713521548863408296e-21,6.539038365949744968e-25,2.190705992621266875e-28,6.539239559716372556e-32,1.759827165043202118e-35,4.311168758536114242e-39,9.691217519169676578e-43,2.012582948576497802e-46,3.883560809705385297e-50,6.998045577784797741e-54,1.182736955290399621e-57,1.882056618746778838e-61,2.829376327676974050e-65,4.030738891097122203e-69,5.456358454806771668e-73,7.035890317481061125e-77,8.661795674162498384e-81,1.020136819994667404e-84,1.151554281023675627e-88,1.248055430857126199e-92,1.300758071944684269e-96,1.305600783280806417e-100,1.263768145847632834e-104,1.181185637733679881e-108,1.067274562827483400e-112,9.333003061123030272e-117,7.906851469035849999e-121,6.495981896019910186e-125,5.180147462271203632e-129,4.013004523395911187e-133,3.022598819808323697e-137,2.215177578583108346e-141,1.580774310241067649e-145,1.099168350916409138e-149,7.452057460853848882e-154,4.929199651764191720e-158,3.182896044485424087e-162,2.007519812039433149e-166,1.237436200861068389e-170,7.458219075931963209e-175
3.671551437166145138e-06,5.397607714950965196e-03,9.865022909074311341e-01,8.074446967536319172e-03,2.194970580485818538e-05,3.311909497293113068e-08,3.371899602004302217e-11,2.562824833461074228e-14,1.545780179021256502e-17,7.705616823586098971e-21,3.267547904265837210e-24,1.204234476841762143e-27,3.921608204515410639e-31,1.143370384519330316e-34,3.016558422970405298e-38,7.265595832720092413e-42,1.609483884017239264e-45,3.299907107074821382e-49,6.296230545482285583e-53,1.123261365557514578e-56,1.881519079471283418e-60,2.970039056178508714e-64,4.432667025691073552e-68,6.273264430918994972e-72,8.441076295285245824e-76,1.082479641381569408e-79,1.325889994248441874e-83,1.554273803157319823e-87,1.746926417429249154e-91,1.885733655035928555e-95,1.958034700448235116e-99,1.958486287432224651e-103,1.889566180644723221e-107,1.760704385997408712e-111,1.586349605651123637e-115,1.383478153013879218e-119,1.169095443541039055e-123,9.581828180962906808e-128,7.623590276056460813e-132,5.893225962742096597e-136,4.429738677704769101e-140,3.240147684294271672e-144,2.307948013160610430e-148,1.601985334696958181e-152,1.084287063372899226e-156,7.160632819822491991e-161,4.616738738919185971e-165,2.907632004495556131e-169
3.320912221274853062e-09,1.099473784944967574e-05,8.074446967536319172e-03,9.811412627115803087e-01,1.073670937037860852e-02,3.651666475489255797e-05,6.614832753639847611e-08,7.859226852815754900e-11,6.828018632630392471e-14,4.633745628135140962e-17,2.566796675927691507e-20,1.197378510049537433e-23,4.814323985625691838e-27,1.698525221573311773e-30,5.333315571170813587e-34,1.507649611010452741e-37,3.873482443564662546e-41,9.117109142099084805e-45,1.979272736671436418e-48,3.986339773437717187e-52,7.486151486837884795e-56,1.316687182920291095e-59,2.177437666658749964e-63,3.397499863069043756e-67,5.017373609841069473e-71,7.032570558184629233e-75,9.379368940433078432e-79,1.193041965411181821e-82,1.450352767176519069e-86,1.688356124283675096e-90,1.885368175378619273e-94,2.022923903190899873e-98,2.088674145988173739e-102,2.078158937719164939e-106,1.995126565635724771e-110,1.850436855385154555e-114,1.659908800432507282e-118,1.441660814006187116e-122,1.213515277729718660e-126,9.909213755384765594e-131,7.856512460701073378e-135,6.053133786703259959e-139,4.535591328120579334e-143,3.307620958742075812e-147,2.349274901230858063e-151,1.626225330650796127e-155,1.097828279250147386e-159,7.232018429958575899e-164
2.252819721475473408e-12,1.326563244034277779e-08,2.194970580485818538e-05,1.073670937037860852e-02,9.758020915779811455e-01,1.338444443138844808e-02,5.467588688825715087e-05,1.156025059908274547e-07,1.570139292564246674e-10,1.534914652560440225e-13,1.157538332969691210e-16,7.053902698740565576e-20,3.589969606963715264e-23,1.563806210808330757e-26,5.941905494686862036e-30,1.999088898912550209e-33,6.028081055859503889e-37,1.645591927467376983e-40,4.101214844021049288e-44,9.398356793253690765e-48,1.992533631557414874e-51,3.929044629656801733e-55,7.239711132310016175e-59,1.251686937976221916e-62,2.037973136932877898e-66,3.135084983543307379e-70,4.570092314927775094e-74,6.329642484792819512e-78,8.349480938014925180e-82,1.051286283905650563e-85,1.266012584039886594e-89,1.460877143134490003e-93,1.618036281804645168e-97,1.722844463426108847e-101,1.766125868515962998e-105,1.745439689869816334e-109,1.665119298142247753e-113,1.535170569518219001e-117,1.369365417736580554e-121,1.182999037751192241e-125,9.907760362291916399e-130,8.051775224179823980e-134,6.354906071113268255e-138,4.875099179259750343e-142,3.637901471475245849e-146,2.642592769136599101e-150,1.869923105631372694e-154,1.289789129273651301e-158
1.222603034179694540e-15,1.125187589456285497e-11,3.311909497293113068e-08,3.651666475489255797e-05,1.338444443138844808e-02,9.704847115378876232e-01,1.601770153300188793e-02,7.640770698484303941e-05,1.847130089590020442e-07,2.823182841687539234e-10,3.067052559636613141e-13,2.544610005580098476e-16,1.691788225498530166e-19,9.328292803598269205e-23,4.376281185125595816e-26,1.781692230127933509e-29,6.394191526126743137e-33,2.048691991539995090e-36,5.921834599873283741e-40,1.557897815832677377e-43,3.758067654808232271e-47,8.365969810206766461e-51,1.728258433683115753e-54,3.329315933894456696e-58,6.006467076516667606e-62,1.018723244529696571e-65,1.629842056748525042e-69,2.467267568755056473e-73,3.543798301128253196e-77,4.841647732374819301e-81,6.306401139412588992e-85,7.847700375668700121e-89,9.347801627461908414e-93,1.067704107876711681e-96,1.171322312084000102e-100,1.236071685280453541e-104,1.256503452663575048e-108,1.231985648401930961e-112,1.166543408267345548e-116,1.067939413816182764e-120,9.462565649913395699e-125,8.123171887243159539e-129,6.762525284151249557e-133,5.464458737434370555e-137,4.289505237108539182e-141,3.273677956186776309e-145,2.430871212560115559e-149,1.757505883835679186e-153
5.529212142958374469e-19,7.328984650855597133e-15,3.371899602004302217e-11,6.614832753639847611e-08,5.467588688825715087e-05,1.601770153300188793e-02,9.651890567792957842e-01,1.863652993243592598e-02,1.016925222699836096e-04,2.766934723254836527e-07,4.700196682382902472e-10,5.617843268407190272e-13,5.085274227266675184e-16,3.663054501314279390e-19,2.175289165724570453e-22,1.093476552724056056e-25,4.748835273676963995e-29,1.810868286214399909e-32,6.143510305450891820e-36,1.874520721749442672e-39,5.191113961819350868e-43,1.314877554221608847e-46,3.066543038887413560e-50,6.622993302719563802e-54,1.331346004724761018e-57,2.502015534399510423e-61,4.413326610740921001e-65,7.332480085920497708e-69,1.151119863588113811e-72,1.712448544382665784e-76,2.420298372250567722e-80,3.257627169968157286e-84,4.184598955585529258e-88,5.140294436209260167e-92,6.049191070365428268e-96,6.831477489407059534e-100,7.415131799366490803e-104,7.747123912668854662e-108,7.801292643738061042e-112,7.581321884500026488e-116,7.118492180798086731e-120,6.465111793481051199e-124,5.685386314917543917e-128,4.845784319918435952e-132,4.006712129353811334e-136,3.216692455853709505e-140,2.509487560955447406e-144,1.903936408811897042e-148
2.143355685753886019e-22,3.867448383709311744e-18,2.562824833461074228e-14,7.859226852815754900e-11,1.156025059908274547e-07,7.640770698484303941e-05,1.863652993243592598e-02,9.599150616466355368e-01,2.124097876194352974e-02,1.305107922689824297e-04,3.947398436149983423e-07,7.378004404165507563e-10,9.621876199876891877e-13,9.436758149788714915e-16,7.321138881161132304e-19,4.658523062434375717e-22,2.498018552551733631e-25,1.152719576847357750e-28,4.654412561915058122e-32,1.666828110175581304e-35,5.353697407379222822e-39,1.556770758800231664e-42,4.131070667820558251e-46,1.007256781609324213e-49,2.270055952910717761e-53,4.753449077918546280e-57,9.290678924274765479e-61,1.701843216410622679e-64,2.932268541217840918e-68,4.767799925398682313e-72,7.337405695902738875e-76,1.071613752798617380e-79,1.488890159494604721e-83,1.972342999100423431e-87,2.496230538312264583e-91,3.024029535551923075e-95,3.512695737412908724e-99,3.918740675698194292e-103,4.204868332788850174e-107,4.345719702352388857e-111,4.331492460387028289e-115,4.168756085275577827e-119,3.878482322683555630e-123,3.491939349537908802e-127,3.045486578371465156e-131,2.575385096492684346e-135,2.113539684986396826e-139,1.684718625008654844e-143
7.269981314274710134e-26,1.713521548863408296e-21,1.545780179021256502e-17,6.828018632630392471e-14,1.570139292564246674e-10,1.847130089590020442e-07,1.016925222699836096e-04,2.124097876194352974e-02,9.546626606404661208e-01,2.383109702906819824e-02,1.628430386619126192e-04,5.420304362503501535e-07,1.105499014611545659e-09,1.562140329439562592e-12,1.650152160044093783e-15,1.371782239529737604e-18,9.311427617131523523e-22,5.305408514022166844e-25,2.592339426567989915e-28,1.104923052462153169e-31,4.165330687011632399e-35,1.404800801770730529e-38,4.279570697954278151e-42,1.187279976592326251e-45,3.020805707943990643e-49,7.091786080815360457e-53,1.544429696650172618e-56,3.134753311548009040e-60,5.954911979213490688e-64,1.062685143212449623e-67,1.787503110604262823e-71,2.842601795615816974e-75,4.285524532542408044e-79,6.140389986557868352e-83,8.380772917571689644e-87,1.091889193653503303e-90,1.360558638032754602e-94,1.624327892298045209e-98,1.861075964163621492e-102,2.049525675652473296e-106,2.172502523790218106e-110,2.219535561477437970e-114,2.188257595838147083e-118,2.084369990227123844e-122,1.920284948873303481e-126,1.712841550621175431e-130,1.480640370042148462e-134,1.241536100732740268e-138
2.191895370680071280e-29,6.539038365949744968e-25,7.705616823586098971e-21,4.633745628135140962e-17,1.534914652560440225e-13,2.823182841687539234e-10,2.766934723254836527e-07,1.305107922689824297e-04,2.383109702906819824e-02,9.494317884171695754e-01,2.640693361689824478e-02,1.986698451386875806e-04,7.217259836900704677e-07,1.595097926597712963e-09,2.427797500672869409e-12,2.748120957863748495e-15,2.437069396563113833e-18,1.757764550870405572e-21,1.060505819265284894e-24,5.470016421648501484e-28,2.454274086375568270e-31,9.715047530670797358e-35,3.432626360140009986e-38,1.093272378864209408e-41,3.165006050143606664e-45,8.388448251240698167e-49,2.048120515029993681e-52,4.631965697577629891e-56,9.749919546959204747e-60,1.918309106691795401e-63,3.541410011688235428e-67,6.155502416234562051e-71,1.010474320546303989e-74,1.571017892396023278e-78,2.319218701618999405e-82,3.258534386162672311e-86,4.366710268450324119e-90,5.592361020143947392e-94,6.857032690801864954e-98,8.063250708603051868e-102,9.107458209478255478e-106,9.895328380712374944e-110,1.035617936618354932e-113,1.045338742756651178e-117,1.018871714053070579e-121,9.600016481368396325e-126,8.753273225375044592e-130,7.731157098005807292e-134
