7.182501592786266764e-01,2.000521108821931293e-01,5.701985667991751883e-02,1.618796650825924874e-02,5.090099459129652539e-03,1.925058945406619634e-03,8.096278573117561377e-04,3.270262141112445313e-04,1.337356419854753660e-04,7.529283403663138130e-05,5.576484888451074308e-05
2.176129327680698666e-01,3.658352659159673226e-01,2.374510945574455079e-01,1.068521134432939279e-01,4.258444798582607105e-02,1.571857090698077289e-02,7.497341960227074317e-03,2.996223491595494462e-03,1.328492711853578815e-03,6.546184024694022465e-04,6.326924630356916233e-04
4.462885872735771614e-02,2.829162116235984237e-01,2.083828071341501664e-01,2.071056070857041354e-01,1.279894674368141638e-01,6.788393697105769842e-02,3.061697680230839047e-02,1.287698920788704106e-02,5.706664041248300963e-03,2.918209963836160790e-03,2.925924552798732457e-03
1.521683517328844756e-02,8.923336345888932541e-02,2.608583630638217632e-01,1.639059799061719225e-01,1.627072952833142350e-01,1.273958343154389106e-01,8.925953433881209098e-02,4.009637949048136529e-02,1.834227870266821533e-02,7.223356865119209130e-03,7.491472817654058064e-03
2.534680155919702589e-03,4.414541035455595008e-02,1.173095095539841703e-01,2.000274714735081338e-01,1.686564674429285593e-01,1.212804579554714324e-01,1.137465152679539432e-01,9.204442207975130352e-02,5.345370729984828123e-02,2.189088847820696432e-02,1.311079477196433474e-02
1.249448739879023074e-03,9.493533312433969501e-03,7.635822711146046660e-02,1.270141876578003148e-01,1.389144170935799893e-01,1.835722376022160818e-01,9.327337603551491552e-02,9.583008549393556841e-02,9.582582925255274386e-02,6.194301088895869806e-02,3.538834925219146166e-02
2.681551219176950252e-04,5.155294768320421543e-03,2.048741026603957682e-02,9.874561078175413120e-02,1.217538365994195598e-01,9.292329817779883261e-02,1.832722863589347495e-01,7.546671739516090660e-02,7.160708402112732351e-02,1.023788580326358555e-01,8.701039018276224279e-02
1.179838089516430972e-04,1.500833850338069734e-03,1.217930271478086246e-02,3.426915461675718311e-02,1.127899654018694187e-01,1.055546829444202195e-01,7.586774560349027197e-02,1.702886693261363715e-01,8.006211342605239201e-02,5.544660377357234216e-02,1.314708936758885449e-01
4.537728873539322272e-05,6.425256184679658785e-04,3.866411557881635139e-03,1.997816301864355562e-02,4.444821769636232711e-02,1.056052640976883061e-01,7.475425157292124589e-02,8.111172377355004015e-02,2.069680062732461023e-01,6.588748345777624416e-02,9.063385119656550137e-02
2.157216550636019983e-05,3.121648901700207319e-04,2.149320109482926767e-03,9.045794099867061899e-03,2.885200527233677814e-02,6.416613411490720842e-02,1.119170097472981518e-01,7.087964456488089759e-02,6.443573447611222749e-02,1.614979375483894808e-01,2.413631754470676322e-02
9.555076355963455185e-06,1.389276131338413125e-04,1.262824275370626756e-03,4.702294734239538185e-03,1.690082247702052662e-02,4.022060499824216956e-02,9.456314785695320302e-02,1.411046656214677286e-01,1.078858776633176420e-01,5.559098953114478825e-02,2.457966350080932269e-02
