7.226559879209372150e-01,2.128726249821895899e-01,5.084221090838920987e-02,1.166497918822356067e-02,2.437563322211449158e-03,5.031795901213516071e-04,9.475909741941862031e-05,1.842377400820272490e-05,3.255664868462975557e-06,6.127791080585410994e-07,1.066226416386801230e-07
2.154302748414259894e-01,3.754698025248413007e-01,2.608870152973647993e-01,1.030771305614039679e-01,3.398164476327580896e-02,9.196618428642609408e-03,2.371094570913096986e-03,5.290491073602705992e-04,1.204512316078603344e-04,2.443560410721540562e-05,5.247714586144429213e-06
4.963534012745282609e-02,2.673121068603693251e-01,2.245328726563823041e-01,2.336215097974425614e-01,1.357121469319280682e-01,6.102066923537731447e-02,2.054765666031866528e-02,6.467897874496772101e-03,1.670553149478533903e-03,4.454654011460583516e-04,1.057041228314068056e-04
1.067367330073859359e-02,1.029443348552084719e-01,2.417553265815894636e-01,1.778753582222472041e-01,1.830739499157428840e-01,1.443535233630369730e-01,8.637128898561866053e-02,3.521196762380821021e-02,1.327873496016019998e-02,3.983470410974423136e-03,1.265645063597261710e-03
2.169369085568392200e-03,3.155375174877234762e-02,1.390728443146818372e-01,1.902618887145344495e-01,1.783519460251574984e-01,1.361333519436674910e-01,1.331571204723784874e-01,1.054870377201449355e-01,5.048768279080661364e-02,2.320244317121625613e-02,8.661488335476081116e-03
4.320489292053515326e-04,8.307140789167102510e-03,5.753814947808288255e-02,1.523348230386622482e-01,1.406919690505838705e-01,1.930839038213875702e-01,1.037523848325392628e-01,1.103688186527197052e-01,1.137190081236232053e-01,6.625362788982663842e-02,3.968050784198941250e-02
7.885721201393292013e-05,2.064414021566932794e-03,1.885467120688924178e-02,8.277457206468158413e-02,1.454655078040994198e-01,1.054967578097861097e-01,2.055961045228122397e-01,8.827497021317631809e-02,7.778157758616699446e-02,1.205287159129750929e-01,1.010527183517637012e-01
1.501302454490368862e-05,4.456608567217623922e-04,5.710419018441761571e-03,3.282928338289051173e-02,1.027259519711022084e-01,1.253344335844686075e-01,8.886638600942893540e-02,1.972913553814564791e-01,9.394701149674727914e-02,6.320280953637211208e-02,1.554457422474910810e-01
2.577330120951172124e-06,9.921582373187856998e-05,1.420118189230058217e-03,1.182977157707185492e-02,4.727685138333665577e-02,1.103774343587760748e-01,8.742670182046724525e-02,9.161556002671905619e-02,2.433444327123559514e-01,7.803405211156187737e-02,1.077563464148382777e-01
4.852334571404255208e-07,1.981641840492572821e-05,3.789077221072007992e-04,3.529439979132376840e-03,2.190909064692185895e-02,6.723287897022800497e-02,1.308540142924992655e-01,8.326217219800280400e-02,7.637623838417430255e-02,1.935877440920041603e-01,2.851286823176775453e-02
8.401347562590242505e-08,4.293232831939041070e-06,8.803588743571743398e-05,1.107253666669852886e-03,7.813300195932872810e-03,3.823759232158260163e-02,1.017335946567996391e-01,1.655414901071609601e-01,1.267964231732034985e-01,6.478500284847833746e-02,2.882156231902905166e-02
