9.945706517486408993e-01,5.414582593265964382e-03,1.473887481384695464e-05,2.674683622561823549e-08,3.640338511837801859e-11,3.963703032084694654e-14,3.596492852580403263e-17,2.797116174437287199e-20,1.903486761199757636e-23,1.151427756018641803e-26,6.268534743288886648e-30,3.102435028039436398e-33,1.407507741324210852e-36,5.894361708636560939e-40,2.292123903622098102e-43
5.414582593265964382e-03,9.837709643117367175e-01,1.077028992778522251e-02,4.405628903772761682e-05,1.066963160066774911e-07,1.816207710782528381e-10,2.373907985809043281e-13,2.513630556951479258e-16,2.234648397016891209e-19,1.711066141972423503e-22,1.150174390337836809e-25,6.888564549565379427e-29,3.719544781335167931e-32,1.828227850574574564e-35,8.245689693025553057e-39
1.473887481384695464e-05,1.077028992778522251e-02,9.730593893801010585e-01,1.606752233281626835e-02,8.779292497767036095e-05,2.660149992862612032e-07,5.436762210300845456e-10,8.293604965727718081e-13,1.003888729365009827e-15,1.004223495074079320e-18,8.544982897716899793e-22,6.319072798523233441e-25,4.129048411790322064e-28,2.415510808698266949e-31,1.278687812272840468e-34
2.674683622561823549e-08,4.405628903772761682e-05,1.606752233281626835e-02,9.624353941988351702e-01,2.130667810457294309e-02,1.457904779028060857e-04,5.305819722304020511e-07,1.265815823542862819e-09,2.207615299637190779e-12,3.006982546041239339e-15,3.342856566349881829e-18,3.129370557846018265e-21,2.524877442392484637e-24,1.787483521715554461e-27,1.126215730618498087e-30
3.640338511837801859e-11,1.066963160066774911e-07,8.779292497767036095e-05,2.130667810457294309e-02,9.518984485501938986e-01,2.648815351452225852e-02,2.178916513163889021e-04,9.259906129663448885e-07,2.526118621630813889e-09,4.958121080519349001e-12,7.505764332016191132e-15,9.180345175932658849e-18,9.376755224690104415e-21,8.196918030758743177e-24,6.250000439116316078e-27
3.963703032084694654e-14,1.816207710782528381e-10,2.660149992862612032e-07,1.457904779028060857e-04,2.648815351452225852e-02,9.414480247436424198e-01,3.161234281765396004e-02,3.039401522445206406e-04,1.477550349477247202e-06,4.537109882717052714e-09,9.898245849115995737e-12,1.648699656465909348e-14,2.200284209760429536e-17,2.435007074929794490e-20,2.292638224182767016e-23
3.596492852580403263e-17,2.373907985809043281e-13,5.436762210300845456e-10,5.305819722304020511e-07,2.178916513163889021e-04,3.161234281765396004e-02,9.310835976059459451e-01,3.667963826072176414e-02,4.037806865425229864e-04,2.210288409681097526e-06,7.545376699469987369e-09,1.811384641897989498e-11,3.292269810894773080e-14,4.760793768693806366e-17,5.674809422191090106e-20
2.797116174437287199e-20,2.513630556951479258e-16,8.293604965727718081e-13,1.265815823542862819e-09,9.259906129663448885e-07,3.039401522445206406e-04,3.667963826072176414e-02,9.208046444712930656e-01,4.169043009045633741e-02,5.172589542189026104e-04,3.148951563721531036e-06,1.183118591148256713e-08,3.099593879094122625e-11,6.104703038022828751e-14,9.508626847921963797e-17
1.903486761199757636e-23,2.234648397016891209e-19,1.003888729365009827e-15,2.207615299637190779e-12,2.526118621630813889e-09,1.477550349477247202e-06,4.037806865425229864e-04,4.169043009045633741e-02,9.106106451714505168e-01,4.664510656175009651e-02,6.442216447768532714e-04,4.318007858498193773e-06,1.770810433779869040e-08,5.027695473373352038e-11,1.066660802708539659e-13
1.151427756018641803e-26,1.711066141972423503e-22,1.004223495074079320e-18,3.006982546041239339e-15,4.958121080519349001e-12,4.537109882717052714e-09,2.210288409681097526e-06,5.172589542189026104e-04,4.664510656175009651e-02,9.005010820259524706e-01,5.154405394581416250e-02,7.845164325732401078e-04,5.741648344464126873e-06,2.552262131032515927e-08,7.806658703107379818e-11
6.268534743288886648e-30,1.150174390337836809e-25,8.544982897716899793e-22,3.342856566349881829e-18,7.505764332016191132e-15,9.898245849115995737e-12,7.545376699469987369e-09,3.148951563721531036e-06,6.442216447768532714e-04,5.154405394581416250e-02,8.904754398323210252e-01,5.638765653830697666e-02,9.379919721950092824e-04,7.443788794717691439e-06,3.565377349820149934e-08
3.102435028039436398e-33,6.888564549565379427e-29,6.319072798523233441e-25,3.129370557846018265e-21,9.180345175932658849e-18,1.648699656465909348e-14,1.811384641897989498e-11,1.183118591148256713e-08,4.318007858498193773e-06,7.845164325732401078e-04,5.638765653830697666e-02,8.805332058563205555e-01,6.117629666743549383e-02,1.104497893852971315e-03,9.448071416416319108e-06
1.407507741324210852e-36,3.719544781335167931e-32,4.129048411790322064e-28,2.524877442392484637e-24,9.376755224690104415e-21,2.200284209760429536e-17,3.292269810894773080e-14,3.099593879094122625e-11,1.770810433779869040e-08,5.741648344464126873e-06,9.379919721950092824e-04,6.117629666743549383e-02,8.706738698222431516e-01,6.591035470202810664e-02,1.283884798792901509e-03
5.894361708636560939e-40,1.828227850574574564e-35,2.415510808698266949e-31,1.787483521715554461e-27,8.196918030758743177e-24,2.435007074929794490e-20,4.760793768693806366e-17,6.104703038022828751e-14,5.027695473373352038e-11,2.552262131032515927e-08,7.443788794717691439e-06,1.104497893852971315e-03,6.591035470202810664e-02,8.608969239032283616e-01,7.059020905958023062e-02
2.292123903622098102e-43,8.245689693025553057e-39,1.278687812272840468e-34,1.126215730618498087e-30,6.250000439116316078e-27,2.292638224182767016e-23,5.674809422191090106e-20,9.508626847921963797e-17,1.066660802708539659e-13,7.806658703107379818e-11,3.565377349820149934e-08,9.448071416416319108e-06,1.283884798792901509e-03,7.059020905958023062e-02,8.512018627116133551e-01
