7.583556092364784895e-01,4.240581668558930650e-02,1.235000948500759033e-01,2.045448678920967767e-02,3.042977575309133847e-02,8.200271695370076053e-03,8.395314589140929692e-03,3.060056587865289668e-03,2.447871947535093257e-03,1.098065187873775196e-03,7.378935309382979833e-04,3.841718745765048499e-04,2.273781063920055881e-04,1.319829986826822851e-04,7.113100796222070665e-05,4.470994860708278574e-05,2.248463019808847037e-05,1.497324755621864312e-05,7.157226521329856460e-06,4.966009659295135889e-06,2.288292277351730868e-06,1.633062963132428825e-06,7.333544745264360216e-07,5.329400313934991741e-07,2.352160189806332760e-07,1.727073308558663017e-07,7.540981247932659232e-08,5.560427981429318401e-08,2.414157428041475564e-08,1.779219028843481816e-08,7.711456058801890910e-09,5.659777974072976048e-09,2.456285320908095669e-09,1.787905654163784778e-09,7.818097644451184558e-10,6.202106296072302287e-10,1.946693683491807846e-10
8.385642840455423408e-02,4.351602051326368681e-01,3.826946946041918929e-02,2.109821251218568228e-01,4.152917185180046711e-02,8.616269570752067841e-02,2.671464925790826422e-02,3.316515205614400941e-02,1.378575560788546615e-02,1.241375145414595239e-02,6.320657791326603561e-03,4.573936302868820102e-03,2.691399742729990493e-03,1.667971185560750656e-03,1.089034382273686239e-03,6.034619885225590711e-04,4.243761197755687668e-04,2.168241632975632526e-04,1.606074655849956082e-04,7.739162838916758278e-05,5.936584756100182205e-05,2.744102635543036424e-05,2.151695471546182368e-05,9.664098160542310763e-06,7.669102217634629138e-06,3.379850762439801884e-06,2.693758930061593945e-06,1.173644016347169876e-06,9.339746544817979910e-07,4.045954622710905779e-07,3.200577528344327168e-07,1.384572622053117646e-07,1.085130521557297109e-07,4.694807582003414794e-08,3.663492127512280766e-08,1.793475271810641157e-08,8.422930355538550432e-09
8.564827360147242441e-02,1.375964387779370635e-01,1.511909076432345900e-01,3.650021832607953237e-02,1.875623456949827017e-01,4.532057542865256666e-02,1.235586254245158999e-01,4.416465243339356278e-02,6.564690256870302221e-02,3.125573524655298613e-02,3.137884640180892137e-02,1.828084739374286755e-02,1.409566880961415740e-02,9.470919567053617122e-03,6.076642573443754441e-03,4.513447864681120400e-03,2.542207494736100064e-03,2.023223614586425363e-03,1.038663501347879877e-03,8.652909268827012378e-04,4.160060452366634424e-04,3.564563062966971565e-04,1.637282315633537802e-04,1.423924244452924180e-04,6.342240441764611728e-05,5.542707579664910489e-05,2.420780156150061571e-05,2.110074454777721305e-05,9.112604672407548009e-06,7.878268578573011615e-06,3.385423437628697093e-06,2.891181397078283755e-06,1.242072980814267980e-06,1.043185393041814499e-06,4.511501124317171248e-07,4.117178427751178818e-07,1.311187339016358760e-07
3.603197259951823606e-02,1.426299841625287834e-01,1.176453620240714565e-01,2.575275172898130668e-02,5.528866716218352323e-02,1.020159068127002022e-01,3.997797037761408045e-02,1.131032489516102246e-01,4.873700638851177075e-02,8.393335049553619920e-02,4.654114112978754297e-02,5.147987905610637571e-02,3.482335711762039182e-02,2.827641733931157003e-02,2.203755734320948789e-02,1.444703805395190430e-02,1.240694040088442113e-02,7.006303250308684553e-03,6.411851760582454318e-03,3.263092926728608338e-03,3.103767747765151346e-03,1.470043645203557335e-03,1.426595606563840291e-03,6.436459715904773241e-04,6.286088419376306257e-04,2.748002573885775855e-04,2.673971368720595319e-04,1.146849756091344831e-04,1.103818180786347543e-04,4.687573426426043782e-05,4.439580987869231205e-05,1.879422689001529012e-05,1.745239990351480136e-05,7.385340231506218415e-06,6.765364446929428547e-06,3.289040808887970039e-06,1.734204503405360515e-06
1.409942722990301274e-02,1.038475885238719226e-01,1.233924986517546674e-01,5.299246916091007731e-02,2.136153505324436472e-02,6.890393278044322500e-02,3.701530897282410276e-02,4.106316523493627052e-02,7.148313726119451261e-02,4.236572491033922111e-02,7.580301137336628581e-02,5.054219523936954311e-02,6.028897525747588942e-02,4.831985219902660417e-02,4.075565086307713497e-02,3.762015977140902717e-02,2.480953071948298339e-02,2.517884972116697997e-02,1.401577380462375004e-02,1.507146157019181865e-02,7.475539793618406030e-03,8.285237132445411393e-03,3.804388866348464016e-03,4.259356593512023982e-03,1.860308793116129383e-03,2.073988562050776280e-03,8.784235408809439039e-04,9.654133214434223705e-04,4.020448298841549956e-04,4.325830884143264262e-04,1.788923685867139330e-04,1.875762899261313962e-04,7.757976015030122199e-05,7.891166405012633263e-05,3.288374467606440055e-05,3.607672599440255300e-05,1.156876881666350171e-05
1.275606427486125280e-02,3.748734952067970388e-02,1.523142885542808911e-01,6.649138378981901687e-02,1.151753882958290315e-02,4.290406690016128344e-02,5.362285905377032341e-02,2.074122892060537710e-02,4.672587795565315283e-02,3.661095724735843882e-02,3.617547525624161681e-02,5.218802751556824576e-02,4.339397391918355107e-02,5.332028677800085270e-02,5.134938981280252196e-02,4.435689343826990788e-02,4.949535763207256467e-02,3.228889729297626521e-02,3.975077178241210457e-02,2.136778231253624871e-02,2.776518559939804634e-02,1.313474272980943991e-02,1.742888025084041170e-02,7.598982983801457619e-03,1.006164269952260562e-02,4.174389451328986041e-03,5.429924275920985748e-03,2.191433944268551814e-03,2.771994888391215040e-03,1.104936532260592744e-03,1.350510705758449807e-03,5.372747304185701567e-04,6.321739399750144709e-04,2.521255426827455999e-04,2.879839659858192315e-04,1.353177346609015365e-04,8.298858443389103801e-05
2.559275237993024338e-03,5.280825568005020898e-02,4.969352400269298753e-02,1.368088075743512932e-01,2.711575146809076103e-02,2.492253733593692219e-02,4.201769014895415794e-02,2.330794573744981654e-02,2.642368745102672764e-02,4.275527538295260249e-02,2.514302011202937392e-02,3.501369069814399410e-02,3.376506965871563931e-02,3.356634679629580398e-02,3.935352334018474285e-02,4.351123039334414688e-02,3.845844638346854194e-02,5.146325691694145221e-02,3.292612565101712963e-02,5.012837791864338532e-02,2.547476291890525546e-02,4.129315212618184239e-02,1.813733597332867903e-02,2.983874361323559168e-02,1.202044603981924573e-02,1.945873423014938056e-02,7.478376123691184152e-03,1.168945491783196684e-02,4.397591180235434390e-03,6.565933577437862642e-03,2.458653604448907907e-03,3.486801771320030292e-03,1.313774147584329715e-03,1.762211828759351366e-03,6.728911379570739386e-04,9.569452449033538427e-04,3.049918811729756315e-04
4.166796611505665070e-03,9.068381772938822680e-03,1.107327112097389876e-01,4.181563941568301052e-02,7.062664678985766664e-02,1.841062740343252235e-02,6.133949277724898980e-02,2.936090798886108535e-02,1.084091831400893317e-02,2.628918488535840134e-02,2.614338427921314781e-02,2.467678904694046299e-02,3.289292832655944104e-02,2.823412502793241907e-02,2.790289586474314909e-02,3.079961997995945069e-02,3.167107976025233806e-02,3.048039596128787956e-02,4.304321041647837798e-02,2.810799885332173134e-02,5.107732385648667411e-02,2.443831451982060587e-02,5.029425211783009053e-02,1.995169814365669800e-02,4.231578477312347014e-02,1.521125201760986992e-02,3.143727338516540126e-02,1.081867212610952873e-02,2.115262246446143746e-02,7.199235014844343646e-03,1.313267218799421196e-02,4.504941479384420334e-03,7.627665672878856419e-03,2.656169697024501376e-03,4.228115979847174924e-03,1.820338177141702903e-03,1.380894329766961266e-03
5.093432819254857698e-04,2.248001266423818589e-02,1.544905641906491912e-02,1.492324650475741199e-01,2.636345839193670812e-02,1.306011410243132324e-02,1.929267784464843566e-02,7.059055944790920689e-02,2.452673719057627336e-02,2.602405041589856902e-02,2.115124943959797651e-02,1.184907418835407997e-02,2.028338034137260396e-02,2.413432921867382855e-02,2.638358839637294090e-02,2.520048188754323015e-02,3.007249806880574194e-02,2.312474843026267671e-02,2.823155648125836789e-02,3.006263647023718968e-02,2.416716702791113849e-02,4.220960402192561883e-02,2.066859541710389103e-02,5.033053725620456609e-02,1.801760834841889189e-02,5.006834481630641903e-02,1.547643148549710489e-02,4.288217409158315285e-02,1.263283964844241422e-02,3.259833960466398256e-02,9.628458068127209932e-03,2.251213843406928844e-02,6.832241852860136862e-03,1.434021783328203251e-02,4.498262508305722433e-03,9.609117537216665603e-03,2.976753098341645542e-03
1.297454877370895739e-03,2.239442327337773982e-03,6.130085433403592576e-02,1.603208664452245719e-02,1.353220088042065838e-01,1.889819587607313375e-02,7.874721154683649027e-03,1.478549572559077242e-02,4.199911752686041888e-02,2.448321064375473533e-02,4.538567706958721026e-02,2.263228858695039147e-02,1.392869011629783473e-02,1.444449470003669571e-02,1.334994628983941431e-02,1.903477757812581037e-02,2.056209673507551280e-02,2.865063264620613948e-02,1.932472382899655047e-02,3.107839657861442145e-02,1.969252226826250299e-02,2.609783637639519552e-02,2.862356340873735763e-02,1.956833787241703260e-02,4.116198987028005934e-02,1.521445437766848728e-02,4.932843419830819365e-02,1.311798717064476157e-02,4.952071777858653434e-02,1.187048375522297208e-02,4.305166901310161082e-02,1.041645690333813448e-02,3.335924988751826081e-02,8.469257934035566773e-03,2.386226793919054429e-02,8.370375481918931188e-03,8.879886515146808920e-03
