8.101767804344255364e-01,1.165694317945890623e-01,4.738737638280489384e-02,1.690975223049438064e-02,5.286325711002472748e-03,2.284250338231253591e-03,7.556756884088284545e-04,3.513580057844578391e-04,1.355675845386743932e-04,7.081890507546339945e-05,3.132969910874627395e-05,1.894838225728528921e-05,8.905296255777038131e-06,6.015446529721013660e-06,2.852497234376777332e-06,2.045940424107731862e-06,9.651976387326722715e-07,7.100928592779819420e-07,3.339042956613801151e-07,2.467163237268141211e-07,1.165522952529728567e-07,9.522262821645893114e-08,3.257756375358048902e-08
1.253920137690030523e-01,5.288287136570142266e-01,1.683540979506385482e-01,9.271002289992197332e-02,4.994151238148050037e-02,1.769601699484337626e-02,9.952827025518681814e-03,3.492176204669764257e-03,1.926608655533189156e-03,7.551015649472635509e-04,4.442847182550347979e-04,1.965343736470547291e-04,1.328828937499904853e-04,6.252269807474772833e-05,4.769943921416457550e-05,2.265964411600192383e-05,1.840489537076538628e-05,8.691634647139634160e-06,7.197234127037357663e-06,3.380009936659112205e-06,2.807084161556311566e-06,1.515725437255713105e-06,7.482457739084663536e-07
4.050400883672968660e-02,1.934346238321187628e-01,3.163232599239128584e-01,1.719741255433039906e-01,1.109653091874977376e-01,8.819662797831523404e-02,3.364241007570045738e-02,2.457077924154931967e-02,8.934109675412364032e-03,5.831465592284440329e-03,2.281390807349837051e-03,1.496201255441230622e-03,6.462950257898227155e-04,4.827984033732932580e-04,2.217126239134236320e-04,1.913339136871806219e-04,8.903577575879280598e-05,8.294265670063696416e-05,3.847326416154198131e-05,3.637095488195274997e-05,1.688864671893970749e-05,1.763871646133477166e-05,6.241787293404323200e-06
1.662182796236207419e-02,8.071087131666658532e-02,2.071164442802739258e-01,1.923970973232809745e-01,1.465685359795672604e-01,1.021776231563247539e-01,1.189655786636893420e-01,4.726540297416328973e-02,4.498673775713528389e-02,1.681093407956657862e-02,1.295143332851889963e-02,5.057107355755255905e-03,3.645481646652550846e-03,1.522230228215090990e-03,1.224512317424496276e-03,5.362599171558821414e-04,5.180117101152980231e-04,2.298357364721834335e-04,2.484988376674379554e-04,1.100898145873023922e-04,1.229295787532799756e-04,6.489758671615767163e-05,3.931534367620387484e-05
4.155283033026931083e-03,5.058169798786371629e-02,9.924250923144758985e-02,1.814576617228111644e-01,1.443815393830518712e-01,1.086844899369176221e-01,8.070976796027697076e-02,1.331836279085114039e-01,5.415003491446272743e-02,6.747607871859051532e-02,2.601137693311425525e-02,2.358291275763502864e-02,9.356196684647218043e-03,7.305143818079353445e-03,2.995571195638752418e-03,2.489254447575104355e-03,1.033630936848304021e-03,1.074536721046367646e-03,4.429510116231258235e-04,5.547723996038279263e-04,2.278288809939527180e-04,3.408351285852823944e-04,1.223919939087019101e-04
2.155029245677978107e-03,1.466320595071160526e-02,9.062288188114105136e-02,9.482607716362892458e-02,1.368729177688055298e-01,1.417726196462233135e-01,7.080012941439708940e-02,6.286513772780558118e-02,1.279452981209054929e-01,5.310641229750003023e-02,8.675847922158304304e-02,3.481958051330722587e-02,3.708356863987110480e-02,1.534320466630473973e-02,1.286724859521639133e-02,5.393816961378385816e-03,4.438542020140250760e-03,1.806030257876819860e-03,1.863148432919190097e-03,7.090785516316725542e-04,1.003278198873834310e-03,4.573727602680655686e-04,3.648660832374122287e-04
5.088987882090323638e-04,9.631639927289806571e-03,2.977069446055834179e-02,1.223796710114016528e-01,7.832014848980092814e-02,9.105201662637046889e-02,1.525581626272503877e-01,4.098632721662162637e-02,5.888812885855695956e-02,1.067812449331531910e-01,4.627884808949269541e-02,9.773667092557362934e-02,4.117071684053604658e-02,5.159428776750979440e-02,2.272383429444019276e-02,2.053461155739279634e-02,9.169974051514519220e-03,7.353268681559188037e-03,3.137864353582381447e-03,2.918981407905047593e-03,1.077944003898835632e-03,1.678973357400542375e-03,6.142446498923180304e-04
3.231071771406544076e-04,2.593911549137290721e-03,2.386660290742015009e-02,4.515869058428763350e-02,1.363843746879006558e-01,6.305314353654789539e-02,5.452044250068457942e-02,1.541581545751026516e-01,2.243735109939918454e-02,7.015619883043885952e-02,7.775786375565102437e-02,3.827690781187412239e-02,9.756863262609705156e-02,4.339303508850321511e-02,6.423607916947057794e-02,3.038401609013456975e-02,2.996310313225308830e-02,1.452837613744479943e-02,1.158876963195743307e-02,5.483663428979888670e-03,4.429154853822674272e-03,2.085182068669059682e-03,1.394007332078322364e-03
6.960830007482775349e-05,1.850382240700451783e-03,7.384335409076384429e-03,4.301409316621757767e-02,5.642486647472239047e-02,1.310854662809257942e-01,5.801637792259540377e-02,3.090687477355304191e-02,1.376286814724000662e-01,1.386889670362362326e-02,9.022420254170615550e-02,4.986162814807764548e-02,3.426770636745316012e-02,8.698834411982414583e-02,4.133023286185089074e-02,7.207929093680447152e-02,3.661498730660786571e-02,3.995967796437284447e-02,2.101137640070497789e-02,1.735472154035921574e-02,9.054078630784407472e-03,7.328883848145721636e-03,3.390544982106685583e-03
5.937359300126789758e-05,4.562938962637654917e-04,5.685404393413187249e-03,1.541803193831599306e-02,6.276240225664231343e-02,6.107685433558709964e-02,1.112118515918820161e-01,6.496625362209623722e-02,1.930564375729834636e-02,1.064759608091409709e-01,1.158476695451381155e-02,1.086451533029998834e-01,2.943134186422809509e-02,3.736118477391149606e-02,6.990507680906274390e-02,3.685617389380425879e-02,7.343032181024557181e-02,3.985346348128254723e-02,4.874437705415067545e-02,2.763807415859206862e-02,2.402336711762449034e-02,1.547817549600882456e-02,9.476978895387884114e-03
1.209050994828069633e-05,4.022120219541113709e-04,1.637497810428988803e-03,1.244326367054345017e-02,2.617254777165641672e-02,7.839214774817951370e-02,5.946485140835075511e-02,8.450634190870937035e-02,7.898738078432927801e-02,1.624875581001942668e-02,7.160904011237984035e-02,1.209739634796845251e-02,1.162248047586356553e-01,1.857118293451807955e-02,4.691868375082545312e-02,5.159335414222413624e-02,3.271198080723168589e-02,6.839382638807295356e-02,3.990014026748004566e-02,5.480157923862016833e-02,3.242716164393466549e-02,3.479200919695132899e-02,1.918706811291368344e-02
1.303784061463360698e-05,9.405849805968092702e-05,1.426755309095250734e-03,4.247368963392169489e-03,2.181877013814863958e-02,3.800442974117874961e-02,8.641720736906670364e-02,5.445073809673605519e-02,5.898660984140999264e-02,9.171702811496398877e-02,1.710858443074918939e-02,4.450975639488349844e-02,1.345174172051060400e-02,1.094633493862272183e-01,1.588725618394887240e-02,5.870220859600394636e-02,3.678583587943450722e-02,3.048178208461308630e-02,5.878151077467388963e-02,3.845409288482952437e-02,5.564069679283246972e-02,4.141032126849755746e-02,3.601157827314433596e-02
3.029988647883976082e-06,1.002516457573939820e-04,3.915291427264418829e-04,3.534054534670974610e-03,8.870243346907658727e-03,3.269091915333809106e-02,4.864430199880889760e-02,8.535118654067931632e-02,4.973941856300806430e-02,4.093648580034339735e-02,9.589935557597599469e-02,1.772592376196471808e-02,3.165921674569822236e-02,1.492062771777248088e-02,9.181007996536609539e-02,1.785937773103290355e-02,6.618366545995554850e-02,2.937588405826588658e-02,3.145637385683356518e-02,4.690254965004780896e-02,3.507015061024564007e-02,5.886816526504617952e-02,3.948161334216680057e-02
3.201389637199836627e-06,2.694727633392195632e-05,3.959224490501716620e-04,1.165374577449260120e-03,6.938564588724177411e-03,1.579261190823440936e-02,4.357211283441383282e-02,5.607113092788819364e-02,7.603108258671967268e-02,4.778474430405720008e-02,3.294863542535654555e-02,8.898269104286185560e-02,1.624671969573621838e-02,3.211177874679062988e-02,1.609348907145908766e-02,7.021370699070618449e-02,2.104839575807709515e-02,6.550369184193480243e-02,2.896865884558606080e-02,3.553437581715052779e-02,3.618503803783186534e-02,3.760425655625641850e-02,3.958486817920975342e-02
1.017521525899709339e-06,2.803478533003862260e-05,1.267683533662828255e-04,1.090822104995751865e-03,2.790902878094851658e-03,1.177129831833522572e-02,2.471956408660796328e-02,5.273066878862535389e-02,5.921557072860794690e-02,6.132315392392949371e-02,4.887686818352481727e-02,3.382949502103751310e-02,7.405080592096743852e-02,1.355224598175006068e-02,3.811249066812279901e-02,1.619415968562669395e-02,5.087253584392397582e-02,2.614579646535745289e-02,6.221661221214768583e-02,2.803768986516402134e-02,4.049720851014022155e-02,2.776693613192116744e-02,2.174991571619457748e-02
8.619479664280643978e-07,1.030358502018933663e-05,1.265127002283600885e-04,4.138743930037549210e-04,2.382159013130343179e-03,5.632359594270124406e-03,1.799079968795725890e-02,3.440083692923773251e-02,5.807733484826060194e-02,5.830545887099855551e-02,4.624947751066585400e-02,5.121543613919787158e-02,3.859577997390065129e-02,5.693478643871342781e-02,1.142234332779180038e-02,4.243513807276944744e-02,1.664053106623939599e-02,3.376590039456330711e-02,3.029967995875770814e-02,5.971968365219818692e-02,3.695311561226912594e-02,4.728763887482311662e-02,1.042719918796830222e-02
3.619087684272032578e-07,8.388949749914728876e-06,5.249434810926355830e-05,3.893040662332197940e-04,1.042368030689694389e-03,4.488959057752808443e-03,9.907603052987580539e-03,2.556067088753162519e-02,4.359220127326767641e-02,5.826467184428142654e-02,5.526411855927763905e-02,3.568541171736667322e-02,5.069463745694326173e-02,3.954494065910166278e-02,4.218416768271340822e-02,1.228860936853630459e-02,5.277327316370477445e-02,1.988509182692409227e-02,2.563618505545769977e-02,2.438097625362928983e-02,4.985820738453455858e-02,4.571896806814788883e-02,3.519002736953719818e-02
2.149937769203275890e-07,3.758722122105169833e-06,3.867178603469973434e-05,1.645231701667424558e-04,8.633941208104385515e-04,1.995600204320317761e-03,7.237176338711254035e-03,1.529151253974400139e-02,3.308308238199761386e-02,5.101091893866924881e-02,5.385780592571891984e-02,5.005544416216248238e-02,3.398137549690360970e-02,4.331670991279269745e-02,3.882748113130260470e-02,2.624844773556719857e-02,1.825247632811616630e-02,7.109109486450795878e-02,2.192420500560769703e-02,2.735133351819422215e-02,2.271782771711284427e-02,4.693950196429740040e-02,2.417603133247650526e-02
1.130354780863147546e-07,2.009290444497448511e-06,1.892247719928805269e-05,1.054121271191590708e-04,3.756843421584788400e-04,1.399405070166768496e-03,3.391432240090412609e-03,1.031772115813462017e-02,2.183639154309353556e-02,3.931338378555813973e-02,5.384056313972863939e-02,4.584054436490075241e-02,4.118705439205112145e-02,4.469443269802061275e-02,3.575677425141420007e-02,5.143676729921676377e-02,2.228675342359595288e-02,1.405454115795513534e-02,7.478398757070219005e-02,1.936921749538431103e-02,2.775607011776769911e-02,2.102837372030730290e-02,4.242020252622130672e-02
5.965279554415964997e-08,1.496264791963364076e-06,1.173952847449145334e-05,7.776236487166061407e-05,2.681510454348938043e-04,8.761514667104402946e-04,2.296750019314481184e-03,5.884254813730257876e-03,1.436452239118738219e-02,2.896230466981465287e-02,4.131908278788991307e-02,5.338141014057068423e-02,3.294628145591119162e-02,3.918202380837564752e-02,5.768712265691924856e-02,4.153551542970258803e-02,5.598478070255964029e-02,2.909416808100556695e-02,1.538166375618125158e-02,4.281171068069351132e-02,1.581646756605938758e-02,2.337601977803133863e-02,4.250238906115184553e-03
3.543843557838912165e-08,6.335709564059189954e-07,7.350725260729958942e-06,3.715983850608217584e-05,1.680031107083489932e-04,4.717422171829604560e-04,1.322609421533010952e-03,3.488314807763245352e-03,9.415028417624151172e-03,2.003519045690740907e-02,4.046475037799260321e-02,4.232099241586309568e-02,6.652142442444883286e-02,2.240922500261266492e-02,6.254054050274465704e-02,5.031053470858479898e-02,5.950246823150887737e-02,2.542210146375218499e-02,3.992399190052096231e-02,2.183183867895788915e-02,3.792352823507202930e-02,1.179232856174897669e-02,1.551838956953645494e-02
