9.438543344832428517e-01,5.437291681946215816e-02,1.712504345611170868e-03,5.838288654123083244e-05,1.809541346755867693e-06,5.048467644589928721e-08,1.402147473438559058e-09,3.603988129703153803e-11,9.095336771838813828e-13,2.220590734452384202e-14,5.276058487099037447e-16,1.248083999637677379e-17,2.894360650238893459e-19,6.686500651546195809e-21
5.436051495775687942e-02,8.379489713148785546e-01,1.025555934969704652e-01,4.901566264227337488e-03,2.243069920631701015e-04,8.743813999614394181e-06,2.933462794527315578e-07,9.525515492668636829e-09,2.801315282584453927e-10,7.956166883921839859e-12,2.159131641368236167e-13,5.641010350204350934e-15,1.455960277739781861e-16,3.594216486698117390e-18
1.724224770974179793e-03,1.025082809043529747e-01,7.408894715115216245e-01,1.449639345185028683e-01,9.349263126928323772e-03,5.384472474816104576e-04,2.534552691805878183e-05,9.941551493672705033e-07,3.697363719843022385e-08,1.224684269485357330e-09,3.866171705205223478e-11,1.154577040938939399e-12,3.291391490002870894e-14,9.043900864403827773e-16
5.904158166335365818e-05,4.933863327358430431e-03,1.448629075365879260e-01,6.522001766254752475e-01,1.819956901466711907e-01,1.485480960725854734e-02,1.033701572922672129e-03,5.713123552698330508e-05,2.566635748995358363e-06,1.076227515573130637e-07,3.965642696005974129e-09,1.377593215624445983e-10,4.493407522332230767e-12,1.358440765282885897e-13
1.831471769767223318e-06,2.268114317097372885e-04,9.408434602230234672e-03,1.818255429875213214e-01,5.714206659791304377e-01,2.140309328870459993e-01,2.123369447229268153e-02,1.735863128706525505e-03,1.103608496701749780e-04,5.590155921439736252e-06,2.610247844733074860e-07,1.059278587523885844e-08,4.019658245251698645e-10,1.393370677759679032e-11
5.127171538666454760e-08,8.848350930050104054e-06,5.443958856370219790e-04,1.494488224877702116e-02,2.137793634496634454e-01,4.981055963296011080e-01,2.414325292363544151e-01,2.831684128618317323e-02,2.664259085803925148e-03,1.918290777872803292e-04,1.082099172039854579e-05,5.570231531227916633e-07,2.472620303508917468e-08,9.923361857768828321e-10
1.425245937175698012e-09,2.978766988533669578e-07,2.564439810311004489e-05,1.044999833758712476e-03,2.135669355711469763e-02,2.410900581285676803e-01,4.318245375870136127e-01,2.645466067751288120e-01,3.594979323628765683e-02,3.832356592872803672e-03,3.086778911302936199e-04,1.919701940553454825e-05,1.082155259070528838e-06,5.101507948816697065e-08
3.668177366533749002e-11,9.681198373948966866e-09,1.009363464300397746e-06,5.779557873052605145e-05,1.754630645273642106e-03,2.847304278558701607e-02,2.641063095396495863e-01,3.721618039994856741e-01,2.837030168116912443e-01,4.399191997833360596e-02,5.248352715890056835e-03,4.681780464797541028e-04,3.191540814847680982e-05,1.905959500163915157e-06
9.268950699624278653e-13,2.850784026185344952e-10,3.757314834682838289e-08,2.605522968077854789e-06,1.116261424291093915e-04,2.692747804240549266e-03,3.613795915355672711e-02,2.831602694746092053e-01,3.187162861748542020e-01,2.992157288636747570e-01,5.231597372430288329e-02,6.914648220613884601e-03,6.793776232352677531e-04,4.929686602055450054e-05
2.263464548732090720e-14,8.106980797577508188e-12,1.246125863076411134e-09,1.093539684652684125e-07,5.674029907119341410e-06,1.939971147701622387e-04,3.872878939946478895e-03,4.420951774313534866e-02,2.985679705787293026e-01,2.711006926907991166e-01,3.113893855102675690e-01,6.078750535364656898e-02,8.860054324224615058e-03,9.379636344330808230e-04
5.384187319701698678e-16,2.200495636316672211e-13,3.938947345819111457e-11,4.034475003120932566e-09,2.651902874681544116e-07,1.098175150443559928e-05,3.121161967693692764e-04,5.303211418252431336e-03,5.255925073372536005e-02,3.106335562513868331e-01,2.289580447453303524e-01,3.203507227390470224e-01,6.961674468106446301e-02,1.098564676574527270e-02
1.273729693478579566e-17,5.755728041101153294e-15,1.176514181266446266e-12,1.403334213709262680e-10,1.077501738908351328e-08,5.658454617210490786e-07,1.947964498892180727e-05,4.733402426367106278e-04,6.986641717860435190e-03,6.106354890233399446e-02,3.195894439261153797e-01,1.921964902100059547e-01,3.261569615706939040e-01,8.248011020447384989e-02
2.957433174455752204e-19,1.486038905781654300e-16,3.358511152737151554e-14,4.578362212383533491e-12,4.094247895299291350e-10,2.513991684190480976e-08,1.098730577292639104e-06,3.234819663869691205e-05,6.858522797312263880e-04,8.931169120009045323e-03,6.964172817945175897e-02,3.249445517684839135e-01,1.520583868169968766e-01,3.584793017210610722e-01
6.798476815553071191e-21,3.662735254851140098e-18,9.211910167975871077e-16,1.389392123012420005e-13,1.423966129403751642e-11,1.019514556347381526e-09,5.240972728383485751e-08,1.966073018824423379e-06,5.106242962181335135e-05,9.683081631343595091e-04,1.151052356470563288e-02,8.455078461807709334e-02,3.740093798542835635e-01,2.530146577402432317e-01
