9.929218772307620844e-01,7.053013546096026376e-03,2.504980564037515554e-05,5.931202395680447260e-08,1.053276491350012588e-10,1.496345992898216914e-13,1.771496965936504010e-16,1.797637052555112506e-19,1.596142502922300992e-22,1.259762833172273140e-25,8.948462644425531974e-29,5.778503525362954021e-32,3.420532922003876696e-35,1.869003267952889503e-38,9.482910754076707796e-42
7.053013546096026376e-03,9.788659497498508610e-01,1.400600580570242858e-02,7.479396608798119311e-05,2.364062228071343246e-07,5.251429625802876200e-10,8.956830577257434500e-13,1.237532461195977588e-15,1.435556947825963745e-18,1.434261574376625339e-21,1.257973776278774870e-24,9.830600305751794186e-28,6.925997381126981505e-31,4.441834717715866253e-34,2.613950033721699516e-37
2.504980564037515554e-05,1.400600580570242858e-02,9.649596099904601543e-01,2.085986393281131362e-02,1.488799737011228591e-04,5.889175973993879728e-07,1.570954715241000159e-09,3.127471159618863350e-12,4.940087320519090061e-15,6.448538399502563938e-18,7.159991469984470983e-21,6.909029295933423938e-24,5.890744456421737673e-27,4.496569916491284847e-30,3.105887228433114545e-33
5.931202395680447260e-08,7.479396608798119311e-05,2.085986393281131362e-02,9.512016780227955381e-01,2.761546920399404401e-02,2.469582461211947979e-04,1.173652682535467302e-06,3.655148446908152374e-09,8.320181131612133293e-12,1.479019169282344473e-14,2.145696587162686564e-17,2.621187078843860986e-20,2.759686457742735908e-23,2.549359866312467836e-26,2.095915546390305818e-29
1.053276491350012588e-10,2.364062228071343246e-07,1.488799737011228591e-04,2.761546920399404401e-02,9.375909812481743044e-01,3.427369704969712716e-02,3.686821084517346312e-04,2.046596192302144461e-06,7.289526013853091214e-09,1.867608577705969934e-11,3.690044656415896397e-14,5.890188627264190907e-17,7.851150491085467816e-20,8.956241186793997439e-23,8.911237580822694225e-26
1.496345992898216914e-13,5.251429625802876200e-10,5.889175973993879728e-07,2.469582461211947979e-04,3.427369704969712716e-02,9.241263543615406695e-01,4.083541708539835391e-02,5.137077755245305190e-04,3.262917626870759520e-06,1.308385662212122049e-08,3.726372290094251044e-11,8.101622461770145460e-14,1.411135010234050298e-16,2.038077172052709225e-19,2.504185224710701074e-22
1.771496965936504010e-16,8.956830577257434500e-13,1.570954715241000159e-09,1.173652682535467302e-06,3.686821084517346312e-04,4.083541708539835391e-02,9.108066393141435180e-01,4.730149314262394739e-02,6.816943342524250504e-04,4.876977840943333115e-06,2.174443927807345906e-08,6.815502601125606532e-11,1.617035605568149056e-13,3.052029413127060330e-16,4.748006777976472122e-19
1.797637052555112506e-19,1.237532461195977588e-15,3.127471159618863350e-12,3.655148446908152374e-09,2.046596192302144461e-06,5.137077755245305190e-04,4.730149314262394739e-02,8.976306852763753508e-01,5.367278329982706764e-02,8.723037260684588824e-04,6.942335574022495592e-06,3.407267659201064255e-08,1.165604271950887673e-10,2.996969814890574179e-13,6.093217489108627306e-16
1.596142502922300992e-22,1.435556947825963745e-18,4.940087320519090061e-15,8.320181131612133293e-12,7.289526013853091214e-09,3.262917626870759520e-06,6.816943342524250504e-04,5.367278329982706764e-02,8.845973486007747688e-01,5.995013991312790613e-02,1.085200729451002780e-03,9.511753942681948061e-06,5.096365987100151742e-08,1.889619479802726466e-10,5.234048937644267579e-13
1.259762833172273140e-25,1.434261574376625339e-21,6.448538399502563938e-18,1.479019169282344473e-14,1.867608577705969934e-11,1.308385662212122049e-08,4.876977840943333115e-06,8.723037260684588824e-04,5.995013991312790613e-02,8.717054927851864976e-01,6.613440964691694179e-02,1.320052942534516525e-03,1.263720689501351274e-05,7.340476543731977123e-08,2.932442939065251502e-10
8.948462644425531974e-29,1.257973776278774870e-24,7.159991469984470983e-21,2.145696587162686564e-17,3.690044656415896397e-14,3.726372290094251044e-11,2.174443927807345906e-08,6.942335574022495592e-06,1.085200729451002780e-03,6.613440964691694179e-02,8.589539884360852806e-01,7.222643350432043918e-02,1.576530765805597570e-03,1.636988562742600783e-05,1.024742621091783836e-07
5.778503525362954021e-32,9.830600305751794186e-28,6.909029295933423938e-24,2.621187078843860986e-20,5.890188627264190907e-17,8.101622461770145460e-14,6.815502601125606532e-11,3.407267659201064255e-08,9.511753942681948061e-06,1.320052942534516525e-03,7.222643350432043918e-02,8.463417132320564251e-01,7.822704685752990272e-02,1.854307384883941041e-03,2.076020496397073723e-05
3.420532922003876696e-35,6.925997381126981505e-31,5.890744456421737673e-27,2.759686457742735908e-23,7.851150491085467816e-20,1.411135010234050298e-16,1.617035605568149056e-13,1.165604271950887673e-10,5.096365987100151742e-08,1.263720689501351274e-05,1.576530765805597570e-03,7.822704685752990272e-02,8.338675518874371084e-01,8.413707947799557718e-02,2.153058753387905675e-03
1.869003267952889503e-38,4.441834717715866253e-34,4.496569916491284847e-30,2.549359866312467836e-26,8.956241186793997439e-23,2.038077172052709225e-19,3.052029413127060330e-16,2.996969814890574179e-13,1.889619479802726466e-10,7.340476543731977123e-08,1.636988562742600783e-05,1.854307384883941041e-03,8.413707947799557718e-02,8.215303961161165569e-01,8.995735556648419562e-02
9.482910754076707796e-42,2.613950033721699516e-37,3.105887228433114545e-33,2.095915546390305818e-29,8.911237580822694225e-26,2.504185224710701074e-22,4.748006777976472122e-19,6.093217489108627306e-16,5.234048937644267579e-13,2.932442939065251502e-10,1.024742621091783836e-07,2.076020496397073723e-05,2.153058753387905675e-03,8.995735556648419562e-02,8.093291445954918784e-01
