9.961101553440000478e-01,3.882269381683204398e-03,7.565436147345504276e-06,9.828585374936333197e-09,9.576555329163697893e-12,7.464790382258053882e-15,4.848916053819960871e-18,2.699758545650917595e-21,1.315264918679917201e-24,5.695725177915460277e-28
3.882269381683204398e-03,9.883607474529283454e-01,7.734306504533150321e-03,2.263737523600822029e-05,3.923776638106395181e-08,4.780815783549222352e-11,4.473057419921230647e-14,3.390462627921997389e-17,2.157702925266111872e-20,1.182713418266789710e-23
7.565436147345504276e-06,7.734306504533150321e-03,9.806566142931756325e-01,1.155625856756778078e-02,4.515715190499013435e-05,9.790331378064525484e-08,1.432009368772145234e-10,1.563536668978055437e-13,1.354675184765826231e-16,9.700204273515895439e-20
9.828585374936333197e-09,2.263737523600822029e-05,1.155625856756778078e-02,9.729975598671796178e-01,1.534827223456244026e-02,7.506636774385747654e-05,1.954250934011246393e-07,3.336146791341397620e-10,4.164015182750170202e-13,4.059500682937698459e-16
9.576555329163697893e-12,3.923776638106395181e-08,4.515715190499013435e-05,1.534827223456244026e-02,9.653833888456496704e-01,1.911049363561396347e-02,1.123068904006703413e-04,3.413273996314862377e-07,6.661891662596070153e-10,9.356863007252155662e-13
7.464790382258053882e-15,4.780815783549222352e-11,9.790331378064525484e-08,7.506636774385747654e-05,1.911049363561396347e-02,9.578139065656897655e-01,2.284306836870097362e-02,1.568208526923034094e-04,5.450592878584891665e-07,1.197270829396054257e-09
4.848916053819960871e-18,4.473057419921230647e-14,1.432009368772145234e-10,1.954250934011246393e-07,1.123068904006703413e-04,2.284306836870097362e-02,9.502889190289298682e-01,2.654614150124039521e-02,2.085506517171517083e-04,8.159949058454669372e-07
2.699758545650917595e-21,3.390462627921997389e-17,1.563536668978055437e-13,3.336146791341397620e-10,3.413273996314862377e-07,1.568208526923034094e-04,2.654614150124039521e-02,9.428082328996587602e-01,3.021985757164000891e-02,2.674389479702159937e-04
1.315264918679917201e-24,2.157702925266111872e-20,1.354675184765826231e-16,4.164015182750170202e-13,6.661891662596070153e-10,5.450592878584891665e-07,2.085506517171517083e-04,3.021985757164000891e-02,9.353716555029629731e-01,3.386436059084733941e-02
5.695725177915460277e-28,1.182713418266789710e-23,9.700204273515895439e-20,4.059500682937698459e-16,9.356863007252155662e-13,1.197270829396054257e-09,8.159949058454669372e-07,2.674389479702159937e-04,3.386436059084733941e-02,9.279789948228682750e-01
