6.522218568901159585e+00,4.773353130738717809e-01,6.251421737371383180e-01,6.522218568901159585e+00,2.756715901161276516e+00,6.522218568901159585e+00,6.251421737371383180e-01,6.251421737371383180e-01,4.384809153300134987e+00,3.991055798619716821e+00,2.756715901161276516e+00
1.259243257825762718e+01,9.215902048674992075e-01,1.206960575063430685e+00,1.259243257825762718e+01,5.322385129548417027e+00,1.259243257825762718e+01,1.206960575063430685e+00,1.206960575063430685e+00,8.465741073863055632e+00,7.705522366241411625e+00,5.322385129548417027e+00
2.431218097995744643e+01,1.779312115498729252e+00,2.330276041126586595e+00,2.431218097995744643e+01,1.027591688186110908e+01,2.431218097995744643e+01,2.330276041126586595e+00,2.330276041126586595e+00,1.634478706462104469e+01,1.487703453236137641e+01,1.027591688186110908e+01
4.693947260220237894e+01,3.435313860367846583e+00,4.499058660274149801e+00,4.693947260220237894e+01,1.983968938600228427e+01,4.693947260220237894e+01,4.499058660274149801e+00,4.499058660274149801e+00,3.155684326474416324e+01,2.872305678414778285e+01,1.983968938600228427e+01
9.062593314804963995e+01,6.632552668213350877e+00,8.686322337503817437e+00,9.062593314804963995e+01,3.830444323930372263e+01,9.062593314804963995e+01,8.686322337503817437e+00,8.686322337503817437e+00,6.092672562196623431e+01,5.545554049973874555e+01,3.830444323930372263e+01
1.749712833068650184e+02,1.280545437321808144e+01,1.677066280936649889e+01,1.749712833068650184e+02,7.395430156826120083e+01,1.749712833068650184e+02,1.677066280936649889e+01,1.677066280936649889e+01,1.176310907866233464e+02,1.070678860968388904e+02,7.395430156826120083e+01
3.378166593003519438e+02,2.472346167569022057e+01,3.237908059791066506e+01,3.378166593003519438e+02,1.427834020789888143e+02,3.378166593003519438e+02,3.237908059791066506e+01,3.237908059791066506e+01,2.271100798277930153e+02,2.067157245234972720e+02,1.427834020789888143e+02
6.522218568901159870e+02,4.773353130738717454e+01,6.251421737371382648e+01,6.522218568901159870e+02,2.756715901161276179e+02,6.522218568901159870e+02,6.251421737371382648e+01,6.251421737371382648e+01,4.384809153300134881e+02,3.991055798619716484e+02,2.756715901161276179e+02
1.259243257825760111e+03,9.215902048674971070e+01,1.206960575063428109e+02,1.259243257825760111e+03,5.322385129548405303e+02,1.259243257825760111e+03,1.206960575063428109e+02,1.206960575063428109e+02,8.465741073863036945e+02,7.705522366241394820e+02,5.322385129548405303e+02
2.431218097995744301e+03,1.779312115498729270e+02,2.330276041126586222e+02,2.431218097995744301e+03,1.027591688186110787e+03,2.431218097995744301e+03,2.330276041126586222e+02,2.330276041126586222e+02,1.634478706462104128e+03,1.487703453236137648e+03,1.027591688186110787e+03
4.693947260220246790e+03,3.435313860367854204e+02,4.499058660274159820e+02,4.693947260220246790e+03,1.983968938600232605e+03,4.693947260220246790e+03,4.499058660274159820e+02,4.499058660274159820e+02,3.155684326474422960e+03,2.872305678414784779e+03,1.983968938600232605e+03
9.062593314804964393e+03,6.632552668213351126e+02,8.686322337503818289e+02,9.062593314804964393e+03,3.830444323930372320e+03,9.062593314804964393e+03,8.686322337503818289e+02,8.686322337503818289e+02,6.092672562196623403e+03,5.545554049973873589e+03,3.830444323930372320e+03
1.749712833068650070e+04,1.280545437321808095e+03,1.677066280936649491e+03,1.749712833068650070e+04,7.395430156826120765e+03,1.749712833068650070e+04,1.677066280936649491e+03,1.677066280936649491e+03,1.176310907866233538e+04,1.070678860968388835e+04,7.395430156826120765e+03
3.378166593003512389e+04,2.472346167569017325e+03,3.237908059791060623e+03,3.378166593003512389e+04,1.427834020789885471e+04,3.378166593003512389e+04,3.237908059791060623e+03,3.237908059791060623e+03,2.271100798277925423e+04,2.067157245234969014e+04,1.427834020789885471e+04
6.522218568901160324e+04,4.773353130738717482e+03,6.251421737371382733e+03,6.522218568901160324e+04,2.756715901161275906e+04,6.522218568901160324e+04,6.251421737371382733e+03,6.251421737371382733e+03,4.384809153300135222e+04,3.991055798619717098e+04,2.756715901161275906e+04
