4.958166694514896111e-01,7.044763865246567055e-31,1.881597411354738181e-01,1.413228119855091624e-31,1.068162253006720852e-01,4.575576574400066716e-31,6.718846146171114642e-02,1.627183323752092581e-31,4.424927575803284246e-02,1.289305783057336496e-31,2.988763155475493080e-02,5.834944792307193660e-32,2.050025879958015940e-02,6.553030476009971854e-32,1.420097917331573055e-02,1.162508621697892402e-31,9.901330446369177585e-03,3.676182098418948138e-32,6.932772464098110876e-03,1.377248217261998829e-32,4.867126801507707691e-03,4.812683251697473855e-32,3.422064573018080303e-03,2.172376993417582681e-32,2.407530423860282549e-03,2.772420098661735333e-32,1.693652632888242599e-03,4.829783837474773922e-32,1.190708231127391489e-03,1.903347241547387482e-34,8.362130087095611059e-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.653200075609329859e-31,1.226580870404856971e-01,2.866435748032077995e-30,1.400667371167114983e-01,1.508283589697037882e-30,1.329225259044244378e-01,6.830145920840119143e-31,1.174031611078958509e-01,1.456918718881368769e-31,9.970612693575917063e-02,7.228973290100775743e-32,8.255299804617588499e-02,1.182714575201709949e-31,6.711431027264673499e-02,1.191149672968699697e-31,5.379883463599770960e-02,2.850669202506397386e-31,4.263267253691280928e-02,1.777251090342763255e-31,3.345661289541775052e-02,1.675965894793009633e-31,2.603262281861266209e-02,1.256728882562006590e-31,2.010149283584667865e-02,2.873932756660369217e-33,1.541312175037392804e-02,3.520679606277191439e-31,1.174118960072019317e-02,1.497930500519747845e-31,8.888930103449640963e-03,9.504086456389077624e-33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.881597411354738181e-01,2.181983018853605915e-30,8.464681723386904139e-03,8.702373116936711403e-32,4.107576380055350841e-03,1.128217176649494539e-31,2.477718432163768594e-02,7.105957657131868375e-31,4.624094659310627742e-02,6.384784233728979631e-31,6.205979709088723512e-02,6.341007765719120865e-32,7.118722281799742813e-02,5.447528907830448354e-32,7.445335493672279592e-02,9.484026344596768458e-32,7.324219161619403839e-02,3.120514686672092030e-32,6.895025687968661665e-02,8.442545033189948600e-32,6.277580899367476985e-02,1.929664440872114278e-31,5.565801237917662042e-02,4.615473561616797019e-31,4.828393399983299528e-02,1.167387844289151129e-31,4.112350311893016308e-02,2.898535386192719223e-31,3.447273102670874584e-02,1.627482433873143991e-31,2.849571420931068869e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.880686104031122433e-32,1.400667371167114705e-01,1.674614916239728356e-31,9.714359176595688261e-02,9.702395060563605267e-31,4.703344909492682135e-02,3.469204046037251272e-31,1.477923178157132880e-02,3.818001955090624378e-32,1.281240925974551706e-03,7.145436706670855779e-32,1.484537818734718443e-03,1.255921584705274389e-31,9.704828393900310352e-03,1.545182272264269983e-32,2.130952626345526679e-02,2.382180030344500857e-32,3.307977630717352097e-02,1.991884106016948797e-31,4.307903005605710767e-02,1.960368214937632914e-31,5.036591872394902830e-02,8.038462177612576022e-32,5.469403811678941185e-02,3.463772574967743226e-32,5.625463683163295370e-02,2.809120504076521830e-31,5.547832761596373230e-02,2.744627329901337803e-31,5.289404023112738440e-02,6.065809471237374703e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.068162253006720852e-01,1.232882750415170747e-30,4.107576380055343902e-03,1.032934064487458979e-30,4.210709688835599651e-02,6.677228682436903835e-31,6.361004014552439079e-02,5.620817338434107508e-32,6.153480200419515767e-02,2.177983450482831338e-31,4.615525583727586589e-02,1.403429656245507983e-31,2.755659384492821495e-02,5.656975728746959469e-33,1.216509520983104393e-02,9.720410805243837369e-32,2.870917580029407057e-03,3.150107644185160737e-31,5.355537066654179684e-05,8.953789276155068035e-32,2.640605009384961420e-03,3.945044454233229489e-32,8.933233717974057436e-03,3.013582802895247565e-32,1.715671248496177664e-02,1.098482732188636788e-32,2.577563655383809452e-02,1.171101186367305916e-31,3.363528865628718362e-02,6.453644181404229455e-32,3.998807587181409107e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.380943425798913506e-31,1.329225259044245211e-01,8.548025734083519292e-32,4.703344909492680054e-02,4.151783633142141434e-31,4.145970863230825053e-03,3.907263825149503680e-32,3.320220873865216329e-03,8.970964240453192016e-32,2.012381088920807415e-02,6.111916613881586338e-32,3.673553900051608478e-02,1.225998111435865800e-31,4.506556167469636526e-02,1.757025591693532222e-31,4.400116813078949751e-02,1.189842316005626004e-31,3.607758065150629134e-02,4.073438466650751897e-31,2.498142025773036207e-02,1.914520541385780443e-31,1.406542066010343928e-02,1.320657725048508656e-31,5.672920573221035441e-03,5.750233829258772185e-32,9.982548054559955888e-04,8.026852988838120420e-32,2.454480729255235829e-04,4.049480686355920533e-32,2.912949623632518203e-03,8.831782962427082690e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.718846146171111866e-02,3.171814046648554439e-31,2.477718432163769635e-02,7.301206717315229138e-31,6.361004014552441854e-02,7.047601114327961184e-32,5.377039086573509596e-02,1.382420093305619881e-31,2.624090252442873999e-02,2.277877055325627826e-32,5.779442468616000257e-03,1.325505123068067728e-31,1.182587787045196538e-04,1.699451558194475481e-31,6.401370523434192668e-03,6.154898189633819088e-32,1.804887924412930736e-02,1.599854735937397311e-33,2.900095508476293465e-02,3.733322917173114211e-31,3.551265478576744183e-02,1.374729644888935358e-31,3.635495724217448210e-02,3.386063689913200312e-33,3.221921189588643208e-02,1.450485161614915651e-31,2.487995009801295329e-02,5.007142274374077906e-31,1.643325075652934258e-02,5.545310100207200784e-31,8.749816800251417753e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.244012793101338044e-31,1.174031611078958509e-01,5.384108787974187490e-31,1.477923178157133574e-02,8.165146962610272220e-32,3.320220873865213727e-03,8.965154747034719970e-32,2.705128292949096278e-02,5.603797053250600500e-32,4.297471105511668776e-02,1.044514398426904271e-31,4.064093376567239763e-02,1.787069016531339463e-31,2.671169268011001907e-02,2.817842262910827087e-31,1.143193096413096244e-02,1.341089574254318448e-31,1.903529513109105927e-03,4.603474277810007905e-31,4.725609220493364750e-04,7.342587649178091423e-33,5.760262984026438826e-03,6.273323308554708797e-32,1.451561239593566165e-02,1.927730887100269669e-31,2.327482234309822401e-02,1.422925109691955774e-31,2.942625997062861543e-02,1.947984196764559426e-31,3.165036028512152599e-02,4.600057547684201967e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.424927575803282859e-02,8.283585635289694951e-32,4.624094659310623578e-02,7.962269525368630551e-32,6.153480200419515767e-02,1.038275395632880213e-31,2.624090252442873999e-02,7.892980139163044837e-32,2.180917358457136902e-03,8.034071035118748929e-32,3.446865923851790553e-03,2.041290950848688066e-31,1.796327693606310574e-02,2.260856982060030841e-31,3.089635027184456373e-02,1.460504096972487135e-31,3.452613703591254218e-02,1.475748991718842305e-31,2.879993058493979588e-02,2.519771473053320012e-31,1.808872619934364517e-02,1.918843900332247766e-32,7.645532650726315736e-03,3.856520329185906050e-32,1.274577015989022000e-03,3.681413047837836722e-32,4.524257226591679726e-04,1.743903255086250310e-31,4.540061122035130882e-03,1.712495979419014392e-31,1.156506738213467639e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.607748473282082174e-31,9.970612693575905960e-02,5.759806154489769658e-31,1.281240925974551706e-03,1.012717340425522080e-31,2.012381088920804986e-02,6.368187738555367553e-32,4.297471105511666695e-02,4.910240385521059753e-32,3.694390924956782174e-02,2.042985701941621396e-31,1.696624026182077735e-02,2.052641510974571569e-31,2.449988723110734651e-03,8.574766051159071600e-32,1.080192159365705529e-03,3.054961857624420441e-32,9.751381010856405990e-03,1.778996494172358473e-32,2.095237272903095055e-02,1.254678350262625339e-31,2.822607680476213465e-02,3.766019834475646671e-32,2.871830089340842926e-02,4.272049843762658639e-32,2.317800593050862307e-02,1.198250951589568301e-31,1.456426967026061212e-02,2.730850758595385189e-31,6.349074766551983905e-03,9.761158011278351739e-32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
