7.751110329488200001e-01,1.225630594930916251e-01,5.839594070342150889e-02,2.141838883612590463e-02,8.801317396769332141e-03,3.963065309060454303e-03,1.998846035789001406e-03,1.216521131269004269e-03,7.364139107265842057e-04,7.245152051491504999e-04,3.933423019513210186e-04,5.790229515391775300e-04,2.492364993936965452e-04,4.912922231353943287e-04,1.697928852035957708e-04,4.186785333000415704e-04,1.201665960916088543e-04,3.548166994001307321e-04,8.829478478884442985e-05,2.983409685036259506e-04,6.741040091035571506e-05,2.500008020207025684e-04,5.302149388448740383e-05,2.088987380675637762e-04,4.299687435967082023e-05,1.732251469658879686e-04,3.632437434191767282e-05,1.662002272490344242e-04,3.386712677384370765e-05
1.315666775596918137e-01,4.690496643519628805e-01,1.682137681349068770e-01,1.061091949208762542e-01,5.928935577173258947e-02,2.545720765507961114e-02,1.442689409676609601e-02,6.168004392735539770e-03,3.644927739704008178e-03,1.690869876073528184e-03,1.417568725475896498e-03,6.270080993108481443e-04,9.920731235236797830e-04,3.251118803041475546e-04,9.088402199614817063e-04,2.031154840646790156e-04,8.686079407396856680e-04,1.398030037848943573e-04,8.302828080904871072e-04,9.792404162249952076e-05,7.810116752759537189e-04,7.205600285476036250e-05,7.167079995637386583e-04,5.983506080092503709e-05,6.494337348374991598e-04,5.307715171356036172e-05,6.026292247624382955e-04,7.128141868066130481e-05,2.786456565584094188e-04
5.167045278238024258e-02,1.919649179357595659e-01,2.533232641230117599e-01,1.589466907336964108e-01,1.183731753572710571e-01,9.801416574382307290e-02,4.624549693143860385e-02,3.317585190161267267e-02,1.482840485134719923e-02,9.242244570667041553e-03,4.308484566880380756e-03,2.516584454387705942e-03,1.304190827205043606e-03,8.563525558997927807e-04,4.927463591162660906e-04,5.274865901042202331e-04,2.558015386470239021e-04,5.066702971284469271e-04,1.496453983692591107e-04,5.423854237919184876e-04,9.443161939263084457e-05,5.923850876434273065e-04,5.977275975628385581e-05,6.500941141105289010e-04,2.857346475609271342e-05,6.758002342780924238e-04,6.971123169922014558e-06,7.592741716428958549e-04,7.495090885817318844e-05
2.122755808647704134e-02,9.589959412832409213e-02,1.938152502295812929e-01,1.444896682559826118e-01,1.205846289346949318e-01,9.855575995428725311e-02,1.205995173556767414e-01,6.202457346992858861e-02,5.674363392151860613e-02,2.759609762236725841e-02,1.999874190910185326e-02,9.863577465829550389e-03,6.189761422530355543e-03,3.260291061605009519e-03,1.790611892278275901e-03,1.176930134022305917e-03,5.158877050775226552e-04,5.736734952201313084e-04,1.725828745146859361e-04,4.369139717637697496e-04,8.906128165613135374e-05,3.644236142085471451e-04,8.023017669967131595e-05,2.764364065587401995e-04,1.022651673537154236e-04,2.364976768209559250e-04,1.660743638708015682e-04,2.711315035865873913e-04,1.265987359972137866e-04
7.435214209455564757e-03,5.759781063167389303e-02,1.092129947794999445e-01,1.592068579964774355e-01,1.205046118909295916e-01,7.728480823655010934e-02,6.812433121921418477e-02,1.195924380322004044e-01,6.560454808255974934e-02,7.721702372036214068e-02,4.077063109459458379e-02,3.442864287639187115e-02,1.818346355050632496e-02,1.285950297441884257e-02,6.692468668633806336e-03,4.414522375696809317e-03,2.257147758870820062e-03,1.431725255336699278e-03,7.788450552055780794e-04,5.348150170465487512e-04,3.165565055039155917e-04,2.656436950963946995e-04,2.799930585045832588e-04,9.759564326130471294e-05,3.750288630143676122e-04,3.170438609156962426e-05,3.461164982883294257e-04,3.767573311481087694e-05,1.354936539927577743e-04
4.366052721577117109e-03,2.356891025475245371e-02,9.533734929163951988e-02,9.339378165969752787e-02,1.097721696338551517e-01,1.382836957626187580e-01,4.255970253708383361e-02,4.960320742386738202e-02,9.855622622553066037e-02,5.766831386900385381e-02,8.746906176596322413e-02,5.057543015359705629e-02,4.925487754897085735e-02,2.869465845021186221e-02,2.199536475250889189e-02,1.280529532120882469e-02,8.713222312117133855e-03,4.992917786385551657e-03,3.121553680179908058e-03,1.668626020208566034e-03,1.070897554852728341e-03,5.695934796166352183e-04,4.533618724792999599e-04,2.493167407377780507e-04,3.298107729765643089e-04,6.088734440531678083e-05,2.460838649636366534e-04,9.919500585809137079e-05,1.013669916625423704e-04
1.289640075708461085e-03,1.384471831655976516e-02,4.503372526400310771e-02,1.201410081855889961e-01,6.714547939752728289e-02,6.576496374498295994e-02,1.564793002333152994e-01,2.163457090911696107e-02,5.221021962159790031e-02,6.818027996006245650e-02,4.419413209897391642e-02,8.416642448862574066e-02,5.325649088636255635e-02,6.034149677768167741e-02,3.851475691759573272e-02,3.248464026972319729e-02,2.030960363749280406e-02,1.500336146362243536e-02,9.233162302665543289e-03,6.051274498429792814e-03,4.077060122435753782e-03,2.294440275212446170e-03,1.634378225346879094e-03,7.861715499351491819e-04,5.318974953299311853e-04,2.576896114440658083e-04,5.133182029220568912e-04,2.643032041511602986e-04,3.600193529459299658e-04
1.787689353036632338e-03,5.462661359462927038e-03,2.942749782299727834e-02,6.304518289638176565e-02,1.213868153763959096e-01,4.984874000800099125e-02,3.575074588641282552e-02,1.529974601694455150e-01,1.303483546481209662e-02,7.160941942398800497e-02,4.088154480363852955e-02,3.416741184030738093e-02,7.011739384307953682e-02,4.989302565820270818e-02,6.419902255503198707e-02,4.528265819413988119e-02,4.197879746750665664e-02,2.851823925369998888e-02,2.247830199766932824e-02,1.435850944530582714e-02,1.054646116129765582e-02,6.320173665815973646e-03,4.633190295411176128e-03,2.960729126323549329e-03,1.704050651603883620e-03,1.418040891496631910e-03,5.925077622523694434e-04,7.816455862026451019e-04,2.173023139188460238e-04
2.732032472941416188e-04,4.149858446687611571e-03,1.463181580701611653e-02,5.037824881431322843e-02,7.125089410239057730e-02,1.032173360109879950e-01,4.975510220500062308e-02,2.013470624431714512e-02,1.262062064170004771e-01,1.084887910594372826e-02,9.364280324386714538e-02,2.340553045460383105e-02,3.198923551665202453e-02,5.135203372892787471e-02,4.244038551010385907e-02,6.016725542419314177e-02,4.897621777615681488e-02,4.823523511431186683e-02,3.636288760493976147e-02,3.017428526699150390e-02,2.084218270083073102e-02,1.616371321633196245e-02,1.051364410121182445e-02,7.828236077730544792e-03,4.728419009473892355e-03,3.294041217971855999e-03,2.070965392718992007e-03,1.662757585881797454e-03,8.659560459936986240e-04
9.957920433221962089e-04,1.203306737324473302e-03,7.937221294830735727e-03,2.817510708662567670e-02,6.796874211276095201e-02,6.886841591458961465e-02,7.670707432342334375e-02,6.327867685993392166e-02,1.538000886925582761e-02,8.967535412016261476e-02,1.105039615897310951e-02,1.069979834106898203e-01,1.692433818437753118e-02,3.704776219157276951e-02,3.499004527605718146e-02,3.435754459034701114e-02,4.988868722381663290e-02,4.624461859291180421e-02,4.893830543282799012e-02,4.169012711995392917e-02,3.641136727536509188e-02,2.811442317104479588e-02,2.256180614938893894e-02,1.524383096797500906e-02,1.210993949872833653e-02,7.519639984204280411e-03,5.729327466298828747e-03,4.320844900057952548e-03,2.269049977067479854e-03
