-2.796959109795908510e-24,-2.795197218985493927e-24,-2.750642379605900246e-24,-2.770282592918960809e-24,-2.712578365140563142e-24,-2.766537781380158108e-24,-2.759925968345120680e-24
-4.495090077415972096e-24,-4.421640103264288921e-24,-4.201661642205031815e-24,-4.296280186483629235e-24,-4.115285612148910742e-24,-4.065903661491997294e-24,-4.083207640238928161e-24
-7.238304982053532365e-24,-7.242572787788508692e-24,-6.618377190503731185e-24,-7.036250424131179768e-24,-6.936209976216412114e-24,-3.304860122305262792e-24,-3.307645970789438372e-24
-1.057782786765447598e-23,-1.007899231868425795e-23,-7.477108689379300697e-24,-8.745410874961470223e-24,-7.479799740518032662e-24,4.339564648838560628e-25,4.367779128451767761e-25
-6.667343056475151963e-24,-5.243617199820998021e-24,-3.421696270414737842e-24,-4.150876019515221857e-24,-5.908765343641486916e-25,5.533810942786665452e-24,5.548684240283119789e-24
3.006198730665697088e-23,3.085937929226986347e-23,2.066504984876628824e-23,2.355315360489029252e-23,2.916127753409789644e-23,1.800941503194048261e-23,1.804325399122001048e-23
6.953504847703670692e-23,6.532706778724566224e-23,4.469942450164504464e-23,5.234840689206020330e-23,4.821262821058189732e-23,2.065851950304615782e-23,2.047049662126022215e-23
7.994857950691602407e-23,7.316676458376433249e-23,6.253977598747167168e-23,7.062969241381207392e-23,5.594975003450369559e-23,2.193561309943508556e-23,2.059593713130445703e-23
8.599999760425542107e-23,7.625282617842437191e-23,8.235209792964003744e-23,8.641818588012746062e-23,7.125821255131313864e-23,2.599754971596919457e-23,2.070477549329837994e-23
1.034355350125360575e-22,8.475266682250888441e-23,1.036988821006179758e-22,9.980576980010721953e-23,1.014715337003862071e-22,3.734169060265726151e-23,2.124374824281606510e-23
1.546737946984117337e-22,1.118159372233164107e-22,1.472719549757371091e-22,1.225430136916452534e-22,1.628800819727081467e-22,6.040535769932024834e-23,2.380835180605716745e-23
2.681036372756907193e-22,1.927861065891235375e-22,2.462275122890362328e-22,1.614914448513857956e-22,2.909974876731735104e-22,9.820999543048699065e-23,3.493373734476410572e-23
