9.908815972313213261e-02,6.186060125629055245e-02,5.576279838706884456e-02,1.023589857252126117e-01,1.584686655152489076e-01,1.212804256760547372e-01,1.426281544259233591e-01
1.672224145516463534e-01,1.043967224398718585e-01,9.410599424287655057e-02,1.727423013188896239e-01,2.674336969450329393e-01,2.046743594398070798e-01,2.407010528078266653e-01
2.822066330287760216e-01,1.761812112209203418e-01,1.588144499307261315e-01,2.915220628021137350e-01,4.513244434105845859e-01,3.454110024645663524e-01,4.062100996538303144e-01
4.762554346495298518e-01,2.973256100558918091e-01,2.680172470385254746e-01,4.919762701523427428e-01,7.616607613278439937e-01,5.829199170336923919e-01,6.855252319669504768e-01
8.037346131764536716e-01,5.017704089016453706e-01,4.523092498286098162e-01,8.302652913008143898e-01,1.285388203135169105e+00,9.837429243714516103e-01,1.156900933934990050e+00
1.356392560419343862e+00,8.467940020437365600e-01,7.633227329251396354e-01,1.401166063813134244e+00,2.169237167841820302e+00,1.660176832137577829e+00,1.952400449359648515e+00
2.289065007029912557e+00,1.429060122271583300e+00,1.288192967137169465e+00,2.364625329942016130e+00,3.660831707393202628e+00,2.801735133929820876e+00,3.294895356073726855e+00
3.863054663753767048e+00,2.411699690996861101e+00,2.173970522563239971e+00,3.990571207374814744e+00,6.178065261157598798e+00,4.728243165873944776e+00,5.560506509326455848e+00
6.519339245202449007e+00,4.070014486380726382e+00,3.668819775873405131e+00,6.734537755086712707e+00,1.042618001096292879e+01,7.979442155288921867e+00,9.383980156840539877e+00
1.100211824409892358e+01,6.868607223854592547e+00,6.191546025182224966e+00,1.136528993415062416e+01,1.759535146131402428e+01,1.346620613109543463e+01,1.583652198523248344e+01
1.856731200883774235e+01,1.159154724226561584e+01,1.044893031651404591e+01,1.918020508382205946e+01,2.969413464199077879e+01,2.272573746837151276e+01,2.672591207537164237e+01
3.133442738796568960e+01,1.956203973973515886e+01,1.763374516079011656e+01,3.236875338763339016e+01,5.011219207955668509e+01,3.835223807310993749e+01,4.510298264521432543e+01
