9.945706517486408993e-01,5.414582593265964382e-03,1.473887481384695464e-05,2.674683622561823549e-08,3.640338511837801859e-11,3.963703032084694654e-14,3.596492852580403263e-17,2.797116174437287199e-20,1.903486761199757636e-23,1.151427756018641803e-26,6.268534743288886648e-30,3.102435028039436398e-33,1.407507741324210852e-36,5.894361708636560939e-40,2.292123903622098102e-43,8.319096733409789192e-47,2.830645834789355064e-50,9.064961340680869153e-54,2.741718069086309226e-57,7.855946846281842475e-61,2.138444009619272574e-64,5.543804823767892860e-68,1.371875165267698215e-71,3.247252809839758135e-75,7.366042200043387974e-79,1.604070814174694599e-82,3.358764327689368434e-86,6.772439139335445792e-90,1.316789705520749579e-93,2.471996023322617349e-97,4.485964744342128552e-101,7.878136572416869047e-105,1.340302630756476241e-108,2.211150345931629439e-112,3.540533428441946433e-116,5.507189211692993013e-120,8.328309191907585067e-124,1.225418575058208775e-127,1.755618730213188734e-131,2.450727034391044152e-135,3.335525716028699768e-139,4.429041805847186887e-143,5.741030211096529438e-147,7.268599162762853480e-151,8.993471987802281603e-155,1.088038381018713339e-158,1.287703057620073901e-162
5.414582593265964382e-03,9.837709643117367175e-01,1.077028992778522251e-02,4.405628903772761682e-05,1.066963160066774911e-07,1.816207710782528381e-10,2.373907985809043281e-13,2.513630556951479258e-16,2.234648397016891209e-19,1.711066141972423503e-22,1.150174390337836809e-25,6.888564549565379427e-29,3.719544781335167931e-32,1.828227850574574564e-35,8.245689693025553057e-39,3.435690579316459739e-42,1.330149824782776678e-45,4.809016325795323306e-49,1.630706172080675495e-52,5.206279499151203515e-56,1.570334108072422246e-59,4.488404323987026327e-63,1.219033510843033273e-66,3.153819320608192477e-70,7.789871444377104309e-74,1.840708601931632083e-77,4.168837742259663243e-81,9.065006936327170910e-85,1.895545628466718265e-88,3.817256522895590429e-92,7.413296735343475768e-96,1.390160669168254209e-99,2.520145982457674852e-103,4.421539442646193386e-107,7.515503806187819918e-111,1.238801226691776076e-114,1.981988523288147943e-118,3.080567657973773911e-122,4.655256410564585211e-126,6.845001614165636488e-130,9.800239898582061609e-134,1.367202386256014557e-137,1.859715343173062891e-141,2.468017930814786710e-145,3.197392255042456161e-149,4.046083219202451000e-153,5.003791935977434766e-157
1.473887481384695464e-05,1.077028992778522251e-02,9.730593893801010585e-01,1.606752233281626835e-02,8.779292497767036095e-05,2.660149992862612032e-07,5.436762210300845456e-10,8.293604965727718081e-13,1.003888729365009827e-15,1.004223495074079320e-18,8.544982897716899793e-22,6.319072798523233441e-25,4.129048411790322064e-28,2.415510808698266949e-31,1.278687812272840468e-34,6.179458362918433455e-38,2.746557646067056167e-41,1.129858054763540187e-44,4.325342985948947876e-48,1.548233889807407547e-51,5.203296334559100057e-55,1.647953266427742088e-58,4.934685148016246559e-62,1.401194790535048828e-65,3.782791744017898205e-69,9.732922145973614363e-73,2.391879095285212134e-76,5.625574315284867023e-80,1.268589229050498514e-83,2.747472440526182439e-87,5.723735143540735425e-91,1.148643986060433576e-94,2.223475898303030747e-98,4.156826106086523437e-102,7.514137152855676091e-106,1.314792009314051171e-109,2.229148569010907986e-113,3.665569852114804920e-117,5.851356238668013170e-121,9.075149095869821444e-125,1.368618141488053962e-128,2.008502337286698529e-132,2.870362580880610030e-136,3.997351490597430349e-140,5.428264660114770315e-144,7.192352412261891061e-148,9.303739839923913612e-152
2.674683622561823549e-08,4.405628903772761682e-05,1.606752233281626835e-02,9.624353941988351702e-01,2.130667810457294309e-02,1.457904779028060857e-04,5.305819722304020511e-07,1.265815823542862819e-09,2.207615299637190779e-12,3.006982546041239339e-15,3.342856566349881829e-18,3.129370557846018265e-21,2.524877442392484637e-24,1.787483521715554461e-27,1.126215730618498087e-30,6.388084972709150678e-34,3.293148304472069585e-37,1.555253064364469912e-40,6.774535599072982031e-44,2.737629569441454692e-47,1.031531645287964230e-50,3.640220385605201374e-54,1.207841210639519918e-57,3.781297241293164034e-61,1.120401103560609815e-64,3.150834278021580790e-68,8.431372690147139227e-72,2.151753707834804251e-75,5.248337403927495828e-79,1.225808433359054497e-82,2.746404128165045060e-86,5.912305839529703148e-90,1.224775602175212739e-93,2.444964495603526821e-97,4.709466723863484524e-101,8.763601069249759024e-105,1.577245182577782059e-108,2.748428009393100142e-112,4.641650938181391534e-116,7.604524755517522595e-120,1.209673190237662132e-123,1.869922622853241533e-127,2.811137899351199771e-131,4.113093835971460157e-135,5.861262379776861367e-139,8.140335324868243185e-143,1.102554478562760475e-146
3.640338511837801859e-11,1.066963160066774911e-07,8.779292497767036095e-05,2.130667810457294309e-02,9.518984485501938986e-01,2.648815351452225852e-02,2.178916513163889021e-04,9.259906129663448885e-07,2.526118621630813889e-09,4.958121080519349001e-12,7.505764332016191132e-15,9.180345175932658849e-18,9.376755224690104415e-21,8.196918030758743177e-24,6.250000439116316078e-27,4.219477409749127995e-30,2.553094083069123663e-33,1.398499648635740150e-36,6.993559155874785643e-40,3.215714810058183236e-43,1.367938170031330174e-46,5.412265591367781967e-50,2.000973976656330516e-53,6.941306325667651521e-57,2.267602117707208380e-60,6.999041520287517503e-64,2.047072816304126825e-67,5.688594824564356829e-71,1.505571641228542561e-74,3.803451270803772856e-78,9.189856058530783123e-82,2.127635573630942127e-85,4.728068947042571652e-89,1.010073166838915344e-92,2.077489930038748716e-96,4.119381348175441764e-100,7.884638760331263792e-104,1.458484604943617700e-107,2.610194393714527816e-111,4.524240970557547942e-115,7.602287050756185582e-119,1.239559764061572413e-122,1.962870626106012574e-126,3.021150687209432628e-130,4.523201751952405209e-134,6.592210833085083732e-138,9.359015301996693036e-142
3.963703032084694654e-14,1.816207710782528381e-10,2.660149992862612032e-07,1.457904779028060857e-04,2.648815351452225852e-02,9.414480247436424198e-01,3.161234281765396004e-02,3.039401522445206406e-04,1.477550349477247202e-06,4.537109882717052714e-09,9.898245849115995737e-12,1.648699656465909348e-14,2.200284209760429536e-17,2.435007074929794490e-20,2.292638224182767016e-23,1.873144327560032484e-26,1.349007735104541798e-29,8.673250077523162048e-33,5.030683509736718314e-36,2.655623575620615597e-39,1.285410662657355102e-42,5.741660824836244079e-46,2.379956468575993270e-49,9.199205958010253786e-53,3.330013295615173308e-56,1.133213243293019181e-59,3.637700466910183433e-63,1.104896052670977111e-66,3.184167969381963122e-70,8.728512609439635532e-74,2.281115147168458196e-77,5.695413207736133358e-81,1.361157289086741942e-84,3.119353959487907565e-88,6.866004831177696108e-92,1.453732203808261249e-95,2.964945443591060915e-99,5.832707679142638357e-103,1.108093348237351159e-106,2.035318293571387572e-110,3.618298147786889547e-114,6.232040996554455207e-118,1.040931871233557202e-121,1.687597478419093822e-125,2.657888951324983154e-129,4.069800539632253101e-133,6.063261772732505127e-137
3.596492852580403263e-17,2.373907985809043281e-13,5.436762210300845456e-10,5.305819722304020511e-07,2.178916513163889021e-04,3.161234281765396004e-02,9.310835976059459451e-01,3.667963826072176414e-02,4.037806865425229864e-04,2.210288409681097526e-06,7.545376699469987369e-09,1.811384641897989498e-11,3.292269810894773080e-14,4.760793768693806366e-17,5.674809422191090106e-20,5.725354991762557485e-23,4.990107423127717596e-26,3.818720675428606968e-29,2.599795843070535794e-32,1.591810888753935388e-35,8.845653427675203056e-39,4.495875927742653873e-42,2.103927329735875792e-45,9.117648213460932885e-49,3.677573828059046844e-52,1.386750216145279681e-55,4.908044810753860410e-59,1.636155096858300460e-62,5.153740793019713912e-66,1.538316348412075299e-69,4.362355662035313807e-73,1.178082627714392323e-76,3.036328836856837458e-80,7.483454073604559577e-84,1.766970279645936878e-87,4.003715927113758000e-91,8.719329799004298403e-95,1.827760937025887490e-98,3.692829424227803774e-102,7.200300306926412818e-106,1.356456769549105855e-109,2.471755961233720020e-113,4.361145000922356887e-117,7.457874312762063761e-121,1.237225988756900708e-124,1.992874119357443078e-128,3.119351836058635559e-132
2.797116174437287199e-20,2.513630556951479258e-16,8.293604965727718081e-13,1.265815823542862819e-09,9.259906129663448885e-07,3.039401522445206406e-04,3.667963826072176414e-02,9.208046444712930656e-01,4.169043009045633741e-02,5.172589542189026104e-04,3.148951563721531036e-06,1.183118591148256713e-08,3.099593879094122625e-11,6.104703038022828751e-14,9.508626847921963797e-17,1.214559336369534452e-19,1.307227636342049265e-22,1.210683656152670291e-25,9.810657754782573520e-29,7.050678576166468354e-32,4.544494087939180829e-35,2.651769836353596464e-38,1.412028061120055227e-41,6.908476693460599728e-45,3.124159959085709141e-48,1.312666589632159979e-51,5.147982519984423438e-55,1.892121502054611911e-58,6.541381503230065474e-62,2.134110471555729046e-65,6.589793522910533140e-69,1.931059010946235352e-72,5.383265366397042163e-76,1.430834954068797924e-79,3.633407168113431728e-83,8.831534469566480619e-87,2.058306628316000638e-90,4.607169929540755426e-94,9.918754891471451912e-98,2.056754726665238226e-101,4.113139759054694716e-105,7.942489579153335188e-109,1.482605046746280944e-112,2.678200744461221759e-116,4.686463562783505572e-120,7.951375212344654226e-124,1.309246526729807533e-127
1.903486761199757636e-23,2.234648397016891209e-19,1.003888729365009827e-15,2.207615299637190779e-12,2.526118621630813889e-09,1.477550349477247202e-06,4.037806865425229864e-04,4.169043009045633741e-02,9.106106451714505168e-01,4.664510656175009651e-02,6.442216447768532714e-04,4.318007858498193773e-06,1.770810433779869040e-08,5.027695473373352038e-11,1.066660802708539659e-13,1.780440528799341375e-16,2.426179546625668325e-19,2.774833891346409939e-22,2.721341742514968891e-25,2.327917010028080469e-28,1.761193302153151729e-31,1.192001927610113812e-34,7.287073746836597797e-38,4.056818142511339887e-41,2.071215618085106520e-44,9.757094424243176567e-48,4.263721720253140508e-51,1.736498254375712081e-54,6.618991760421762818e-58,2.370077267818532576e-61,7.999125847173060623e-65,2.552386559743654841e-68,7.720872066582485724e-72,2.219667068790417499e-75,6.078596375872555964e-79,1.588997517757303143e-82,3.972698444451583621e-86,9.516213233662293002e-90,2.187637110063336596e-93,4.833747805167726274e-97,1.028038068820855564e-100,2.107309090575281940e-104,4.168509889776887091e-108,7.966591996821105034e-112,1.472576955218026665e-115,2.635380446958459771e-119,4.570764352019793985e-123
1.151427756018641803e-26,1.711066141972423503e-22,1.004223495074079320e-18,3.006982546041239339e-15,4.958121080519349001e-12,4.537109882717052714e-09,2.210288409681097526e-06,5.172589542189026104e-04,4.664510656175009651e-02,9.005010820259524706e-01,5.154405394581416250e-02,7.845164325732401078e-04,5.741648344464126873e-06,2.552262131032515927e-08,7.806658703107379818e-11,1.775001663958107788e-13,3.160918478044278698e-16,4.577238286808248494e-19,5.543624399031340531e-22,5.739367612987439112e-25,5.168454773083906086e-28,4.106009022804966364e-31,2.911516311332293692e-34,1.860900397948442733e-37,1.081081982376684050e-40,5.749691818514272061e-44,2.817011153505113141e-47,1.278383517029425249e-50,5.399497945043536443e-54,2.131680445523020291e-57,7.896347696227026416e-61,2.753950162695113043e-64,9.071035180013052094e-68,2.829753492959358565e-71,8.381897434282040354e-75,2.362945343164136365e-78,6.353518542700931336e-82,1.632607292804452638e-85,4.016498474563103795e-89,9.476431333743336212e-93,2.147601400902450085e-96,4.681739363210168435e-100,9.830959915993055239e-104,1.991001837572344234e-107,3.893600375596084723e-111,7.360718134271591087e-115,1.346586291782743669e-118
