9.284614855939652411e-01,6.825410652101979170e-02,3.073685702268605293e-03,1.998557845321192582e-04,1.028642317296955889e-05,5.500065834442788185e-07,2.873323084554839674e-08,1.402659545509719584e-09,6.970356304384824734e-11,6.862086862170779796e-12,1.303701792983409372e-12
6.826012891498652035e-02,7.958413691736353490e-01,1.265131066824147221e-01,8.577587118151441120e-03,7.554829753307463168e-04,4.896992980974390012e-05,3.159886603381310324e-06,1.935029284861464198e-07,9.600095887871853771e-09,9.314956570068999354e-10,1.664281724706841398e-10
3.068103013810306607e-03,1.265358458363896321e-01,6.769588461595593687e-01,1.755695140533275189e-01,1.593359028490631477e-02,1.783030732706378978e-03,1.397889563920657870e-04,1.064708440896779472e-05,7.690618675775302794e-07,2.684012304974947790e-08,4.400318763686268586e-09
1.994442698134352761e-04,8.562542866710173492e-03,1.756174883449681812e-01,5.711067583654381163e-01,2.161834685738457662e-01,2.462823971505584408e-02,3.364208470316257336e-03,3.094408366602275544e-04,2.796180524212925792e-05,2.158963442643263657e-06,6.213108480903423126e-08
1.026032692018527752e-05,7.539516335032810752e-04,1.590674749322949777e-02,2.162645636671615135e-01,4.775889535790296958e-01,2.490774006649460193e-01,3.419817923995008974e-02,5.553481003686264704e-03,5.885428108980135086e-04,6.862284590846792786e-05,4.028250694145730442e-06
5.482305781238365993e-07,4.884892479990573979e-05,1.779550865971415421e-03,2.458904845322678473e-02,2.491937462172430506e-01,3.956837192657066127e-01,2.748550614365670164e-01,4.434072473806950632e-02,8.443647286280785841e-03,9.828823743336745442e-04,1.483999686644356776e-04
2.863714921791232636e-08,3.149917291557596547e-06,1.394621367757888563e-04,3.357415668937679867e-03,3.415061904444048613e-02,2.750734371951711332e-01,3.250687961835827533e-01,2.940210929346102620e-01,5.432253045532106639e-02,1.227578790894117387e-02,1.722414046401862624e-03
1.390179790597891468e-09,1.929047233743505987e-07,1.061716247439481709e-05,3.088239701115572285e-04,5.548807604560866864e-03,4.430865275885152027e-02,2.942139149866540015e-01,2.646155953797832416e-01,3.049929063323432166e-01,6.709622283748489791e-02,1.698188046954800939e-02
6.960472881301911211e-11,9.831773228535954806e-09,7.649018848354755320e-07,2.787801015465867562e-05,5.885172753655864425e-04,8.416893503718885991e-03,5.444342404290614806e-02,3.068159679187850708e-01,2.196210918886607188e-01,3.029958320909957870e-01,9.114331864503526226e-02
7.771022315788425287e-12,8.792008143144249896e-10,2.541929526694700490e-08,2.230364276139380828e-06,6.756101035227745179e-05,9.817556272365692786e-04,1.235661773312674364e-02,6.648962344210750108e-02,3.045549990544875740e-01,1.598381684963012250e-01,3.385667851546354523e-01
7.527063840125484424e-13,2.209983557546295055e-10,4.148008677916546217e-09,6.517253633958130046e-08,4.558604383745060538e-06,1.628740465715513566e-04,1.744805316736370952e-03,1.803391151467393511e-02,9.289041037853791594e-02,3.522453476610723500e-01,2.501694794735365712e-01
