2.704611880745682484e+00,8.792799473408133837e-01,4.254327795933690037e-01,6.026165566697915033e+00,3.871887168486920050e+00,1.237133607887953124e+00,1.214568844365315758e+00
3.758046022324183166e+00,1.221755525122709685e+00,5.911369304036263594e-01,8.373329903273297958e+00,5.379969775333740323e+00,1.718991574097894715e+00,1.687637936851595022e+00
5.221788015666343874e+00,1.697623797383491562e+00,8.213821013534057247e-01,1.163470417349810759e+01,7.475443762689892857e+00,2.388531047074411440e+00,2.344965309388468366e+00
7.255650920340031007e+00,2.358840617604978096e+00,1.141306728989296637e+00,1.616636902743995208e+01,1.038709542669737829e+01,3.318853128080247572e+00,3.258318731856587380e+00
1.008169426255678047e+01,3.277598410106465465e+00,1.585840557628371617e+00,2.246309692400125613e+01,1.443282229501983061e+01,4.611531467953696506e+00,4.527419197146322460e+00
1.400846875347017040e+01,4.554208223207496964e+00,2.203518309618808235e+00,3.121237196556686655e+01,2.005434155001824337e+01,6.407702196881610135e+00,6.290828575573269354e+00
1.946470421601368272e+01,6.328051806583908423e+00,3.061778762984045610e+00,4.336945021485357898e+01,2.786541722637034013e+01,8.903473331851849082e+00,8.741077961632839788e+00
2.704611880745683195e+01,8.792799473408134503e+00,4.254327795933690481e+00,6.026165566697914500e+01,3.871887168486920672e+01,1.237133607887952991e+01,1.214568844365316025e+01
3.758046022324180058e+01,1.221755525122708441e+01,5.911369304036257155e+00,8.373329903273287300e+01,5.379969775333734106e+01,1.718991574097892538e+01,1.687637936851593068e+01
5.221788015666344052e+01,1.697623797383491961e+01,8.213821013534056803e+00,1.163470417349810617e+02,7.475443762689893390e+01,2.388531047074411617e+01,2.344965309388468455e+01
7.255650920340038112e+01,2.358840617604979784e+01,1.141306728989298058e+01,1.616636902743997268e+02,1.038709542669739108e+02,3.318853128080251480e+01,3.258318731856591199e+01
1.008169426255677905e+02,3.277598410106465820e+01,1.585840557628371350e+01,2.246309692400125755e+02,1.443282229501982954e+02,4.611531467953696506e+01,4.527419197146323171e+01
1.400846875347017146e+02,4.554208223207497497e+01,2.203518309618808502e+01,3.121237196556685944e+02,2.005434155001823910e+02,6.407702196881608359e+01,6.290828575573269177e+01
1.946470421601366922e+02,6.328051806583902561e+01,3.061778762984043212e+01,4.336945021485353777e+02,2.786541722637031739e+02,8.903473331851841976e+01,8.741077961632832682e+01
2.704611880745682697e+02,8.792799473408135214e+01,4.254327795933690481e+01,6.026165566697914073e+02,3.871887168486920814e+02,1.237133607887952991e+02,1.214568844365315954e+02
